tissue	ontologyId	gencodeId	geneSymbol	mean_tpm	freq	freq_log
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000111679.17	PTPN6	23.1872182488479	0.0120393376010936	-0.0767640225481577
Whole Blood	UBERON:0013756	ENSG00000111679.17	PTPN6	360.130801867995	0.186988204350764	-0.452320881844836
Kidney Cortex	UBERON:0001225	ENSG00000111679.17	PTPN6	18.1835531730769	0.00944131948423726	-0.0635098281133752
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000111679.17	PTPN6	2.91827624535316	0.00151523621997236	-0.0141920684603162
Vagina	UBERON:0000996	ENSG00000111679.17	PTPN6	17.6692437058824	0.00917427816688124	-0.062093254385126
Prostate	UBERON:0002367	ENSG00000111679.17	PTPN6	28.8012359219858	0.0149542648398869	-0.0906721820593854
Esophagus Mucosa	UBERON:0006920	ENSG00000111679.17	PTPN6	20.2354820032573	0.0105067281785806	-0.0690559196895794
Liver	UBERON:0001114	ENSG00000111679.17	PTPN6	13.4172580152672	0.00696654929423483	-0.0499176946997198
Pituitary	UBERON:0000007	ENSG00000111679.17	PTPN6	25.969662971246	0.0134840469668234	-0.0837710256790976
Thyroid	UBERON:0002046	ENSG00000111679.17	PTPN6	34.1587061403509	0.0177359867331505	-0.103173366888826
Esophagus Muscularis	UBERON:0004648	ENSG00000111679.17	PTPN6	8.27940026737968	0.00429885525222592	-0.0337968767142568
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000111679.17	PTPN6	11.8672232843137	0.00616173557233458	-0.0452422200316918
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000111679.17	PTPN6	2.67886062992126	0.00139092611988947	-0.0131995251402827
Adipose Visceral Omentum	UBERON:0010414	ENSG00000111679.17	PTPN6	20.2782988756388	0.0105289596845807	-0.0691699300202901
Nerve Tibial	UBERON:0001323	ENSG00000111679.17	PTPN6	14.0967859104478	0.00731937582355972	-0.0519241180438857
Ovary	UBERON:0000992	ENSG00000111679.17	PTPN6	5.59292269430052	0.00290397424006856	-0.0244739852476607
Cervix Ectocervix	UBERON:0012249	ENSG00000111679.17	PTPN6	16.2885425	0.00845738631010663	-0.0582339458053818
Testis	UBERON:0000473	ENSG00000111679.17	PTPN6	6.23800393719807	0.00323891527439304	-0.0267867153406024
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000111679.17	PTPN6	21.3702442970822	0.0110959228894653	-0.0720549983556552
Adipose Subcutaneous	UBERON:0002190	ENSG00000111679.17	PTPN6	21.8029643417367	0.0113206011000399	-0.0731866177357745
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000111679.17	PTPN6	99.4098248792271	0.0516158699910488	-0.220711601107672
Artery Coronary	UBERON:0001621	ENSG00000111679.17	PTPN6	21.8721317164179	0.011356514393555	-0.0733668997616938
Brain Cerebellum	UBERON:0002037	ENSG00000111679.17	PTPN6	3.36421372180451	0.00174677722546768	-0.016002381028649
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000111679.17	PTPN6	8.22830066997519	0.00427232316468397	-0.0336264452503312
Muscle Skeletal	UBERON:0011907	ENSG00000111679.17	PTPN6	1.45053550122249	0.000753151430851642	-0.00781377468758096
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000111679.17	PTPN6	2.8501027368421	0.00147983896465665	-0.0139109954709285
Bladder	UBERON:0001255	ENSG00000111679.17	PTPN6	24.15264	0.0125406068031522	-0.0792221361900077
Cervix Endocervix	UBERON:0000458	ENSG00000111679.17	PTPN6	11.8585113043478	0.00615721211174272	-0.045215530337866
Spleen	UBERON:0002106	ENSG00000111679.17	PTPN6	287.288926714801	0.149167025585192	-0.409463401978849
Brain Substantia nigra	UBERON:0002038	ENSG00000111679.17	PTPN6	6.68763683060109	0.00347237502545673	-0.0283688230815436
Brain Hypothalamus	UBERON:0001898	ENSG00000111679.17	PTPN6	4.64552128404669	0.00241206161392313	-0.0209741240343292
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000111679.17	PTPN6	3.36937746666667	0.00174945836069547	-0.0160230721186454
Breast Mammary Tissue	UBERON:0008367	ENSG00000111679.17	PTPN6	18.5511339494163	0.00963217588686945	-0.0645155680610123
Minor Salivary Gland	UBERON:0006330	ENSG00000111679.17	PTPN6	24.7325032596685	0.0128416851589384	-0.0806845859563021
Heart Atrial Appendage	UBERON:0006631	ENSG00000111679.17	PTPN6	3.93447963123644	0.00204287241603185	-0.0182534433337718
Adrenal Gland	UBERON:0002369	ENSG00000111679.17	PTPN6	25.3607293220339	0.0131678745954397	-0.0822575226271154
Colon Transverse	UBERON:0001157	ENSG00000111679.17	PTPN6	27.065561210856	0.0140530625659138	-0.0864680951475402
Stomach	UBERON:0000945	ENSG00000111679.17	PTPN6	17.8863633415233	0.00928701168089119	-0.0626926209118953
Artery Tibial	UBERON:0007610	ENSG00000111679.17	PTPN6	7.29502516642547	0.00378774503454868	-0.0304703068434117
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000111679.17	PTPN6	3.42971274368231	0.00178078582574328	-0.0162643982395511
Artery Aorta	UBERON:0001496	ENSG00000111679.17	PTPN6	13.081821779661	0.00679238307728023	-0.0489178358559454
Heart Left Ventricle	UBERON:0006566	ENSG00000111679.17	PTPN6	2.67192800884956	0.00138732654340526	-0.0131705524665044
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000111679.17	PTPN6	2.75463008583691	0.00143026736599453	-0.0135153106501233
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000111679.17	PTPN6	471.199418960245	0.244657587702802	-0.496939701182118
Colon Sigmoid	UBERON:0001159	ENSG00000111679.17	PTPN6	9.67083081145585	0.00502131802843404	-0.0383514120070731
Fallopian Tube	UBERON:0003889	ENSG00000111679.17	PTPN6	18.3995755172414	0.00955348325924744	-0.0641015553770001
Cells Cultured fibroblasts	EFO:0002009	ENSG00000111679.17	PTPN6	0.211612147239264	0.000109873899221715	-0.0014450465432175
Brain Hippocampus	UBERON:0001954	ENSG00000111679.17	PTPN6	3.92983964705882	0.00204046322941108	-0.0182353904764869
Pancreas	UBERON:0001150	ENSG00000111679.17	PTPN6	10.6483625138122	0.00552887499598982	-0.0414599185918653
Lung	UBERON:0008952	ENSG00000111679.17	PTPN6	79.381384602649	0.0412166426441011	-0.189622489539878
Brain Amygdala	UBERON:0001876	ENSG00000123384.14	LRP1	33.073148121547	0.00661727393680349	-0.0479060675321487
Brain Cortex	UBERON:0001870	ENSG00000123384.14	LRP1	49.9806722222222	0.0100001305719233	-0.066439241022132
Kidney Medulla	UBERON:0001293	ENSG00000123384.14	LRP1	25.52757	0.00510755501744554	-0.0388845898626577
Uterus	UBERON:0000995	ENSG00000123384.14	LRP1	182.402049673203	0.0364949936088988	-0.174305841869029
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000123384.14	LRP1	56.6765703533026	0.0113398455583362	-0.0732832438726752
Whole Blood	UBERON:0013756	ENSG00000123384.14	LRP1	12.8776523536737	0.00257656008354597	-0.0221592877224624
Kidney Cortex	UBERON:0001225	ENSG00000123384.14	LRP1	19.4016971153846	0.00388189065581414	-0.0310901585470217
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000123384.14	LRP1	41.4571545724907	0.00829474555728337	-0.0573464413845047
Vagina	UBERON:0000996	ENSG00000123384.14	LRP1	145.179264705882	0.0290474605251336	-0.148300187360354
Prostate	UBERON:0002367	ENSG00000123384.14	LRP1	73.969124822695	0.0147997390517081	-0.0899570237602036
Esophagus Mucosa	UBERON:0006920	ENSG00000123384.14	LRP1	50.4676687296417	0.010097568810461	-0.0669453485273407
Liver	UBERON:0001114	ENSG00000123384.14	LRP1	64.1662954198473	0.0128383894010489	-0.0806686328014743
Pituitary	UBERON:0000007	ENSG00000123384.14	LRP1	53.0307792332268	0.010610395840721	-0.0695869835768379
Thyroid	UBERON:0002046	ENSG00000123384.14	LRP1	87.844226871345	0.0175758688237996	-0.10247188817288
Esophagus Muscularis	UBERON:0004648	ENSG00000123384.14	LRP1	96.5696860962567	0.0193216582994024	-0.110010513804639
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000123384.14	LRP1	20.3627237254902	0.00407417281523407	-0.032345986965594
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000123384.14	LRP1	33.6787058267717	0.00673843389427979	-0.0486068233465163
Adipose Visceral Omentum	UBERON:0010414	ENSG00000123384.14	LRP1	169.401432367973	0.0338938307035688	-0.165497931642521
Nerve Tibial	UBERON:0001323	ENSG00000123384.14	LRP1	198.016948507463	0.0396192218408782	-0.184532692264369
Ovary	UBERON:0000992	ENSG00000123384.14	LRP1	232.50870984456	0.046520331843821	-0.205898746915966
Cervix Ectocervix	UBERON:0012249	ENSG00000123384.14	LRP1	144.406216666667	0.028892789109428	-0.14773306961743
Testis	UBERON:0000473	ENSG00000123384.14	LRP1	26.4740083091787	0.00529691835029503	-0.0400480451598545
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000123384.14	LRP1	65.8316358090186	0.0131715906286027	-0.082275374209257
Adipose Subcutaneous	UBERON:0002190	ENSG00000123384.14	LRP1	224.085129411765	0.0448349422628943	-0.200826137240165
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000123384.14	LRP1	64.6617246376812	0.0129375148558939	-0.0811479184182149
Artery Coronary	UBERON:0001621	ENSG00000123384.14	LRP1	201.926672014925	0.0404014791382773	-0.187036549918085
Brain Cerebellum	UBERON:0002037	ENSG00000123384.14	LRP1	123.786583458647	0.024767213856887	-0.132143602220298
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000123384.14	LRP1	112.250270471464	0.0224590288913573	-0.122998233673874
Muscle Skeletal	UBERON:0011907	ENSG00000123384.14	LRP1	16.0896062591687	0.00321920767146032	-0.0266520734589865
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000123384.14	LRP1	48.7834744561404	0.00976059529860798	-0.0651892116970889
Bladder	UBERON:0001255	ENSG00000123384.14	LRP1	113.301374025974	0.0226693336416211	-0.123845158650571
Cervix Endocervix	UBERON:0000458	ENSG00000123384.14	LRP1	178.807756521739	0.0357758476024467	-0.171898305528897
Spleen	UBERON:0002106	ENSG00000123384.14	LRP1	46.5291270758123	0.00930954557967821	-0.0628121886167517
Brain Substantia nigra	UBERON:0002038	ENSG00000123384.14	LRP1	30.2854994535519	0.00605952132105928	-0.0446379513233228
Brain Hypothalamus	UBERON:0001898	ENSG00000123384.14	LRP1	32.4030917898833	0.0064832090971513	-0.0471269408247967
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000123384.14	LRP1	43.0639612333333	0.0086162353591976	-0.0590964028731498
Breast Mammary Tissue	UBERON:0008367	ENSG00000123384.14	LRP1	154.642451167315	0.0309408544318828	-0.155148061550083
Minor Salivary Gland	UBERON:0006330	ENSG00000123384.14	LRP1	61.1293104972376	0.0122307495990865	-0.0777061517923092
Heart Atrial Appendage	UBERON:0006631	ENSG00000123384.14	LRP1	66.8998952277657	0.0133853279233846	-0.0832996223412818
Adrenal Gland	UBERON:0002369	ENSG00000123384.14	LRP1	32.403727661017	0.00648333632221814	-0.0471276820847257
Colon Transverse	UBERON:0001157	ENSG00000123384.14	LRP1	70.9029620041754	0.0141862613376901	-0.0870945903691701
Stomach	UBERON:0000945	ENSG00000123384.14	LRP1	49.0632028009828	0.00981656333282439	-0.0654820359888205
Artery Tibial	UBERON:0007610	ENSG00000123384.14	LRP1	182.201611432706	0.0364548899350695	-0.174172125972128
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000123384.14	LRP1	95.8464436823105	0.0191769519908827	-0.109394591925083
Artery Aorta	UBERON:0001496	ENSG00000123384.14	LRP1	292.013216101695	0.0584259906861727	-0.239385650666736
Heart Left Ventricle	UBERON:0006566	ENSG00000123384.14	LRP1	28.7786216371681	0.00575802527769329	-0.0428409181860181
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000123384.14	LRP1	38.0176503004292	0.00760656970261749	-0.0535391321026707
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000123384.14	LRP1	0.797257033639144	0.000159515150183012	-0.00201212712355106
Colon Sigmoid	UBERON:0001159	ENSG00000123384.14	LRP1	92.6995985680191	0.0185473313668819	-0.106696205007247
Fallopian Tube	UBERON:0003889	ENSG00000123384.14	LRP1	156.76634137931	0.0313658022866445	-0.156661634881649
Cells Cultured fibroblasts	EFO:0002009	ENSG00000123384.14	LRP1	372.849274846626	0.0745996655574273	-0.279352399840308
Brain Hippocampus	UBERON:0001954	ENSG00000123384.14	LRP1	26.3345563921569	0.00526901681722794	-0.0398772391628863
Pancreas	UBERON:0001150	ENSG00000123384.14	LRP1	10.0331647237569	0.00200743513094596	-0.0179874838091632
Lung	UBERON:0008952	ENSG00000123384.14	LRP1	147.344464735099	0.0294806736462023	-0.14988230075504
Brain Amygdala	UBERON:0001876	ENSG00000174600.14	CMKLR1	1.19039519337017	0.00272508185874769	-0.0232162932481695
Brain Cortex	UBERON:0001870	ENSG00000174600.14	CMKLR1	0.840171962962963	0.00192334225411044	-0.0173527184287513
Kidney Medulla	UBERON:0001293	ENSG00000174600.14	CMKLR1	2.43331727272727	0.00557040955257329	-0.041711231643314
Uterus	UBERON:0000995	ENSG00000174600.14	CMKLR1	13.8461675163399	0.0316969861119275	-0.157835475817022
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000174600.14	CMKLR1	4.35571142857143	0.00997120138089216	-0.0662887157556779
Whole Blood	UBERON:0013756	ENSG00000174600.14	CMKLR1	4.89449921544209	0.0112046075907738	-0.0726032136436355
Kidney Cortex	UBERON:0001225	ENSG00000174600.14	CMKLR1	3.26034730769231	0.00746366698294151	-0.0527375220554521
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000174600.14	CMKLR1	0.768127026022305	0.0017584152183117	-0.0160921518297736
Vagina	UBERON:0000996	ENSG00000174600.14	CMKLR1	5.18149817647059	0.0118616126480305	-0.0758853314584728
Prostate	UBERON:0002367	ENSG00000174600.14	CMKLR1	7.13995978723404	0.0163449709783305	-0.0970075559786591
Esophagus Mucosa	UBERON:0006920	ENSG00000174600.14	CMKLR1	1.85547649837134	0.00424760228637121	-0.033467434369405
Liver	UBERON:0001114	ENSG00000174600.14	CMKLR1	1.46205041984733	0.00334696166272361	-0.0275218390249737
Pituitary	UBERON:0000007	ENSG00000174600.14	CMKLR1	6.17453511182109	0.014134897144357	-0.0868532155574872
Thyroid	UBERON:0002046	ENSG00000174600.14	CMKLR1	18.006615628655	0.0412211859224398	-0.189636836552484
Esophagus Muscularis	UBERON:0004648	ENSG00000174600.14	CMKLR1	6.30595012477718	0.0144357356136051	-0.08826314161972
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000174600.14	CMKLR1	3.22853196078431	0.00739083451085862	-0.0523274558103557
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000174600.14	CMKLR1	1.09037098425197	0.00249610398717893	-0.0215815802762879
Adipose Visceral Omentum	UBERON:0010414	ENSG00000174600.14	CMKLR1	14.1731492163543	0.0324455206354324	-0.160470252336477
Nerve Tibial	UBERON:0001323	ENSG00000174600.14	CMKLR1	12.397015761194	0.0283795523886444	-0.145842643313748
Ovary	UBERON:0000992	ENSG00000174600.14	CMKLR1	3.28271689119171	0.00751487598187016	-0.053025227867165
Cervix Ectocervix	UBERON:0012249	ENSG00000174600.14	CMKLR1	5.67475541666667	0.0129907892143007	-0.0814050542648315
Testis	UBERON:0000473	ENSG00000174600.14	CMKLR1	3.57960222222222	0.00819451315969601	-0.056797203579535
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000174600.14	CMKLR1	6.64325374005305	0.0152078993185643	-0.0918410408810349
Adipose Subcutaneous	UBERON:0002190	ENSG00000174600.14	CMKLR1	15.3205591876751	0.0350721996700982	-0.16952246869857
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000174600.14	CMKLR1	8.37906980676328	0.019181572011347	-0.109414280668717
Artery Coronary	UBERON:0001621	ENSG00000174600.14	CMKLR1	39.8718889179104	0.091275705555049	-0.31523208361952
Brain Cerebellum	UBERON:0002037	ENSG00000174600.14	CMKLR1	0.66259484962406	0.00151682837301973	-0.0142046827526829
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000174600.14	CMKLR1	7.62354401985112	0.0174520038585208	-0.10192779139754
Muscle Skeletal	UBERON:0011907	ENSG00000174600.14	CMKLR1	1.74512034229829	0.00399497226854966	-0.0318303362372222
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000174600.14	CMKLR1	0.950499298245614	0.00217590629467208	-0.0192440805097623
Bladder	UBERON:0001255	ENSG00000174600.14	CMKLR1	6.26878766233766	0.0143506623935649	-0.087865358301703
Cervix Endocervix	UBERON:0000458	ENSG00000174600.14	CMKLR1	12.7712947826087	0.0292363610997744	-0.148991198544988
Spleen	UBERON:0002106	ENSG00000174600.14	CMKLR1	44.3361622743682	0.101495429562613	-0.33498701840519
Brain Substantia nigra	UBERON:0002038	ENSG00000174600.14	CMKLR1	2.06620049180328	0.00472999681795404	-0.0365342356109661
Brain Hypothalamus	UBERON:0001898	ENSG00000174600.14	CMKLR1	1.63649007782101	0.00374629320407873	-0.0301963237918343
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000174600.14	CMKLR1	1.23966463333333	0.00283787066853293	-0.0240111540349091
Breast Mammary Tissue	UBERON:0008367	ENSG00000174600.14	CMKLR1	7.81309437743191	0.0178859271838495	-0.103828366810113
Minor Salivary Gland	UBERON:0006330	ENSG00000174600.14	CMKLR1	7.04464	0.0161267625846661	-0.0960251844962598
Heart Atrial Appendage	UBERON:0006631	ENSG00000174600.14	CMKLR1	5.39449596529284	0.012349212407762	-0.0782870559775168
Adrenal Gland	UBERON:0002369	ENSG00000174600.14	CMKLR1	7.42136308474576	0.016989166305489	-0.0998834053353086
Colon Transverse	UBERON:0001157	ENSG00000174600.14	CMKLR1	6.92004475991649	0.0158415361066621	-0.0947346663659713
Stomach	UBERON:0000945	ENSG00000174600.14	CMKLR1	3.68498297297297	0.00843575335768359	-0.0581161603488652
Artery Tibial	UBERON:0007610	ENSG00000174600.14	CMKLR1	30.9617799855282	0.0708784657591133	-0.270650046240627
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000174600.14	CMKLR1	0.625841877256318	0.00143269256769038	-0.0135347258010107
Artery Aorta	UBERON:0001496	ENSG00000174600.14	CMKLR1	48.4956601694915	0.111017454112636	-0.352052064912793
Heart Left Ventricle	UBERON:0006566	ENSG00000174600.14	CMKLR1	3.2203753761062	0.00737216225725791	-0.0522221596873465
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000174600.14	CMKLR1	0.873747596566524	0.00200020441764958	-0.0179331064064741
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000174600.14	CMKLR1	4.90250073394495	0.0112229248630848	-0.0726954574196011
Colon Sigmoid	UBERON:0001159	ENSG00000174600.14	CMKLR1	6.99786937947494	0.0160196941335962	-0.0955416093992819
Fallopian Tube	UBERON:0003889	ENSG00000174600.14	CMKLR1	8.96746379310345	0.0205285379491313	-0.115087608986665
Cells Cultured fibroblasts	EFO:0002009	ENSG00000174600.14	CMKLR1	1.50188243865031	0.00343814609663415	-0.0281383151844497
Brain Hippocampus	UBERON:0001954	ENSG00000174600.14	CMKLR1	1.184312	0.00271115606335754	-0.0231176919014652
Pancreas	UBERON:0001150	ENSG00000174600.14	CMKLR1	1.6688985359116	0.00382048344082071	-0.0306862340864364
Lung	UBERON:0008952	ENSG00000174600.14	CMKLR1	18.4941022350993	0.0423371522124607	-0.19313920774512
Brain Amygdala	UBERON:0001876	ENSG00000110876.10	SELPLG	8.60661861878453	0.00633133455844959	-0.0462394751980781
Brain Cortex	UBERON:0001870	ENSG00000110876.10	SELPLG	4.05544607407407	0.00298333027359589	-0.0250267417371951
Kidney Medulla	UBERON:0001293	ENSG00000110876.10	SELPLG	2.00622272727273	0.00147584874475624	-0.0138792349332243
Uterus	UBERON:0000995	ENSG00000110876.10	SELPLG	4.76327960784314	0.00350403777935202	-0.0285816160636118
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000110876.10	SELPLG	3.87556648233487	0.00285100445250599	-0.0241032868348765
Whole Blood	UBERON:0013756	ENSG00000110876.10	SELPLG	766.344157285181	0.56375000004018	-0.466149409350536
Kidney Cortex	UBERON:0001225	ENSG00000110876.10	SELPLG	4.33924836538462	0.00319210532618389	-0.0264666263742686
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000110876.10	SELPLG	4.70809743494424	0.00346344381164412	-0.0283087247345716
Vagina	UBERON:0000996	ENSG00000110876.10	SELPLG	5.48148217647059	0.00403237311569348	-0.0320741213728214
Prostate	UBERON:0002367	ENSG00000110876.10	SELPLG	5.67353326241135	0.00417365272052582	-0.0329905282554429
Esophagus Mucosa	UBERON:0006920	ENSG00000110876.10	SELPLG	5.14075076547231	0.00378171897924851	-0.030430517413427
Liver	UBERON:0001114	ENSG00000110876.10	SELPLG	2.77024160305344	0.00203788818507494	-0.0182160902533196
Pituitary	UBERON:0000007	ENSG00000110876.10	SELPLG	5.34387888178914	0.00393114724133306	-0.0314131445777287
Thyroid	UBERON:0002046	ENSG00000110876.10	SELPLG	6.5277816374269	0.00480206818748178	-0.0369861457427085
Esophagus Muscularis	UBERON:0004648	ENSG00000110876.10	SELPLG	6.29659490196078	0.00463199900787191	-0.0359172120513725
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000110876.10	SELPLG	27.8119870588235	0.0204594861936092	-0.11479994217764
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000110876.10	SELPLG	4.91504476377953	0.00361568162220238	-0.0293286616340724
Adipose Visceral Omentum	UBERON:0010414	ENSG00000110876.10	SELPLG	16.6220340715503	0.0122277590550184	-0.0776914657545927
Nerve Tibial	UBERON:0001323	ENSG00000110876.10	SELPLG	10.9657615820896	0.00806680397256959	-0.0560948372939898
Ovary	UBERON:0000992	ENSG00000110876.10	SELPLG	2.89980647668394	0.0021332007112031	-0.0189273876922093
Cervix Ectocervix	UBERON:0012249	ENSG00000110876.10	SELPLG	6.419205	0.0047221953538836	-0.036485223377547
Testis	UBERON:0000473	ENSG00000110876.10	SELPLG	4.46888862318841	0.00328747330758927	-0.0271177265991414
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000110876.10	SELPLG	4.1104450795756	0.00302378949685601	-0.0253073841745967
Adipose Subcutaneous	UBERON:0002190	ENSG00000110876.10	SELPLG	12.104680280112	0.00890463304708162	-0.0606514870480754
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000110876.10	SELPLG	22.6838700483092	0.0166870610535456	-0.0985392031302112
Artery Coronary	UBERON:0001621	ENSG00000110876.10	SELPLG	13.6751029477612	0.0100598917784676	-0.0667498104549058
Brain Cerebellum	UBERON:0002037	ENSG00000110876.10	SELPLG	1.94998695488722	0.00143447971181822	-0.0135490291388798
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000110876.10	SELPLG	6.0964370471464	0.00448475577571967	-0.0349844804203457
Muscle Skeletal	UBERON:0011907	ENSG00000110876.10	SELPLG	1.06110173594132	0.000780584151380105	-0.00805809368957957
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000110876.10	SELPLG	6.56839736842105	0.00483194656279386	-0.0371730336185402
Bladder	UBERON:0001255	ENSG00000110876.10	SELPLG	9.95137779220779	0.00732058720279288	-0.0519309638498571
Cervix Endocervix	UBERON:0000458	ENSG00000110876.10	SELPLG	6.7320852173913	0.00495236116240464	-0.037923536381474
Spleen	UBERON:0002106	ENSG00000110876.10	SELPLG	128.7826	0.0947370578414384	-0.322099111319821
Brain Substantia nigra	UBERON:0002038	ENSG00000110876.10	SELPLG	16.1279033333333	0.011864258921245	-0.0758984429485443
Brain Hypothalamus	UBERON:0001898	ENSG00000110876.10	SELPLG	11.2503666536965	0.00827616957887661	-0.0572447841908557
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000110876.10	SELPLG	6.76193353333333	0.00497431864450137	-0.0380599314112216
Breast Mammary Tissue	UBERON:0008367	ENSG00000110876.10	SELPLG	6.98128778210117	0.00513568342633745	-0.0390580434446324
Minor Salivary Gland	UBERON:0006330	ENSG00000110876.10	SELPLG	7.38074077348066	0.00542953524443442	-0.0408570114946766
Heart Atrial Appendage	UBERON:0006631	ENSG00000110876.10	SELPLG	3.66001494577007	0.00269243708092512	-0.022984989795192
Adrenal Gland	UBERON:0002369	ENSG00000110876.10	SELPLG	6.88181688135593	0.00506250909628478	-0.0386063485459916
Colon Transverse	UBERON:0001157	ENSG00000110876.10	SELPLG	8.98013283924843	0.00660610489472708	-0.0478413086392221
Stomach	UBERON:0000945	ENSG00000110876.10	SELPLG	6.21955447174447	0.00457532532917982	-0.035559016471273
Artery Tibial	UBERON:0007610	ENSG00000110876.10	SELPLG	5.51153331403763	0.00405447980058639	-0.0322179809048244
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000110876.10	SELPLG	2.78421873646209	0.00204817026119542	-0.018293127484325
Artery Aorta	UBERON:0001496	ENSG00000110876.10	SELPLG	10.3488731779661	0.00761299893661632	-0.0535751051695474
Heart Left Ventricle	UBERON:0006566	ENSG00000110876.10	SELPLG	2.36862842920354	0.00174244725997403	-0.0159689529018092
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000110876.10	SELPLG	5.20761120171674	0.0038309038925504	-0.0307548774401637
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000110876.10	SELPLG	50.1381865443425	0.0368834320685885	-0.175597715134207
Colon Sigmoid	UBERON:0001159	ENSG00000110876.10	SELPLG	5.54286546539379	0.00407752884475328	-0.0323677876931876
Fallopian Tube	UBERON:0003889	ENSG00000110876.10	SELPLG	11.8975782758621	0.00875228145179073	-0.0598316913723366
Cells Cultured fibroblasts	EFO:0002009	ENSG00000110876.10	SELPLG	4.4743957208589	0.00329152452437281	-0.0271452960266884
Brain Hippocampus	UBERON:0001954	ENSG00000110876.10	SELPLG	8.08247631372549	0.00594575684941496	-0.0439624731905563
Pancreas	UBERON:0001150	ENSG00000110876.10	SELPLG	1.36738624309392	0.0010058979210202	-0.0100160277486418
Lung	UBERON:0008952	ENSG00000110876.10	SELPLG	53.6495768046358	0.0394665355483541	-0.18404138684088
Brain Amygdala	UBERON:0001876	ENSG00000183087.15	GAS6	30.9359066850829	0.00231295940460241	-0.0202523751024168
Brain Cortex	UBERON:0001870	ENSG00000183087.15	GAS6	57.547042962963	0.00430257226927912	-0.0338207344371827
Kidney Medulla	UBERON:0001293	ENSG00000183087.15	GAS6	161.376645454545	0.0120655144711586	-0.0768931226269033
Uterus	UBERON:0000995	ENSG00000183087.15	GAS6	524.826588235294	0.0392392763981783	-0.183308545854743
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000183087.15	GAS6	238.478259600614	0.0178301072262553	-0.103584735590839
Whole Blood	UBERON:0013756	ENSG00000183087.15	GAS6	7.46250768368618	0.000557943153391479	-0.00603002321110138
Kidney Cortex	UBERON:0001225	ENSG00000183087.15	GAS6	108.814498076923	0.00813564377621654	-0.0564737972263273
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000183087.15	GAS6	55.0959152416357	0.00411931082578442	-0.032638870343987
Vagina	UBERON:0000996	ENSG00000183087.15	GAS6	469.887017058824	0.0351316548200878	-0.169723998533652
Prostate	UBERON:0002367	ENSG00000183087.15	GAS6	296.871943262411	0.0221959795819557	-0.121934896956533
Esophagus Mucosa	UBERON:0006920	ENSG00000183087.15	GAS6	108.617287785016	0.00812089911707357	-0.0563926995241182
