tissue	ontologyId	gencodeId	geneSymbol	mean_tpm	freq	freq_log
Adrenal Gland	UBERON:0002369	ENSG00000166278.15	C2	11.7089587457627	0.0156614203029915	-0.0939159172382805
Colon Transverse	UBERON:0001157	ENSG00000166278.15	C2	15.6002007933194	0.020866185178392	-0.116489429211629
Stomach	UBERON:0000945	ENSG00000166278.15	C2	6.21708938574939	0.00831572234949795	-0.0574611649047206
Artery Tibial	UBERON:0007610	ENSG00000166278.15	C2	4.3179698552822	0.0057755383913787	-0.0429459149654963
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000166278.15	C2	2.52329891696751	0.00337506056232477	-0.0277121865381809
Artery Aorta	UBERON:0001496	ENSG00000166278.15	C2	12.3814981779661	0.0165609813098047	-0.0979758920472026
Heart Left Ventricle	UBERON:0006566	ENSG00000166278.15	C2	1.89961991150442	0.00254085324715733	-0.0219033523245109
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000166278.15	C2	1.26756459227468	0.00169544212016187	-0.0156050573910023
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000166278.15	C2	0.687078501529052	0.000919007866304951	-0.00927061607285819
Colon Sigmoid	UBERON:0001159	ENSG00000166278.15	C2	10.1039811694511	0.0135146684913849	-0.083917037397137
Fallopian Tube	UBERON:0003889	ENSG00000166278.15	C2	13.8802113793103	0.0185655982761416	-0.106774921490834
Cells Cultured fibroblasts	EFO:0002009	ENSG00000166278.15	C2	3.42413541411043	0.00457998230749152	-0.0355884880697646
Brain Hippocampus	UBERON:0001954	ENSG00000166278.15	C2	1.18802690196078	0.00158905578598968	-0.0147744281350706
Pancreas	UBERON:0001150	ENSG00000166278.15	C2	0.912749779005525	0.00122085645964388	-0.0118153153732314
Lung	UBERON:0008952	ENSG00000166278.15	C2	70.9719132119205	0.0949291040009485	-0.322474709627072
Brain Amygdala	UBERON:0001876	ENSG00000244731.8	C4A	3.96817116022099	0.00888063046661789	-0.0605225816880674
Brain Cortex	UBERON:0001870	ENSG00000244731.8	C4A	2.47475366666667	0.00553841352154537	-0.0415176730241506
Kidney Medulla	UBERON:0001293	ENSG00000244731.8	C4A	4.19602909090909	0.00939056867231175	-0.0632414585691007
Uterus	UBERON:0000995	ENSG00000244731.8	C4A	8.70842895424837	0.0194891642434013	-0.110721527393763
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000244731.8	C4A	0.743656113671275	0.00166427678472115	-0.0153627540946403
Whole Blood	UBERON:0013756	ENSG00000244731.8	C4A	0.3152800498132	0.000705585899105215	-0.00738670162201095
Kidney Cortex	UBERON:0001225	ENSG00000244731.8	C4A	12.8448859615385	0.0287464126431275	-0.147195266035741
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000244731.8	C4A	2.18575910780669	0.00489165364641041	-0.0375457018133287
Vagina	UBERON:0000996	ENSG00000244731.8	C4A	2.196979	0.00491676337893478	-0.0377021121074611
Prostate	UBERON:0002367	ENSG00000244731.8	C4A	6.01364372340426	0.0134583276550186	-0.0836483115290183
Esophagus Mucosa	UBERON:0006920	ENSG00000244731.8	C4A	1.15383838762215	0.00258225059478026	-0.022200009311264
Liver	UBERON:0001114	ENSG00000244731.8	C4A	65.7850715648855	0.147224725748782	-0.406915613316113
Pituitary	UBERON:0000007	ENSG00000244731.8	C4A	10.9653854313099	0.0245401551514919	-0.13125821791163
Thyroid	UBERON:0002046	ENSG00000244731.8	C4A	25.7903288450292	0.0577178682162756	-0.237499687473216
Esophagus Muscularis	UBERON:0004648	ENSG00000244731.8	C4A	12.7361986096257	0.0285031740907162	-0.1462991994813
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000244731.8	C4A	2.74915970588235	0.0061525247918735	-0.0451878687699936
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000244731.8	C4A	2.06522988188976	0.0046219133875915	-0.035853541267428
Adipose Visceral Omentum	UBERON:0010414	ENSG00000244731.8	C4A	12.6568745144804	0.0283256494962265	-0.145643327651503
Nerve Tibial	UBERON:0001323	ENSG00000244731.8	C4A	17.3145446119403	0.038749354850875	-0.181722225542007
Ovary	UBERON:0000992	ENSG00000244731.8	C4A	30.1239012953368	0.0674162541924879	-0.262300446271618
Cervix Ectocervix	UBERON:0012249	ENSG00000244731.8	C4A	2.852825	0.00638452415180555	-0.0465508756119164
Testis	UBERON:0000473	ENSG00000244731.8	C4A	3.05215321256039	0.00683061383036207	-0.0491378583866172
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000244731.8	C4A	0.771695848806366	0.0017270287467869	-0.0158497928314108
Adipose Subcutaneous	UBERON:0002190	ENSG00000244731.8	C4A	2.30723390756303	0.00516351006693394	-0.0392294174709653
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000244731.8	C4A	8.19974241545894	0.018350741279287	-0.105847403218866
Artery Coronary	UBERON:0001621	ENSG00000244731.8	C4A	9.89069141791045	0.0221350269419628	-0.121687865324766
Brain Cerebellum	UBERON:0002037	ENSG00000244731.8	C4A	2.15816353383459	0.00482989570173878	-0.0371602141148081
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000244731.8	C4A	8.87177109181141	0.0198547183248045	-0.112266008950359
Muscle Skeletal	UBERON:0011907	ENSG00000244731.8	C4A	0.405931442542787	0.000908460595687325	-0.00917934789553261
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000244731.8	C4A	2.82829445614035	0.00632962563902301	-0.0462294596069682
Bladder	UBERON:0001255	ENSG00000244731.8	C4A	11.0996474025974	0.02484062882175	-0.132429230002175
Cervix Endocervix	UBERON:0000458	ENSG00000244731.8	C4A	7.84643043478261	0.0175600412280219	-0.102402433280758
Spleen	UBERON:0002106	ENSG00000244731.8	C4A	7.887020433213	0.0176508802473451	-0.102800775076695
Brain Substantia nigra	UBERON:0002038	ENSG00000244731.8	C4A	3.40419169398907	0.00761846383414653	-0.0536056763893294
Brain Hypothalamus	UBERON:0001898	ENSG00000244731.8	C4A	3.23653163424125	0.00724324639152276	-0.0514933093864786
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000244731.8	C4A	3.14456656666667	0.00703743173585607	-0.0503228112658131
Breast Mammary Tissue	UBERON:0008367	ENSG00000244731.8	C4A	8.41981126459144	0.0188432477885704	-0.107968202157739
Minor Salivary Gland	UBERON:0006330	ENSG00000244731.8	C4A	6.49580436464088	0.0145373865734679	-0.0887374906345047
Heart Atrial Appendage	UBERON:0006631	ENSG00000244731.8	C4A	5.68369652928416	0.012719917191818	-0.0800943536871411
Adrenal Gland	UBERON:0002369	ENSG00000244731.8	C4A	43.3424857966102	0.09699899130432	-0.326487590012776
Colon Transverse	UBERON:0001157	ENSG00000244731.8	C4A	7.32748490605428	0.016398658997553	-0.0972486123677815
Stomach	UBERON:0000945	ENSG00000244731.8	C4A	4.74330066339066	0.0106153436136787	-0.0696122931491639
Artery Tibial	UBERON:0007610	ENSG00000244731.8	C4A	5.71636363241679	0.0127930250441818	-0.0804489219341745
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000244731.8	C4A	1.55929306859206	0.00348964421447827	-0.028484933940467
Artery Aorta	UBERON:0001496	ENSG00000244731.8	C4A	7.1839576059322	0.0160774498402886	-0.0958025910927504
Heart Left Ventricle	UBERON:0006566	ENSG00000244731.8	C4A	2.79025174778761	0.00624448736721238	-0.0457296370317362
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000244731.8	C4A	2.25112811158798	0.00503794722678114	-0.0384543905939381
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000244731.8	C4A	0.448229663608563	0.00100312255846908	-0.00999239110306603
Colon Sigmoid	UBERON:0001159	ENSG00000244731.8	C4A	13.8962462052506	0.0310993206792771	-0.155713462775667
Fallopian Tube	UBERON:0003889	ENSG00000244731.8	C4A	17.9117920689655	0.0400859741016114	-0.186029331343439
Cells Cultured fibroblasts	EFO:0002009	ENSG00000244731.8	C4A	1.00411897239264	0.0022471836970466	-0.0197699721051602
Brain Hippocampus	UBERON:0001954	ENSG00000244731.8	C4A	2.51042478431373	0.00561824425499013	-0.0420001115856537
Pancreas	UBERON:0001150	ENSG00000244731.8	C4A	4.79881662983425	0.0107395864356429	-0.0702467515581782
Lung	UBERON:0008952	ENSG00000244731.8	C4A	7.80618089403974	0.0174699641412844	-0.102006763234093
Brain Amygdala	UBERON:0001876	ENSG00000224389.9	C4B	3.14038348066298	0.00704445143916489	-0.0503628749654275
Brain Cortex	UBERON:0001870	ENSG00000224389.9	C4B	1.81551325925926	0.00407252651491843	-0.0323352911605523
Kidney Medulla	UBERON:0001293	ENSG00000224389.9	C4B	3.25875909090909	0.00730998946759197	-0.0518710635997129
Uterus	UBERON:0000995	ENSG00000224389.9	C4B	8.01861673202614	0.0179872160600297	-0.104269809956651
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000224389.9	C4B	0.462680737327189	0.00103787706374328	-0.0102875918064952
Whole Blood	UBERON:0013756	ENSG00000224389.9	C4B	0.151812615193026	0.000340543313313482	-0.00392301608642534
Kidney Cortex	UBERON:0001225	ENSG00000224389.9	C4B	11.5315653846154	0.0258673989561072	-0.136391582754423
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000224389.9	C4B	1.50033602230483	0.00336552663604157	-0.0276476398031665
Vagina	UBERON:0000996	ENSG00000224389.9	C4B	1.86860464705882	0.00419162015602781	-0.0331065741313632
Prostate	UBERON:0002367	ENSG00000224389.9	C4B	5.22434925531915	0.0117191657824424	-0.0751782880967245
Esophagus Mucosa	UBERON:0006920	ENSG00000224389.9	C4B	0.897436433224756	0.0020131131794944	-0.0180301583042054
Liver	UBERON:0001114	ENSG00000224389.9	C4B	70.1483367938931	0.15735548066838	-0.41980879175553
Pituitary	UBERON:0000007	ENSG00000224389.9	C4B	9.89180664536741	0.0221891218024712	-0.12190711550439
Thyroid	UBERON:0002046	ENSG00000224389.9	C4B	26.3679909064327	0.0591482004132478	-0.241296379795337
Esophagus Muscularis	UBERON:0004648	ENSG00000224389.9	C4B	10.7288255793226	0.0240667075400781	-0.129402291939147
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000224389.9	C4B	2.59604102941177	0.00582339229536069	-0.0432324245880955
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000224389.9	C4B	1.57190251968504	0.00352606330889388	-0.0287293973709816
Adipose Visceral Omentum	UBERON:0010414	ENSG00000224389.9	C4B	12.5036301192504	0.0280479169918904	-0.144614009846521
Nerve Tibial	UBERON:0001323	ENSG00000224389.9	C4B	17.0497487313433	0.0382456880592668	-0.180082082043786
Ovary	UBERON:0000992	ENSG00000224389.9	C4B	27.7542869948187	0.0622579147316014	-0.249380236871249
Cervix Ectocervix	UBERON:0012249	ENSG00000224389.9	C4B	1.82862375	0.00410193573068315	-0.0325262148637746
Testis	UBERON:0000473	ENSG00000224389.9	C4B	2.00784202898551	0.00450395493346458	-0.0351064906097675
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000224389.9	C4B	0.427345477453581	0.000958613647729716	-0.0096117917583716
Adipose Subcutaneous	UBERON:0002190	ENSG00000224389.9	C4B	1.72593204481793	0.00387157955449812	-0.0310224326814878
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000224389.9	C4B	7.61684082125604	0.0170859596019335	-0.100312436211176
Artery Coronary	UBERON:0001621	ENSG00000224389.9	C4B	9.03515817164179	0.0202675034361942	-0.113998379356722
Brain Cerebellum	UBERON:0002037	ENSG00000224389.9	C4B	1.14069161654135	0.00255877880815105	-0.0220319269789303
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000224389.9	C4B	7.49364545905707	0.0168096099930769	-0.0990854217245195
Muscle Skeletal	UBERON:0011907	ENSG00000224389.9	C4B	0.288867909535452	0.000647983271337922	-0.0068632805798184
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000224389.9	C4B	2.15771645614035	0.00484015053841728	-0.0372243024008925
Bladder	UBERON:0001255	ENSG00000224389.9	C4B	9.51789324675325	0.021350366027831	-0.118485892804835
Cervix Endocervix	UBERON:0000458	ENSG00000224389.9	C4B	5.72226173913043	0.0128360740628356	-0.0806574246496842
Spleen	UBERON:0002106	ENSG00000224389.9	C4B	7.80356989169675	0.0175048268762965	-0.102159979583895
Brain Substantia nigra	UBERON:0002038	ENSG00000224389.9	C4B	3.00422464480874	0.00673902240061131	-0.0486102193887555
Brain Hypothalamus	UBERON:0001898	ENSG00000224389.9	C4B	2.9160046692607	0.0065411289466624	-0.047464031792025
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000224389.9	C4B	2.46973916666667	0.00554007424065099	-0.0415277260215009
Breast Mammary Tissue	UBERON:0008367	ENSG00000224389.9	C4B	7.89212381322957	0.01770346943184	-0.103031077522869
Minor Salivary Gland	UBERON:0006330	ENSG00000224389.9	C4B	8.56181513812155	0.0192057089024271	-0.109517116686557
Heart Atrial Appendage	UBERON:0006631	ENSG00000224389.9	C4B	5.35998952277657	0.012023431577745	-0.0766855365254628
Adrenal Gland	UBERON:0002369	ENSG00000224389.9	C4B	73.2860239322034	0.164393883721135	-0.4282084982213
Colon Transverse	UBERON:0001157	ENSG00000224389.9	C4B	6.41290098121086	0.0143853035224779	-0.0880274200320785
Stomach	UBERON:0000945	ENSG00000224389.9	C4B	3.93741786240786	0.00883234455225733	-0.0602629794037282
Artery Tibial	UBERON:0007610	ENSG00000224389.9	C4B	5.00666700434153	0.0112308648931968	-0.0727354291367783
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000224389.9	C4B	0.783932274368231	0.00175850270273847	-0.0160928262277612
Artery Aorta	UBERON:0001496	ENSG00000224389.9	C4B	6.27983237288136	0.0140868064264301	-0.0866269796630389
Heart Left Ventricle	UBERON:0006566	ENSG00000224389.9	C4B	2.04539139380531	0.00458818498965782	-0.0356403819781145
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000224389.9	C4B	1.77780369098712	0.00398793709323772	-0.0317844234533896
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000224389.9	C4B	0.253277584097859	0.000568147696863346	-0.0061254539154731
Colon Sigmoid	UBERON:0001159	ENSG00000224389.9	C4B	11.4854433651551	0.0257639388760359	-0.135995029047778
Fallopian Tube	UBERON:0003889	ENSG00000224389.9	C4B	16.7121772413793	0.0374884537969735	-0.177598170899902
Cells Cultured fibroblasts	EFO:0002009	ENSG00000224389.9	C4B	0.526861242331288	0.00118184561205159	-0.0114931444886922
Brain Hippocampus	UBERON:0001954	ENSG00000224389.9	C4B	2.14668945098039	0.00481541495983362	-0.0370696622405683
Pancreas	UBERON:0001150	ENSG00000224389.9	C4B	4.96980613259668	0.0111481792522199	-0.0723187748677528
Lung	UBERON:0008952	ENSG00000224389.9	C4B	6.71818251655629	0.0150701055424404	-0.0912067904621011
Brain Amygdala	UBERON:0001876	ENSG00000124762.14	CDKN1A	28.1879854143646	0.00320036248104969	-0.0265231607740108
Brain Cortex	UBERON:0001870	ENSG00000124762.14	CDKN1A	33.7802776666667	0.00383529122974316	-0.0307837662067717
Kidney Medulla	UBERON:0001293	ENSG00000124762.14	CDKN1A	117.242872727273	0.0133113340854659	-0.0829455985552497
Uterus	UBERON:0000995	ENSG00000124762.14	CDKN1A	148.67763006536	0.016880323373166	-0.0994000145660232
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000124762.14	CDKN1A	297.501707219662	0.0337772738220887	-0.165096670366728
Whole Blood	UBERON:0013756	ENSG00000124762.14	CDKN1A	51.351755890411	0.00583029366844867	-0.043273697386443
Kidney Cortex	UBERON:0001225	ENSG00000124762.14	CDKN1A	86.5812354807692	0.00983012207230587	-0.0655529058296905
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000124762.14	CDKN1A	28.4313965799257	0.00322799850931771	-0.026712153698107
Vagina	UBERON:0000996	ENSG00000124762.14	CDKN1A	237.331612352941	0.0269457776629299	-0.140489813821465
Prostate	UBERON:0002367	ENSG00000124762.14	CDKN1A	139.723373758865	0.0158636893176367	-0.094835163092362
Esophagus Mucosa	UBERON:0006920	ENSG00000124762.14	CDKN1A	224.301474267101	0.0254663826497777	-0.13485117193841
Liver	UBERON:0001114	ENSG00000124762.14	CDKN1A	98.65838	0.0112013176235092	-0.0725866411545272
Pituitary	UBERON:0000007	ENSG00000124762.14	CDKN1A	164.280755271566	0.0186518460897776	-0.107146234150513
Thyroid	UBERON:0002046	ENSG00000124762.14	CDKN1A	146.774079239766	0.0166642010588733	-0.0984371693749977
Esophagus Muscularis	UBERON:0004648	ENSG00000124762.14	CDKN1A	147.13630802139	0.0167053272119214	-0.0986207001885103
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000124762.14	CDKN1A	54.6432405392157	0.00620399699708802	-0.0454913433649553
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000124762.14	CDKN1A	25.7769134645669	0.00292661804370115	-0.0246320265526048
Adipose Visceral Omentum	UBERON:0010414	ENSG00000124762.14	CDKN1A	408.864374446337	0.0464209905241787	-0.205602228847074
Nerve Tibial	UBERON:0001323	ENSG00000124762.14	CDKN1A	222.268832537313	0.0252356038185203	-0.1339605678447
Ovary	UBERON:0000992	ENSG00000124762.14	CDKN1A	325.32352642487	0.03693606310873	-0.175772300683719
Cervix Ectocervix	UBERON:0012249	ENSG00000124762.14	CDKN1A	196.735645833333	0.0223366576346113	-0.122504122631033
Testis	UBERON:0000473	ENSG00000124762.14	CDKN1A	91.9205016908213	0.0104363231542136	-0.0686944115592178
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000124762.14	CDKN1A	254.508190848806	0.0288959446068563	-0.147744651469652
Adipose Subcutaneous	UBERON:0002190	ENSG00000124762.14	CDKN1A	258.087746918767	0.0293023545285557	-0.149232191392292
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000124762.14	CDKN1A	162.245798550725	0.0184208044227622	-0.106150256215091
Artery Coronary	UBERON:0001621	ENSG00000124762.14	CDKN1A	339.111283955224	0.0385014755087047	-0.180916217804929
Brain Cerebellum	UBERON:0002037	ENSG00000124762.14	CDKN1A	20.1770748496241	0.00229083250813523	-0.0200904001979612
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000124762.14	CDKN1A	151.318887841191	0.0171802022812998	-0.100729401482499
Muscle Skeletal	UBERON:0011907	ENSG00000124762.14	CDKN1A	163.71932301956	0.0185881030911717	-0.106871864476426
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000124762.14	CDKN1A	29.6083197894737	0.00336162213752474	-0.0276211942670626
Bladder	UBERON:0001255	ENSG00000124762.14	CDKN1A	215.45097012987	0.0244615282423842	-0.130950917968116
Cervix Endocervix	UBERON:0000458	ENSG00000124762.14	CDKN1A	109.366008695652	0.0124170232738007	-0.0786188401926839
Spleen	UBERON:0002106	ENSG00000124762.14	CDKN1A	52.8304487364621	0.00599817913581829	-0.0442741177827022
Brain Substantia nigra	UBERON:0002038	ENSG00000124762.14	CDKN1A	45.0488549180328	0.00511468496150322	-0.0389285776953119
Brain Hypothalamus	UBERON:0001898	ENSG00000124762.14	CDKN1A	34.9080003501946	0.00396332880718394	-0.0316236844179376
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000124762.14	CDKN1A	29.2708639	0.00332330860955156	-0.0273613448504513
Breast Mammary Tissue	UBERON:0008367	ENSG00000124762.14	CDKN1A	213.768364396887	0.0242704912392398	-0.130202760739563
Minor Salivary Gland	UBERON:0006330	ENSG00000124762.14	CDKN1A	103.412085801105	0.011741036282653	-0.0752870051704786
Heart Atrial Appendage	UBERON:0006631	ENSG00000124762.14	CDKN1A	103.568660954447	0.0117588132624141	-0.0753753302680381
Adrenal Gland	UBERON:0002369	ENSG00000124762.14	CDKN1A	109.46568779661	0.0124283404804105	-0.0786741607870095
Colon Transverse	UBERON:0001157	ENSG00000124762.14	CDKN1A	144.689492693111	0.0164275245999371	-0.0973781125326572
Stomach	UBERON:0000945	ENSG00000124762.14	CDKN1A	136.770237100737	0.0155284008029325	-0.0933093363137376
Artery Tibial	UBERON:0007610	ENSG00000124762.14	CDKN1A	518.67066845152	0.0588880022084622	-0.240609455283364
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000124762.14	CDKN1A	15.3523594584838	0.00174305167553696	-0.0159736200320061
Artery Aorta	UBERON:0001496	ENSG00000124762.14	CDKN1A	524.826917372881	0.0595869605689944	-0.242450972369097
Heart Left Ventricle	UBERON:0006566	ENSG00000124762.14	CDKN1A	79.3095305752212	0.0090045188512569	-0.061186922065558
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000124762.14	CDKN1A	26.5366076824034	0.00301287099282448	-0.0252317261547916
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000124762.14	CDKN1A	276.418116207951	0.0313835187293501	-0.156724555914285
Colon Sigmoid	UBERON:0001159	ENSG00000124762.14	CDKN1A	155.944434367542	0.0177053701973347	-0.103039397271487
Fallopian Tube	UBERON:0003889	ENSG00000124762.14	CDKN1A	323.881437931034	0.0367723335678571	-0.17522882775694
Cells Cultured fibroblasts	EFO:0002009	ENSG00000124762.14	CDKN1A	543.961650306748	0.061759449324975	-0.248099831369537
Brain Hippocampus	UBERON:0001954	ENSG00000124762.14	CDKN1A	27.949293372549	0.00317326224511858	-0.0263374976128233
Pancreas	UBERON:0001150	ENSG00000124762.14	CDKN1A	60.9998467679558	0.00692570320568069	-0.0496837739422403
Lung	UBERON:0008952	ENSG00000124762.14	CDKN1A	301.07669884106	0.034183165512715	-0.166491506830382
Brain Amygdala	UBERON:0001876	ENSG00000027697.15	IFNGR1	25.103578121547	0.00691347520792274	-0.04961367813073
Brain Cortex	UBERON:0001870	ENSG00000027697.15	IFNGR1	20.7604385555556	0.00571738325765778	-0.0425969596386165
Kidney Medulla	UBERON:0001293	ENSG00000027697.15	IFNGR1	22.3271909090909	0.00614886372234199	-0.0451662598928484
Uterus	UBERON:0000995	ENSG00000027697.15	IFNGR1	80.7037738562092	0.0222256579137542	-0.122055091193335
Skin Not Sun Exposed Suprapubic	UBERON:0036149	ENSG00000027697.15	IFNGR1	77.9892129032258	0.0214780732563807	-0.119009823737685
Whole Blood	UBERON:0013756	ENSG00000027697.15	IFNGR1	226.022014570361	0.0622460107722944	-0.249349726525648
Kidney Cortex	UBERON:0001225	ENSG00000027697.15	IFNGR1	25.3475388461538	0.00698066150356197	-0.0499984332566287
Brain Frontal Cortex BA9	UBERON:0009834	ENSG00000027697.15	IFNGR1	24.9527613754647	0.00687194057768275	-0.049375351568871
Vagina	UBERON:0000996	ENSG00000027697.15	IFNGR1	84.5638229411765	0.0232887077117182	-0.1263232046312
Prostate	UBERON:0002367	ENSG00000027697.15	IFNGR1	70.8639336879433	0.0195157856109353	-0.110834335546309
Esophagus Mucosa	UBERON:0006920	ENSG00000027697.15	IFNGR1	53.3299728013029	0.0146869678503935	-0.0894336413427733
Liver	UBERON:0001114	ENSG00000027697.15	IFNGR1	40.5688754961832	0.0111725871745523	-0.0724418585251356
Pituitary	UBERON:0000007	ENSG00000027697.15	IFNGR1	36.8845664536741	0.0101579358328039	-0.0672582217041756
Thyroid	UBERON:0002046	ENSG00000027697.15	IFNGR1	88.2403451754386	0.0243012145820489	-0.130323228352061
Esophagus Muscularis	UBERON:0004648	ENSG00000027697.15	IFNGR1	56.1414702317291	0.0154612486197834	-0.0930024927502029
Brain Spinal cord cervical c-1	UBERON:0006469	ENSG00000027697.15	IFNGR1	101.929571568627	0.0280712001525011	-0.144700452512287
Brain Putamen basal ganglia	UBERON:0001874	ENSG00000027697.15	IFNGR1	23.3554259448819	0.00643203759474534	-0.046828504031497
Adipose Visceral Omentum	UBERON:0010414	ENSG00000027697.15	IFNGR1	129.509610221465	0.0356666876378602	-0.17153105009832
Nerve Tibial	UBERON:0001323	ENSG00000027697.15	IFNGR1	114.782651791045	0.0316109127398018	-0.157530881426694
Ovary	UBERON:0000992	ENSG00000027697.15	IFNGR1	65.1247383419689	0.0179352226909521	-0.104043312472291
Cervix Ectocervix	UBERON:0012249	ENSG00000027697.15	IFNGR1	75.7798333333333	0.0208696145415558	-0.116503626348978
Testis	UBERON:0000473	ENSG00000027697.15	IFNGR1	30.9809987922705	0.00853210510589349	-0.0586401562672117
Skin Sun Exposed Lower leg	UBERON:0004264	ENSG00000027697.15	IFNGR1	72.352900397878	0.019925844064942	-0.112565384178376
Adipose Subcutaneous	UBERON:0002190	ENSG00000027697.15	IFNGR1	143.569537815126	0.039538763577526	-0.18427390417388
Small Intestine Terminal Ileum	UBERON:0001211	ENSG00000027697.15	IFNGR1	87.0208497584541	0.0239653679831825	-0.129003301476997
Artery Coronary	UBERON:0001621	ENSG00000027697.15	IFNGR1	85.798978358209	0.0236288670432781	-0.127673992762418
Brain Cerebellum	UBERON:0002037	ENSG00000027697.15	IFNGR1	22.7771511278196	0.00627278186666668	-0.0458959306669851
Esophagus Gastroesophageal Junction	UBERON:0004550	ENSG00000027697.15	IFNGR1	57.7909	0.0159154982791322	-0.095070017235906
Muscle Skeletal	UBERON:0011907	ENSG00000027697.15	IFNGR1	32.6331199511002	0.00898709596881952	-0.0610936427982448
Brain Nucleus accumbens basal ganglia	UBERON:0001882	ENSG00000027697.15	IFNGR1	22.5893618947368	0.00622106508745113	-0.0455918387200011
Bladder	UBERON:0001255	ENSG00000027697.15	IFNGR1	65.767	0.0181121002670609	-0.104812955414727
Cervix Endocervix	UBERON:0000458	ENSG00000027697.15	IFNGR1	72.3409043478261	0.0199225403767496	-0.112551486751757
Spleen	UBERON:0002106	ENSG00000027697.15	IFNGR1	176.114238628159	0.0485015090925587	-0.21174917626992
Brain Substantia nigra	UBERON:0002038	ENSG00000027697.15	IFNGR1	42.4884741530055	0.0117012408054748	-0.0750891401028892
Brain Hypothalamus	UBERON:0001898	ENSG00000027697.15	IFNGR1	32.7640807782101	0.00902316231868604	-0.0612866822822114
Brain Caudate basal ganglia	UBERON:0001873	ENSG00000027697.15	IFNGR1	25.5244984333333	0.00702939581995488	-0.0502769353129836
Breast Mammary Tissue	UBERON:0008367	ENSG00000027697.15	IFNGR1	127.412358949416	0.0350891088320067	-0.169579798966985
Minor Salivary Gland	UBERON:0006330	ENSG00000027697.15	IFNGR1	66.6302928176796	0.0183498493824782	-0.105843545445987
Heart Atrial Appendage	UBERON:0006631	ENSG00000027697.15	IFNGR1	60.3527003253796	0.0166210129651825	-0.0982442792512061
Adrenal Gland	UBERON:0002369	ENSG00000027697.15	IFNGR1	52.2474786440678	0.0143888511244618	-0.0880440099940353
Colon Transverse	UBERON:0001157	ENSG00000027697.15	IFNGR1	55.0865154488518	0.0151707161824715	-0.0916700689026129
Stomach	UBERON:0000945	ENSG00000027697.15	IFNGR1	48.2380157248157	0.0132846530553609	-0.0828177976802415
Artery Tibial	UBERON:0007610	ENSG00000027697.15	IFNGR1	63.8785772793054	0.0175920324265966	-0.102542796313659
Brain Cerebellar Hemisphere	UBERON:0002037	ENSG00000027697.15	IFNGR1	24.3487553068592	0.00670559851439119	-0.0484172254057113
Artery Aorta	UBERON:0001496	ENSG00000027697.15	IFNGR1	83.7289095338983	0.0230587742291672	-0.125406074443013
Heart Left Ventricle	UBERON:0006566	ENSG00000027697.15	IFNGR1	41.1582205973451	0.0113348916367316	-0.073258374813038
Brain Anterior cingulate cortex BA24	UBERON:0009835	ENSG00000027697.15	IFNGR1	21.3746734334764	0.00588654231457734	-0.0436096471308568
Cells EBV-transformed lymphocytes	EFO:0000572	ENSG00000027697.15	IFNGR1	90.7968795107034	0.0250052790249534	-0.133068680136229
Colon Sigmoid	UBERON:0001159	ENSG00000027697.15	IFNGR1	48.9617427207637	0.0134839660226027	-0.0837706395822943
