pathway	name	geneIDs	count	ratio	M	BgRatio	pvalue	p.adjust	category	subcategory	signif
04750	Inflammatory mediator regulation of TRP channels	5321	1	0.0120481927710843	99	99/9418	0.891680763708164	0.999999999982711	Organismal Systems	Sensory system	
04810	Regulation of actin cytoskeleton	3683,3684,3689	3	0.036144578313253	232	232/9418	0.891093202719799	0.999999999982711	Cellular Processes	Cell motility	
04910	Insulin signaling pathway	3551,8651,867,9021	4	0.0481927710843374	138	138/9418	0.363621911136106	0.657681369707044	Organismal Systems	Endocrine system	
04912	GnRH signaling pathway	5321	1	0.0120481927710843	93	93/9418	0.875976824196137	0.999999999982711	Organismal Systems	Endocrine system	
04913	Ovarian steroidogenesis	240,5321	2	0.0240963855421687	52	52/9418	0.319384593493217	0.587893765014063	Organismal Systems	Endocrine system	
04914	Progesterone-mediated oocyte maturation	2771	1	0.0120481927710843	110	110/9418	0.915508871115265	0.999999999982711	Organismal Systems	Endocrine system	
04915	Estrogen signaling pathway	2771	1	0.0120481927710843	139	139/9418	0.956172899249432	0.999999999982711	Organismal Systems	Endocrine system	
04916	Melanogenesis	2771	1	0.0120481927710843	101	101/9418	0.89646242353353	0.999999999982711	Organismal Systems	Endocrine system	
04917	Prolactin signaling pathway	4790,6772,8651,9021	4	0.0481927710843374	71	71/9418	0.0715934158115465	0.188499120111414	Organismal Systems	Endocrine system	
04919	Thyroid hormone signaling pathway	6772	1	0.0120481927710843	122	122/9418	0.935588875780373	0.999999999982711	Organismal Systems	Endocrine system	
04920	Adipocytokine signaling pathway	3551,4790,4792,7132,8517,9021,948	7	0.0843373493975904	70	70/9418	0.000854516185720685	0.00467735175341849	Organismal Systems	Endocrine system	*
04921	Oxytocin signaling pathway	1026,2771,4773,4775,5321	5	0.0602409638554217	154	154/9418	0.253805418908781	0.522688387455708	Organismal Systems	Endocrine system	
04923	Regulation of lipolysis in adipocytes	2771	1	0.0120481927710843	60	60/9418	0.739261340563696	0.999999999982711	Organismal Systems	Endocrine system	
04924	Renin secretion	2771	1	0.0120481927710843	69	69/9418	0.787034181041791	0.999999999982711	Organismal Systems	Endocrine system	
04926	Relaxin signaling pathway	2771,4790,4792,7040	4	0.0481927710843374	130	130/9418	0.323341416034664	0.589956267852721	Organismal Systems	Endocrine system	
04928	Parathyroid hormone synthesis, secretion and action	1026,2771	2	0.0240963855421687	115	115/9418	0.726095266712635	0.999999999982711	Organismal Systems	Endocrine system	
04930	Type II diabetes mellitus	3551,8651,9021	3	0.036144578313253	47	47/9418	0.0848889077381243	0.212733648307589	Human Diseases	Endocrine and metabolic disease	
04931	Insulin resistance	3551,4790,4792,5728,7132,9021,948	7	0.0843373493975904	109	109/9418	0.0103392855946567	0.0413571423786266	Human Diseases	Endocrine and metabolic disease	*
04932	Non-alcoholic fatty liver disease	355,3551,356,4790,7040,7132,841,9021	8	0.0963855421686747	157	157/9418	0.0229869756102687	0.082436050464412	Human Diseases	Endocrine and metabolic disease	
04933	AGE-RAGE signaling pathway in diabetic complications	1536,4790,6772,7040	4	0.0481927710843374	101	101/9418	0.184119004695281	0.411793042759339	Human Diseases	Endocrine and metabolic disease	
04934	Cushing syndrome	1026,2771	2	0.0240963855421687	155	155/9418	0.860988970832511	0.999999999982711	Human Diseases	Endocrine and metabolic disease	
04935	Growth hormone synthesis, secretion and action	2771,6772,8651,9021	4	0.0481927710843374	122	122/9418	0.283430594700636	0.561462511406975	Organismal Systems	Endocrine system	
04936	Alcoholic liver disease	100293534,355,3551,356,4790,4792,712,713,7132,714,717,720,721,841,8517	15	0.180722891566265	144	144/9418	6.07287920994882e-07	1.26315887566936e-05	Human Diseases	Endocrine and metabolic disease	*
04940	Type I diabetes mellitus	355,356	2	0.0240963855421687	44	44/9418	0.253675323215363	0.522688387455708	Human Diseases	Endocrine and metabolic disease	
04971	Gastric acid secretion	2771	1	0.0120481927710843	76	76/9418	0.818077028655361	0.999999999982711	Organismal Systems	Digestive system	
04975	Fat digestion and absorption	948	1	0.0120481927710843	43	43/9418	0.618058090242045	0.956157121353522	Organismal Systems	Digestive system	
04976	Bile secretion	5243	1	0.0120481927710843	90	90/9418	0.867295047363511	0.999999999982711	Organismal Systems	Digestive system	
04978	Mineral absorption	3162	1	0.0120481927710843	61	61/9418	0.745056771335523	0.999999999982711	Organismal Systems	Digestive system	
04979	Cholesterol metabolism	348,4035,948	3	0.036144578313253	52	52/9418	0.107012856847359	0.264984216955365	Organismal Systems	Digestive system	
05010	Alzheimer disease	1536,348,355,3551,4035,4790,7132,841,8517	9	0.108433734939759	388	388/9418	0.488840467350974	0.81343053767202	Human Diseases	Neurodegenerative disease	
05012	Parkinson disease	1843,2771,4780	3	0.036144578313253	268	268/9418	0.938936287293925	0.999999999982711	Human Diseases	Neurodegenerative disease	
05014	Amyotrophic lateral sclerosis	7132,834	2	0.0240963855421687	368	368/9418	0.997795514037126	0.999999999982711	Human Diseases	Neurodegenerative disease	
05016	Huntington disease	6648,841	2	0.0240963855421687	308	308/9418	0.992484932993157	0.999999999982711	Human Diseases	Neurodegenerative disease	
05020	Prion disease	1535,1536,4688,653361,712,713,714	7	0.0843373493975904	275	275/9418	0.405736662850054	0.711622560112637	Human Diseases	Neurodegenerative disease	
05022	Pathways of neurodegeneration - multiple diseases	1536,355,356,4790,7132,841	6	0.072289156626506	480	480/9418	0.958086940464432	0.999999999982711	Human Diseases	Neurodegenerative disease	
05030	Cocaine addiction	2771,4790	2	0.0240963855421687	49	49/9418	0.294823678063951	0.563290175609639	Human Diseases	Substance dependence	
05032	Morphine addiction	2771	1	0.0120481927710843	91	91/9418	0.870254162945457	0.999999999982711	Human Diseases	Substance dependence	
05034	Alcoholism	2771	1	0.0120481927710843	191	191/9418	0.986562394373375	0.999999999982711	Human Diseases	Substance dependence	
05100	Bacterial invasion of epithelial cells	867	1	0.0120481927710843	78	78/9418	0.826088311917053	0.999999999982711	Human Diseases	Infectious disease: bacterial	
05120	Epithelial cell signaling in Helicobacter pylori infection	3551,4067,4790,4792,8517	5	0.0602409638554217	71	71/9418	0.0200878672738673	0.0733030946134105	Human Diseases	Infectious disease: bacterial	
05130	Pathogenic Escherichia coli infection	114548,29108,355,3551,356,3606,4790,4792,5777,7132,834,841,8517	13	0.156626506024096	200	200/9418	0.000479853014357043	0.00293557138194897	Human Diseases	Infectious disease: bacterial	*
05131	Shigellosis	10318,114548,29108,3551,3606,4790,4792,7132,834,8517	10	0.120481927710843	253	253/9418	0.0538672316803736	0.158970360370693	Human Diseases	Infectious disease: bacterial	
05132	Salmonella infection	114548,29108,3551,3606,4790,4792,7132,834,841,8517	10	0.120481927710843	248	248/9418	0.0482483275460444	0.147583119552606	Human Diseases	Infectious disease: bacterial	
05133	Pertussis	100293534,114548,2771,29108,3586,3684,3689,4790,710,712,713,714,717,720,721,834	16	0.192771084337349	78	78/9418	9.26098076976334e-12	1.92628400011077e-09	Human Diseases	Infectious disease: bacterial	*
05134	Legionellosis	29108,3606,3684,3689,4790,4792,834,841	8	0.0963855421686747	56	56/9418	2.82673988324051e-05	0.000255635606832185	Human Diseases	Infectious disease: bacterial	*
05135	Yersinia infection	114548,29108,3551,3586,3606,4210,4773,4775,4790,4792,7454,834,8517	13	0.156626506024096	138	138/9418	1.06461198439561e-05	0.000130258407502521	Human Diseases	Infectious disease: bacterial	*
05140	Leishmaniasis	1535,1536,3459,3460,3586,3684,3689,4688,4790,4792,5777,653361,6772,7040	14	0.168674698795181	78	78/9418	1.25050399273728e-09	6.50262076223385e-08	Human Diseases	Infectious disease: parasitic	*
05142	Chagas disease	2771,3459,3460,355,3551,356,3586,4790,4792,7040,712,713,7132,714,841,8517	16	0.192771084337349	103	103/9418	7.43638001822542e-10	5.15589014596963e-08	Human Diseases	Infectious disease: parasitic	*
05143	African trypanosomiasis	355,356,3586,3606	4	0.0481927710843374	37	37/9418	0.00863083892062457	0.0366370305202023	Human Diseases	Infectious disease: parasitic	*
