Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Calcium signaling pathway	24.6118544241096	23.3962592472611	19.0999299196088	31.1631611952335	29.8382947401333	35.4398900073217	26.3490627883579	21.0845793285	27.7630695243346	23.3879083894598	37.8590160127567	35.5368093702636	29.5308478864002	36.3458632459556	21.8298300266605	20.4609351366482	26.526316646141	20.1981946716567	18.0015245057351	17.148197756539	22.5334655001461	26.2369616040843	27.6375012631036	29.3298108369259	23.4657604451798	26.6591419017448	21.0801484693129	27.0415101174498	27.6759598214529	31.5640868261984	33.8906504759698	14.7208152979629	19.4558417858426	10.0322242126543	26.9479263760045	22.3429373952351	107.168305679185	27.2463074643384	26.6664707264126	9.25169172974035	22.98578501307	22.7144790907689	35.4114544340419	40.6964528265587	23.9933734356801	24.5272899426378	18.7527625419778	18.4067455539325	28.8169071358898	30.4843746495647	26.9518601178796	17.4552233379767
Carbohydrate digestion and absorption	18.2148451483998	19.1168013668491	16.161350455824	21.0557370803282	20.9808996117815	20.6572850272501	18.0060798121028	25.6237765228635	33.3301207469638	31.3403890304965	47.5112759666641	47.7473462965925	37.1400100598897	42.1992709973899	23.337627385899	26.7326580685487	30.968440133632	26.2683675263863	17.8084803420943	25.0296249889548	17.8250715547645	19.1729775797872	19.201624079556	17.870660262022	20.2826387949185	18.4243374658149	18.2007785439046	18.6603868092692	20.4499618048423	14.0783481847972	12.7232758585954	22.0319439013912	30.5131382978723	12.7978652955985	24.6284269793575	21.2391234500999	26.5347619500078	27.2358804598285	20.2651465130636	121.216694496297	20.705814525865	17.559081256979	19.4435821423669	21.2128606027428	37.3184147713023	22.983922613872	14.2705625939673	20.4206571687738	26.5829237078512	19.98985079822	20.8893187797247	25.9815856418749
Carbon metabolism	64.2232803184752	59.4565114604844	69.701161889462	83.9321873319823	69.8187015937703	73.5608018341408	71.9689761456804	50.9730611933702	63.8420246411644	54.6863372571014	80.1805208802386	82.2123384207257	71.5683715275362	79.938267779861	45.2819387621483	54.8294934011166	59.2847240753623	48.6631862855187	52.7660864548167	53.5905736369684	58.0823577360853	65.354971826087	56.4554154669187	58.8496960016603	60.18276767414	63.8882888816485	87.4948121470047	69.6570388615051	59.939130185907	65.222711405074	65.7363716237014	80.8759931505017	94.1064247193676	109.708373406903	61.5679400505327	60.5453988767716	161.040060570851	65.8669095735237	59.016764524893	20.8763176651453	51.730851701903	54.604712062288	58.6227313738062	62.5906886513666	71.0320481827347	55.1960432597708	49.6395161252003	58.8013278342785	62.3959872364607	57.3248167331628	70.6371228352941	87.4040594883318
Cardiac muscle contraction	1353.55165122267	1390.60782193757	2211.25231753867	785.210649388272	1055.70466025433	996.599032352579	1430.88964708762	2879.91949632819	2791.70211714617	2704.09502204368	1875.45370855222	1850.06710181791	2617.00526289953	2463.69797466009	2920.37049620509	2690.61472304665	2598.01650987175	2875.59145280116	1963.99046066543	2627.79873414233	1454.02175281587	799.50058460728	934.772354397801	1568.28107169067	2055.65796309553	1744.54640282336	1102.00663464806	1771.45790909972	964.689350158541	2750.46678435211	3576.73310859679	2927.74792694518	2117.67237977012	2097.20906752961	936.561282284578	1201.91073256747	2382.22917888022	940.893034008406	683.086599648621	528.159621652378	1058.9388420921	1467.02419112619	1433.55848134417	1331.4344439114	1783.77616321895	1016.53282386033	1835.06873613347	1248.98844520462	1304.00395024753	902.921800778304	879.977677437458	256.132353836618
Cell adhesion molecules	75.5283285068422	62.6709408587333	36.3980024985426	60.0035336374555	62.6175312479798	47.6541505254086	48.6634167424932	16.4421508663828	15.507016637052	16.7931560380042	23.936419259123	24.9249150929074	17.8855332061807	19.1942126500604	17.5582106749095	20.4423256598677	16.2151901792379	15.9937089405186	39.4543397186837	23.3056179541262	65.1804831741803	52.1578122903397	54.8639742176683	36.4794496150981	50.538010565536	35.1596262453573	36.7933056278139	33.1904786393724	56.0897618559192	20.1185598528538	14.7913301483851	38.0526157355463	40.3657725246091	20.4859794021977	140.244369234931	38.0110356965901	10.7799676260259	107.64574825953	37.2184062407181	11.7216813240314	33.1277635862111	43.6289896347744	58.3228252358449	58.457294063255	79.5451025757716	146.224630020695	33.7736534460633	17.9137119323671	62.6565244437926	60.1938716081762	53.9552766257025	197.200149674152
Cell cycle	34.6258820032443	33.6479870727579	24.8531584998927	44.4060461104109	38.6774779789344	46.7527224791625	31.8351391057044	21.533661789286	25.1150162734286	19.1256884706751	35.8996218653749	31.8338437743885	24.1928826462729	32.1326483436074	20.8046118413999	24.0718093001034	21.5692263297801	17.1260430544204	25.3067376470588	20.6624539361555	32.4945570089396	40.6906851635021	37.4425429416621	30.017927421377	26.6773997001929	28.9222332575305	54.0770661728446	29.1996904320946	37.6751329725011	17.8327444331256	11.8330609390053	17.8431053286271	22.9288822382048	13.4538674782588	38.4213811482522	25.8867623963214	19.4719228027607	37.9027807559985	38.607889394635	10.2454334044339	28.7141995019614	29.929007271299	42.9119988957592	41.738457092217	27.5576723090564	29.8924663501348	22.9865694739216	38.8576154502232	35.2732300478385	38.6463070079424	43.1692642587491	20.9722003032142
Cellular senescence	92.6080699508906	88.8498026478618	53.8332315388961	100.154716250272	90.8510273729908	95.2014196975769	72.3930450724276	32.1334796568211	39.1815148841752	34.9507697002137	50.9956656280663	46.0913614688163	39.8752200071225	49.8453854003431	32.8140647252388	33.416603033024	38.473551862798	31.174994021805	36.4327238489819	32.1742097649573	83.4818509488177	81.9281911084402	84.5092209085842	67.5207868448993	71.0270357239976	64.9457535285042	60.6246478922367	63.7800656733626	83.5418060985853	41.1654783616998	29.9494585954164	48.5525557260848	57.0354326456876	30.3190947470151	138.757492231597	57.270385121122	39.1156935667826	81.5107311997704	76.2189154341039	23.4791917259881	54.1760989161956	65.8956952777778	99.3898099216196	105.992080723747	85.2250091592345	133.575549298574	54.3098590712216	42.0048968380713	83.8609210807467	93.1928668145634	84.2050372828054	177.669971405307
Central carbon metabolism in cancer	50.9192757579264	48.0425149191418	43.487873480226	60.1980609349668	53.5148237605451	60.0840895543111	53.4733343534726	30.0051156745936	36.8347525838154	33.2646021149758	48.6912108475906	47.3490205715375	41.0825771588835	45.718617597651	26.6432456254618	32.9826874014549	35.3783930582253	29.4316371898893	29.7016609491333	32.3552245505662	46.0429524736367	55.346594178744	49.5358965847511	40.6157164933762	37.4168694717255	43.8394734473334	56.4973804793939	46.6273445563047	49.6125049675162	35.7694244946399	36.8901718167244	38.6500791415831	55.579574743083	21.7603558656931	49.0210017199347	39.5795521458884	49.6613035751745	62.8675796694787	49.3342200660809	15.0156411986548	33.4907152150762	43.4163865268784	54.8370155497674	56.6058129110445	37.5827265490443	41.6263508538691	34.4180816234021	48.1726603430652	43.786994902746	47.2276840627072	58.366897942029	44.8698795856119
Chagas disease	56.2113352021201	80.3872222804556	38.4158548075773	76.4372356970754	69.1176720650424	56.0728173525155	47.9370046129361	20.1037914825046	21.8890971484474	19.1329552071895	31.566871320521	28.7102634081527	22.95570955374	26.8981378573511	19.1648688204537	24.129485562295	19.5498001052632	16.512552028717	30.0566436067859	21.1409507709204	51.8037283173114	43.4061671568627	42.7709543009378	42.5419852068417	37.5767008223832	41.0526016946431	34.648001153797	39.144864801475	71.6966439790399	27.6066955873846	15.1414055409509	22.8129383785822	29.2077998930481	47.534216986978	86.6970520529801	37.9596847118405	17.1350918701759	56.2649133088967	51.8467814411257	14.8694229021774	45.9134474960847	38.2461202371019	49.4868692961055	38.821349102174	45.789504686464	90.8442671490762	34.2803395596666	22.0991921312873	61.1963184502924	46.4093703607587	45.7126566683968	60.4813160371646
Chemical carcinogenesis - DNA adducts	23.5767841446434	22.2913242994346	57.409923476787	26.4054766470155	22.8851317045209	19.7813882155666	26.8086763674007	11.688955535271	11.2453134036201	11.7591345801932	11.7576050787422	12.0759285076822	11.4813729570585	12.3230406545984	9.91292433077579	12.0291203744431	11.5471006295449	10.5438022520826	12.7349903367434	11.9286837419815	22.3317280073874	36.7071033937198	25.8668186704474	17.3637330151154	21.0900479316813	18.4657416761966	54.8219382967474	16.733753564804	26.9819587656172	11.8271405903989	8.43871427247659	24.00306768534	29.0709543083004	139.414305287642	29.9805888069872	20.926568826167	9.68090817529499	25.3563545498594	34.6067745167831	11.7695656425655	20.4067395504005	22.8013155113578	28.0131649119526	27.4307344827586	32.5765219547714	16.7960457777429	19.8852358127693	18.8413199460898	33.8013149735147	24.2126245742162	40.6371386146633	9.11176620084105
Chemical carcinogenesis - reactive oxygen species	1387.49711802207	1519.9141764082	2060.43439826875	751.57311934569	1006.42219395757	854.456215303291	1391.65657478306	2444.67725074623	2375.54261606574	2509.17971959641	1702.68912266274	1800.90570776527	2352.2811720093	2101.34942175205	2515.07908852932	2355.46416828776	2357.13279149996	2603.51911017567	1932.89464546492	2330.89866271974	1467.3329819313	777.858966408819	928.692842758823	1489.08797533975	1740.01500237238	1608.89633009046	946.302233081316	1623.43808620856	973.676959805165	2381.35973862125	2857.48912285696	2459.67255064376	1959.67919459437	1979.66960598723	954.757573452321	1091.08597433912	1863.0581773024	986.993803006158	751.6375598822	557.308099589228	1033.22468009026	1478.48043818465	1312.93131088591	1204.3358881107	1587.33313414982	948.108329121433	1756.87181870264	1225.81418665876	1236.51337111295	910.179752445851	837.633895263519	250.227775122271
Chemical carcinogenesis - receptor activation	39.9383563157787	44.956662313971	40.4067093355274	45.4919308139296	42.6025679557311	42.9633804038751	38.5656357344597	18.5538167585689	22.0663410548356	19.5017632231392	35.2330978192142	32.0806665451858	23.3395726285509	27.0994535615548	18.3387410753855	23.7264366463299	21.2350618422756	16.3945208795199	24.1860517142585	20.0142799527826	39.4612203639832	40.4121604227346	42.2104082967497	34.9228451781866	30.3574891238827	32.5631033554169	30.2957624105025	31.3102233721856	51.1763091580181	21.2025006586568	14.3186373660753	21.6574883579164	27.4984650926743	34.4993094250723	45.3710651916833	28.5212535621949	24.4479945407933	44.2970405592668	51.8922871198249	15.3718135151263	38.2933225622693	35.0114884956621	43.9311617831417	37.6898380429296	32.4734224905023	33.0699937000105	28.6747393857494	29.5217924950753	45.6319662944274	43.6961392083889	41.1879191636208	30.2720178534984
Chemokine signaling pathway	34.5247478331437	33.146971912177	18.2962602076271	32.1300371586997	33.640250372357	32.2920506142969	26.2424951366342	15.2136653352325	18.4228972337715	16.8145214348958	27.0454153679678	26.1811686428963	19.8872493015046	22.4886318130421	14.725683030433	15.9090071222438	18.0086290592105	15.0552079976624	19.2215330976818	14.4017640155396	31.0320740252108	29.1433617621528	30.6312264809783	24.8689850123061	23.4939598104776	25.2961742402037	22.5524833490262	25.1097048386438	31.8245872234195	12.6638151526347	8.46890021697548	15.3999134710537	17.8844070691288	12.1619767123887	47.5716640402525	23.4336517066644	11.3303295737189	35.3336350398787	26.4851867068761	7.87150815924263	22.7590008920727	25.1586391662973	28.1488581280402	30.5054854492015	37.0150221824678	56.0436989393427	17.9973412341319	17.2313267841687	32.9377554842075	30.6109763014025	28.2857610441176	76.4675011727506
Cholesterol metabolism	75.8829504599879	73.3201949046331	225.89891254902	50.9803638305916	54.8331938030436	37.373720251128	31.3867822026993	42.4070275322284	32.6155657687453	57.4045137718954	37.3965605981454	39.3249063268465	29.4537368852578	33.8096549318463	31.8998426658977	42.8170282284276	56.8656260777434	51.1170612058052	44.2514567627835	62.0675388503161	61.7939046448463	44.5915227696078	39.229842344416	28.9412729308812	29.6542026988415	28.1486251559383	35.4098210924826	27.4766501080004	35.0812029749831	24.9120242341883	25.3383838664758	35.2420421342383	26.851178342246	759.525801365814	57.8725134985716	28.4624122261943	27.2785161589721	48.2121384524437	69.8800316143452	11.1046936891994	24.7569226799474	28.2005410179391	38.7021494539321	37.955220652988	89.4572829525433	50.6253903709209	23.3862971508407	39.4322386525528	40.2347055245958	34.5341655119826	42.0851205478662	35.1438386753107
Choline metabolism in cancer	45.4359084043721	49.5751958574966	25.8763528359252	53.6717477131749	49.7430207724265	51.1075648483447	42.3266128477708	20.6729404738851	23.7641494969249	21.6990365343643	41.1799368748372	41.0936400837144	25.8912078988163	28.5313244291572	21.9779098075601	20.5045873175819	23.144572479291	18.7343523727575	27.1975691328078	19.7483777037913	45.3000173155762	45.8057783118557	45.2742783863738	37.3199431188643	33.2722641777328	35.2028532570157	34.5215370605124	33.1823832899645	60.9844120618557	19.4714834458931	11.9918291850652	20.0531365919905	27.9470235426429	17.5552232316833	49.0556372274186	32.0141668382981	18.949982383485	54.4368886836436	46.920878335559	13.7732973867973	33.1753530865255	41.1908918187468	55.9072084817964	45.9670951926495	35.0829081896509	39.9174779359113	32.1028105747359	28.7683460256985	45.7249470110629	44.2227113071895	45.2282352480291	43.0646114174937
Cholinergic synapse	30.0195272820532	34.15330441645	19.798265862028	38.8379463594633	36.1123630001309	38.7680135870973	29.8516043016633	21.7188691906562	27.5818633980875	24.9182638678363	38.6127644508835	38.0486431104076	30.3127436816114	33.9779383300724	22.2702008476092	21.1495740456686	27.4437784527547	21.6469788033568	20.2160576074991	16.7883700397853	28.4601818093385	26.3971177119883	28.9429347826087	32.6069365339363	24.4277383915687	29.1859051554134	19.6348889280816	28.5461529607218	42.6287981881428	15.1500308486509	9.98300624165502	12.8973328812416	18.4437498644338	12.6445120560466	33.4222529051935	19.9535512823495	13.6680435405139	36.9109514523435	30.7594784819562	8.62653891610933	27.3589534678549	27.3394587821948	33.4260344358207	26.0567118953883	25.0244521599288	27.2278851678384	22.481453074486	17.6125009439359	28.7204268363343	31.6896990666208	26.8711659071207	26.5357648719713
Chronic myeloid leukemia	53.6892619465944	54.2985281352551	32.3136030695807	70.683934621153	58.5085473782404	70.4457754754742	43.793277836637	18.2614991298343	19.7269071148633	18.4926660526316	28.1291342585028	27.2661535466957	21.322123371345	23.3680075063588	17.8659419685243	20.0865028773295	19.5069428305633	16.7732185945918	23.4826045227038	19.4258006341674	49.4964215653799	46.3141393421053	51.4976836384439	41.919700599799	34.9781142660147	40.9126599284968	35.7333814589405	40.353158608922	53.4943645780399	25.2740188720174	14.4414940288775	23.9542902074899	30.30724784689	22.1686086435315	63.7002311310561	31.2442628896482	24.7758960302728	56.7588526569128	50.7155455433597	14.911111510977	39.462231830755	41.9787963475177	42.9163370373514	43.2906286908418	36.9858717359522	44.3467947050162	31.9328436405664	26.525670536804	49.3147597364574	51.7767117956656	47.0574204024768	39.9231198025496
Circadian entrainment	36.8469549475873	43.1897649159627	23.6897741041412	50.9082179656649	46.805414886521	52.2922566458293	35.1310665028786	43.604597524634	58.8466037224017	45.5804981041237	70.8050264494399	65.2549265277885	60.6302794711722	75.1244822814548	45.0213690563978	44.2329775522484	53.6502462850425	38.6740002816787	34.5273499140893	31.4607342279308	35.3772270016848	37.4627998324742	36.7182768041237	41.2347116979554	30.6471856718249	38.4504355644522	26.3640845448135	37.38539379477	53.2086337859936	21.1689332676611	14.2353458539367	17.4283170103093	25.2812171508903	11.2704554560478	39.7312193863931	29.8914105490687	23.4431785405692	47.2333426344053	42.1339749676834	8.55797536424218	53.7941706277791	30.5305692907801	77.9730525785865	79.8172132601384	29.0227702310872	31.1462868841416	25.5992144238709	27.3024756920165	40.2952487652981	39.036503401388	39.0234701231049	32.1720139052009
Circadian rhythm	54.4687923351159	47.4477633973465	32.6024983163842	55.3488559861325	47.7423031750339	73.2766410617024	48.3942317394726	17.7192362564875	20.8069520041618	19.3209084888889	44.9543198774751	43.7037157347915	25.3018010089787	27.7716133119297	16.7246604991087	20.0725480827733	21.1558855715045	17.2042210701503	25.6974800876411	18.3951027521113	56.9993912840467	58.790414469697	50.2782786429512	41.918334368265	29.6938633232112	41.264828632228	43.9236580145099	39.758311372549	52.9717699164054	26.8025421580227	15.3046964769375	25.2224708449883	33.1189360881543	22.0350025907934	49.9502406306442	34.2965954478487	43.9274213295547	61.8095207535052	57.3312052347307	12.9793292081031	44.2950770907155	45.7289444369224	71.6870618163199	74.2817056205289	29.9231099165569	28.3951295252161	28.3472000454173	35.5183311528327	50.8592520171008	51.6955027470786	63.6814620053476	23.7186335846636
Citrate cycle (TCA cycle)	64.3473404472456	60.6780932867689	69.7669992214689	50.6913192012712	52.4785779900498	56.5455854548963	60.3854722510822	30.272814878453	41.1425741459227	35.6214661422222	58.5947259975933	55.930704283208	46.7119281012346	54.7290123320942	29.225526124183	36.804481536965	39.8965471567251	32.14806367979	32.8593104509804	34.586551856102	58.7061325317769	52.3469385833333	53.4707398985507	61.7441700493238	67.73163455254	56.6900763937138	55.8684592296417	63.4340230249554	55.4390084022989	72.9231775885756	91.1939066902655	69.0919761858974	78.8938526969697	81.5148459821883	49.9476856793598	48.5123506187845	107.601586831703	53.9502110343284	48.1131467115717	22.0506034585635	45.9985211746539	48.6387225626478	48.4245173917051	49.8447155397878	65.0801224283414	46.6039104572804	54.4215732375102	47.0109796650564	56.1675991622807	54.6371182265795	52.8254950666667	22.4401503412204
Cobalamin transport and metabolism	37.9718854116091	37.0659730484573	35.8143411977401	47.4853576953861	44.2167948279436	43.8807630221901	41.1746546103896	20.6993202302026	20.826298144969	20.5208829851852	30.7861853650221	29.6529855618212	22.2324439218107	23.9998305782734	18.6231866448802	26.898093491137	20.4471416510721	17.8188774715661	38.4803818300654	28.8564255434123	40.6547153264159	44.7572941666667	44.8086287922705	35.8144700649695	32.6080068348411	37.6834783209264	56.4726857365183	37.5158607437116	44.0277913793103	26.0658043805736	16.4301800909538	32.7018005662393	39.0026322222222	24.6602033057676	43.3564248822664	101.995960966851	31.4092521094811	44.0283618043118	42.7369115256189	12.1722340607735	33.4503984061058	34.6451756185973	31.7903488018433	33.8646143715001	37.5903032420827	40.7777524608905	113.948649264264	35.6763545491143	62.5706126892463	45.65769013435	44.3570519313726	18.7729312570915
Cocaine addiction	49.0932349354027	51.8219977078191	32.2152438505707	55.1627436419059	48.3702938219616	54.994160570897	43.6231503790087	29.1185070289773	35.8946186546378	53.0965672428571	51.5935654306343	50.3603397046187	39.5043805563114	44.9260243441317	27.5874941504602	39.7390719232907	53.5331337794486	46.5496268680701	29.8662077711084	32.7512832586149	47.6519708540459	39.6021417431973	44.042705039929	47.8974565939311	36.5838215793959	44.1771171241201	23.5890383660174	42.8041657026447	62.1298953061225	21.3050773296737	14.91648238622	19.1857060812402	24.952993877551	24.7106484148621	47.833625095621	39.8580890528808	21.0954501948506	45.3889340039598	50.2123176853125	15.6575299097982	55.0126951731108	41.8435093942683	39.4210834863162	31.8973434466519	35.6251115360347	28.8894910904001	34.9490242862157	24.328820250419	50.1293189739229	49.3764157729759	38.7678713589436	24.8148109807609
Collecting duct acid secretion	46.7236359814296	45.6348115729699	55.4845544218456	54.5815264092906	51.9536427363184	50.5550783319934	45.2868426214526	54.025723038674	74.3326569448418	49.030466254321	115.733520605696	99.4262147897522	78.5891772057613	98.3337195291202	54.7914488990559	67.812807124946	56.6364252215725	45.6127912292213	54.1929034694989	54.9836844727788	45.5668222265456	54.3278289660494	55.2933845732689	44.1636633633873	52.9106928214645	42.6553116726404	50.9557703800217	41.4371915640061	49.6530071264368	28.5301605326585	22.528656188135	67.7949985968661	73.0086302356902	23.5253036301951	69.8599041182242	50.0481262124002	29.8257297785928	48.0612567860697	45.3514070389561	20.0546591446695	72.2917366205183	48.718734297347	54.7208841395005	56.5810269029374	43.1705059295044	67.2258432450862	140.965513895714	55.7268316505636	58.4740799783409	53.2630184120068	53.2283360196078	100.938402081085
Colorectal cancer	56.3257657287799	65.3569182667089	29.8514994950729	76.3541967175798	65.4448692545991	75.2444333312018	45.7535064678345	20.1638180817166	21.6057546985727	19.9756740724806	34.7459955637646	32.0740246655884	22.8158671838932	25.9629692746607	20.0738789781122	22.0750302696589	20.3906508339453	17.6878418307087	28.3807064671683	21.9301010064811	54.7991845199529	48.8951351065891	47.1988300202224	44.2698098509741	37.5488397511774	41.3243090455306	40.7317859254981	39.3949370865979	70.9188120930233	28.4671937744035	15.5592849253962	23.8571754203936	31.8882829598309	21.0116778319723	63.2201856179732	32.2876056360015	24.6728965323819	60.5936400647345	54.4005826527292	14.6814552955159	40.6038929051193	40.831034960828	64.737112948237	51.8454567722534	37.3308491281878	42.1654444643607	36.4053038114965	24.9567886945287	50.9675272351421	49.0841161924305	50.3858668645691	53.8278819464798
Complement and coagulation cascades	103.787708810797	120.461202900534	61.5588611194145	123.548819800655	126.460767593708	99.6011298829101	89.7776478025384	21.2332058142893	22.1470660358954	24.6780545219697	16.7103279611093	19.2906110735646	23.7966698362795	24.247775954292	17.3229593244207	18.6761493243721	21.5285942914673	21.5200554661775	28.0343672253788	24.1467690964978	78.6063278572692	59.9466709422349	59.7959304249012	48.0793326231287	42.8939991205637	65.691724917099	24.9607533035979	57.6247396578755	94.2202302351097	43.133434211201	16.6130402941472	35.9901747552448	39.9154269421488	577.851516403973	140.655469760686	39.271307112004	9.8097784948044	89.7541106499322	86.3911125047103	15.8954743134731	25.1167755747168	47.6785944152966	29.1429215102639	33.8802291365746	53.654192277668	92.9108723289301	39.4573002719455	33.9727374843544	65.7819305422648	57.3680475653595	65.9364016223262	47.8537522152723
Cornified envelope formation	39.5808691843874	35.2685410279051	13.6490984180791	44.6935501578539	39.4746623269217	34.3790185605675	43.5936662953478	7.50843190776334	7.77058031433235	7.74208171267606	12.364101978441	12.5431642239401	8.64749432168318	9.21109849887429	7.73413973672098	8.98530491587658	7.53677492480026	7.15630423052752	15.8345324196815	10.158561841761	48.1892026067299	434.692329184272	30.9878898489488	26.8882511840174	38.8958246806237	27.1725950340754	889.876148082152	25.0975551970408	32.0046243143921	12.809965726783	8.83072004580581	21.4154626634164	33.9574530132309	11.0705597174139	66.8577428713895	194.564893949628	9.32022506715107	42.3222037366688	19.5909018095794	9.96675806318575	17.7278285951492	36.5646292356741	405.302396180308	447.3078359635	35.029066082874	71.6655739740004	24.5677674048056	12.0728641642285	34.6446215288417	27.5082267955445	457.349887844242	324.637989319395
Coronavirus disease - COVID-19	389.543598259668	385.348946565706	233.274331215203	345.87775319365	358.548356432933	370.139709851649	402.996536637432	120.421610555595	100.028874155844	100.560393573304	154.979846939691	132.499930432738	91.2158978682059	107.278819644989	100.092938760377	109.558314373305	121.21086989337	94.1223240356887	166.45413776929	130.743023008067	422.634284863813	512.183038845599	549.614380867683	345.100641844424	292.720777677792	317.652133932089	340.213527272093	294.609258545578	498.42960786386	142.183971312224	93.6335673728116	176.262901040626	242.218126170799	231.587098747563	335.393582276598	285.606382044916	188.114580199515	365.163261061834	877.285035330956	227.876380747052	251.548624417382	374.126328008504	487.918009311615	474.334186759849	311.847446886881	385.336004917718	267.180465909676	140.637669921576	343.279267034569	503.665237469937	457.843797150497	177.447559833255
Cortisol synthesis and secretion	32.8398142441284	36.5510250391823	383.083964313429	40.8465353526728	38.6609887261768	46.9403305514861	33.5662949230769	15.3716182090948	18.2346859623638	14.646558191282	29.6977894634824	28.294643032967	19.8220495156695	23.0536042236202	14.5371645707391	22.4185346740497	15.1526815919028	13.1419022241066	18.2178112941176	15.2504878991173	31.134518353487	28.5805043333333	36.2591839331104	38.222464719295	27.2738222415288	35.2356802084367	18.333049695565	34.7642472104758	44.0898536392573	20.3445611897213	12.3321197661675	14.4718312366864	21.0591094125874	24.2071924122137	35.3154846151299	28.9488324623884	19.5081934532631	40.0707460693456	64.75962536389	10.7025381971951	689.293788469894	34.4922023333333	23.2760979787309	23.1331044956131	28.0715187179487	28.300858784782	24.9466421168021	24.1895316339651	44.3493704547908	39.2701495967823	29.3072568995475	13.4643408314973
Cushing syndrome	29.9447009807536	31.7091339066879	169.452066653909	34.0164916879442	31.1156187780453	37.9607262846739	27.4575744960201	15.3769425496346	18.3158124438599	13.8459248774194	26.1480534372889	25.2534828008732	20.5645556903226	22.9459713980094	15.3816957887413	17.5568320130538	15.2321037808715	12.2246046738633	15.4755775641999	12.8767560341971	27.9737225599347	26.5888082365591	31.2676437840112	29.3018525024251	22.1032973961883	27.2045460798847	19.3333541640223	27.1557046110057	34.6950704961068	15.1589548549437	9.9897215196974	12.5685219100496	18.1568992375367	16.2559052329476	30.3597901540269	21.9717001097844	16.9963059623787	35.1135039706307	43.3440940755474	8.41177637070041	305.009017396269	26.9904116062686	23.4783488703236	23.5168231606914	22.6979263141655	22.8952189216257	18.991772276928	21.3495367712327	33.4197917609885	32.4074280172886	27.0079879529412	13.9957102703571
Cysteine and methionine metabolism	42.330822254902	42.946315445454	45.7810721004394	46.6015873626805	42.5615177757048	46.6013616213754	44.7813268253968	31.7954603038674	38.6757918041647	35.5622498641975	44.1199328974462	41.8006435763019	41.0292616934156	49.1382271946854	28.370289654321	37.3666157349762	37.6472009642625	31.2903610345582	35.6740478603849	37.2025440275248	39.3405566677475	37.6860431481482	39.5543228019324	39.2101205502519	36.8786787067966	38.9435490023895	37.57780968422	41.0500619046676	43.255457311622	43.1594982003696	46.1856179318256	46.9163203151709	56.7841023569024	98.7280228845066	37.4099346274834	30.2837527644772	44.0671767425066	47.5523503402432	49.4517194645941	36.9064339891549	36.0553351982014	41.3760758188863	33.5600878289811	34.060862263238	33.3397320978708	28.3556036903329	37.9724005696606	40.5638634603686	47.4051995974117	39.052937862503	39.1256857254902	15.2940350809465
Cytokine-cytokine receptor interaction	19.2755939259071	20.1439082233465	8.38741524076928	15.9460737066998	17.1321740076134	12.1519555944881	12.2778484481175	3.64529104265491	3.62762143682895	3.95548283681257	5.26628010173942	6.00715772626009	4.19930419466268	4.20976169526742	3.44264035954314	3.74125771502312	3.65699624443263	3.43879183554707	6.11550788076847	4.207283201965	16.5677423935202	15.8234071871493	13.4406126906749	10.7894523626078	11.3405245651364	10.5564124879064	17.9034370930806	10.1576588780857	14.1249421757808	8.98099291439339	3.31107684082715	9.441588753885	9.73058461279461	9.02484718071298	29.7437370443954	14.4857272427777	3.83969894223408	18.442311376049	9.12968788524276	4.59248585151701	490.560238355977	12.4595712973709	15.656803484202	17.077089827095	20.3217214819695	33.1486392206056	9.92086448713176	6.60245384732998	18.0116328088881	11.9524294133052	15.9827115349574	48.3624516694131
Cytoskeleton in muscle cells	100.540251053305	81.6671302186867	33.5675905788899	290.569380545937	241.615348217603	314.900200356826	210.820830156624	23.1090715946222	25.8903706574076	26.2607768134478	35.8058878835159	37.3001607108974	30.1239362023526	31.3492648114939	22.690805315661	24.1135650914313	26.7350349759807	23.4963105707817	29.8401514581755	25.6840122960201	79.005079333929	117.390683208155	156.322128484792	303.10315718459	146.084927891172	259.571925688026	70.6307441456152	303.989419955245	164.142293412757	268.429293436176	295.257036830681	31.5021139934797	43.0165205423332	18.6531669488582	105.279085635605	62.3192884359661	712.47985689922	104.359741014605	98.6735894078143	14.6754704843146	38.0102986973632	126.838361408547	66.1178221473072	76.4760740906866	89.086675287678	53.8183118898065	98.3894649828643	33.4225596455599	66.8470696352559	201.564476960644	114.478249027013	44.4613623869182
