Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV-transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Circadian entrainment	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Cocaine addiction	0.0286025834499994	0.0276065482631432	0.0136435285278074	0.0291785510042716	0.0263786330898924	0.0289388582470747	0.0249302290020076	0.00699704721147613	0.00644309354644103	0.00656287597385048	0.00861390555112713	0.00917985769856866	0.00739012916480275	0.00727038276909025	0.00658973913139349	0.00817292465459517	0.00657311790463002	0.0058249986117333	0.0156220002142044	0.00866665871625703	0.0242182823344904	0.0296919866288699	0.05804671642205	0.025715463701583	0.02879002287912	0.0224226761450367	0.0175294522701613	0.0214507152769049	0.0159838925837482	0.0211654813008013	0.0279191965495653	0.00948909209593155	0.00608115647880683	0.00978067033811941	0.0131644673893522	0.00720465426114875	0.0362830837567437	0.0145186226836349	0.00735841924841627	0.0296527305107256	0.0239663023480905	0.00509443026961561	0.0143388492103422	0.0200498511481053	0.0177372994594101	0.0192211475475135	0.0194865576458994	0.0296658871229477	0.0127476995558993	0.0115390558624925	0.0224314361885837	0.028066940967818	0.0236182071421795	0.0423838899435266
Colorectal cancer	0.0329005843519248	0.0334048130700969	0.010039427708555	0.0700000501798803	0.0427575174489605	0.055344248868217	0.0227310817071129	0.00486654743041571	0.00439643545737303	0.00563539826797929	0.0017524050808267	0.00230343727945464	0.00470000352297776	0.00490585041863318	0.004413640661253	0.00579068306003413	0.00466762551307998	0.00493441502631879	0.00669178367210256	0.00652306236894022	0.0237100201238394	0.042725584408586	0.0306003461724773	0.0237625127557493	0.0251888111006199	0.0142518224308518	0.013147168301188	0.0148605963322966	0.0199599077642416	0.0138151159759983	0.0252668879904947	0.010179495853889	0.00723163135586438	0.0176275733122873	0.0179861602455896	0.00931596544464388	0.0356822277179783	0.0111112607063108	0.020706972986387	0.0227554968439113	0.0235384455553159	0.00412098234469895	0.0125405911500776	0.015447343508955	0.0212688560449154	0.0219110088552248	0.0167317082922255	0.0223072268599348	0.0128784305406757	0.00765922886150892	0.0183017640364677	0.0253814132206793	0.025402436317415	0.0438659954945645
Complement and coagulation cascades	0.0239324518509153	0.040225872000068	0.0607703683819033	0.0274199483316018	0.0309906632231708	0.0154340432332861	0.0207200635843916	0.00598325807856831	0.00370058416893356	0.00537294251960745	0.00256435487682471	0.00274528297180505	0.0035733139339782	0.00379157997752013	0.00464680484185941	0.00619625297184358	0.00462598493029943	0.00393441872221883	0.0128435455135603	0.00847896498175917	0.0192270247127404	0.00252373952921182	0.00814641492967698	0.00864987675926689	0.0135181781411709	0.0196491330000199	0.0164967023670097	0.0165111365065031	0.00433742445072841	0.0192292530145298	0.0283699300801578	0.00989512187406979	0.00421843306387653	0.0165056041360622	0.0063259871581836	0.0884424942410113	0.0495073149848958	0.0134272439835266	0.00153167840584422	0.02860596521148	0.0330426770385182	0.00599011260430736	0.0142518354038195	0.01191560275391	0.00398825172230678	0.00476827040027738	0.0250332511650422	0.102875714560444	0.0101500132638101	0.00410672878438838	0.0281477763106289	0.0154588149436968	0.008760389326485	0.0684412060782845
Coronavirus disease - COVID-19	0.0232373563687495	0.0352371305827521	0.0465066922501999	0.0238560662760832	0.0264630382931243	0.0157193264505912	0.0219720282235818	0.00609304823945475	0.00471472826214284	0.00572162217801035	0.00561915714547196	0.00594566911241923	0.00542244059473298	0.00562641340353967	0.00530220639845696	0.00688393067160093	0.00539693587776797	0.00455906954092876	0.0127501095082705	0.00833630017570992	0.0201765445515605	0.0139132031372632	0.029688359874299	0.014024027216664	0.0164863339409054	0.0200046075550603	0.0185346039365199	0.0169178923912441	0.010770097180964	0.0188749801896898	0.026560885930707	0.0093575296634057	0.00460857944558128	0.014902393908979	0.00935785446240159	0.058619226317398	0.04824866395382	0.0152074956388655	0.00439441494571524	0.0284397371072421	0.0280235339216318	0.00603785712254398	0.0149049255744345	0.0158216968355259	0.0119013276560781	0.0119381649581269	0.0291235490403382	0.0813715489189743	0.0118595968534288	0.00674304231969318	0.0268032048821932	0.0179851489618465	0.0145059188545804	0.0485297831987299
Cushing syndrome	0.0303447165293292	0.0364938781973263	0.0123905084231571	0.0472129013787794	0.0340708865363186	0.0454066420578375	0.0231508567437989	0.00704487820344788	0.00644520590858337	0.00628235964067197	0.00427866701956252	0.00498812990774862	0.00721174251297898	0.00685723518466018	0.00641504808892433	0.00825558521359569	0.00652509885231202	0.00559217286819055	0.0155016137881649	0.00901746537489849	0.0243748442276483	0.0462372497665229	0.0292394224856083	0.0222230679152937	0.0197845998781429	0.0203985722637379	0.0155824821277089	0.0200085814380579	0.0178370376589047	0.0194924210920991	0.0318574499243533	0.01052138886322	0.00796398731193517	0.00945704536540904	0.0126812136677186	0.0089601745590739	0.0364810189572508	0.0107174987341826	0.011339505047433	0.0285757131971471	0.029479126665106	0.0049142794834943	0.0186705939745967	0.0167317970202598	0.0222033494344721	0.0204554485922549	0.0172825235953624	0.0190544387804146	0.0128599321916293	0.0114904762742735	0.018635110824504	0.0220962742340412	0.0237194054286693	0.035188376589187
Cytokine-cytokine receptor interaction	0.0226756479589405	0.0313734258149407	0.0147155859727242	0.0240042974890137	0.024403284342341	0.0156154867653326	0.0181790800673367	0.00419110289266473	0.0035169079730081	0.00475755780958084	0.00263181902648481	0.00272880851199447	0.00380610863596492	0.00399851825297039	0.00414590985171854	0.00488265571805348	0.00416741500020058	0.00395202552567623	0.0112294943249139	0.00583035786611989	0.0179975371269533	0.0194288446388785	0.040462985646336	0.0367523165483161	0.0187882770691949	0.0136337507059997	0.0179759751724352	0.0137917861166248	0.0673757298935197	0.0127100655797869	0.020745382378406	0.00836305439656975	0.00414582199343161	0.0104577008521419	0.00949763491589251	0.0104196773243052	0.0431748110087096	0.0196707498641548	0.00388570189441331	0.0243769154095685	0.0163179424243424	0.00411740286107129	0.0124149340816921	0.0162936370943667	0.0267010081518067	0.0267435615982027	0.0267578311534592	0.0783884262777493	0.0118483784116924	0.010555091706447	0.0177360068615849	0.0180860489387333	0.0419399359785743	0.0676395861246593
Cytosolic DNA-sensing pathway	0.0208474412520959	0.0263878065910438	0.0129182092258058	0.0170617510459973	0.0187484100711146	0.0145428673529895	0.0202694854583443	0.00413792105011276	0.00399828616131755	0.0041081276681444	0.00721682794939915	0.00762808896822883	0.00531397918673746	0.00513909426753322	0.00439151027547335	0.00510515625208376	0.00429488396351523	0.00351217979759857	0.0100797854654615	0.00592800113986399	0.0185117727944545	0.0168971202224374	0.0269984332140357	0.0278709974734356	0.0173893099718569	0.0139915239635501	0.0204970053750475	0.0135964783260856	0.0289088977078273	0.0130327002169032	0.021360162120846	0.00674109216443925	0.00370123605259788	0.0106086980312995	0.0109233703798859	0.00767358766943091	0.0498288320176508	0.0158757683385938	0.00537942958809955	0.02351480457916	0.0163085220313104	0.00508794740679294	0.0103888813266663	0.0178488089487103	0.0351734116578931	0.0354466720792694	0.0323065406009038	0.0653823115533324	0.0119627315558905	0.00969823097967401	0.0173735866804758	0.0171488395592537	0.0306821216151032	0.140260360654226
Diabetic cardiomyopathy	0.0465156751440382	0.0480244841349387	0.0102492732889168	0.0214720001997014	0.0242424740068977	0.0158281829312116	0.0152023793006022	0.00337620588917536	0.0028907214250179	0.00355624540979048	0.00641133713338731	0.00535358047347383	0.00278792289327872	0.00322261191385104	0.00330005820231904	0.00441372589034032	0.00321058178193308	0.00282291892369292	0.00840603804425674	0.00509690406480241	0.0346883391606313	0.0138052223052252	0.0807425560759061	0.0162936338506811	0.0170706999844865	0.0122737768540302	0.0143319270327701	0.011630847175852	0.0107312674414974	0.0111237106795623	0.0164205192722857	0.00954389844570849	0.00969995304719825	0.0081956921960794	0.00863768678162982	0.00447115565551381	0.0428252171226696	0.0105040266603944	0.00567246064918867	0.0174077066904944	0.0101968180515197	0.00422070036862866	0.00694536206200655	0.0119412964679134	0.0101671414346184	0.0115211086688188	0.0257653955924098	0.0776603701593064	0.00906322634431914	0.00492719086980207	0.0173105522801794	0.0144915064036672	0.0151789092079193	0.188156803955461
Dilated cardiomyopathy	0.0221905994206055	0.0208488993795288	0.0125982891938952	0.0624703197512717	0.04083741637662	0.036398550010051	0.0235590170393231	0.00353652816954039	0.00276422465349516	0.00323574424351026	0.00139126896020916	0.00204269075782761	0.00321952978269993	0.00243926960705627	0.00292636671395622	0.00424700398330845	0.0029382830469011	0.00277207486590228	0.00657309164027331	0.00512759421770275	0.01445113492565	0.0414530896083699	0.047262963690956	0.0313073170598252	0.0360197646279075	0.0172430869695651	0.0134231355929088	0.0163720997678579	0.022694126443726	0.0141959859796228	0.0193789302177989	0.0103533300911033	0.0045137601617267	0.0128647869863853	0.0177491226736615	0.00357238498313555	0.0413395330056547	0.0101480571054521	0.0021747158870168	0.0159484410309989	0.0115037873719907	0.0032079779551968	0.0111883001506908	0.0200155776559409	0.0132975768618846	0.0158171013659865	0.0214990371377782	0.0503326439628566	0.00903374935945492	0.00625648584307023	0.0147318689882239	0.0310903219138318	0.0294561139728236	0.10798692883727
Dopaminergic synapse	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
ECM-receptor interaction	0.220540776049522	0.2195546820507	0.00373571813779642	0.00426522698716754	0.0298425249216452	0.00712971720739608	0.00550899718048215	0.000442272702497051	0.000117571757702739	0.000547196655779273	9.87631601688732e-05	0.000112342612658903	0.000121385922951208	0.000118423163889454	0.000892288242353776	0.00128818751449768	0.000162593393813946	8.03285658440976e-05	0.000329772305760199	0.000205437532151554	0.172424701037361	0.000607923157441059	5.94807282835293e-05	0.00252563690415178	0.00087371609233322	0.00955968670579543	0.00931702460599197	0.0117920801618711	0.00149869401440099	0.0114777434965566	0.00417862327459823	0.02791817477403	0.0519884816664556	0.000969751731826107	0.00302239319501965	0.00175943291606249	0.0190555087613046	0.00407849704830301	0.0199958988955674	0.0147244105376873	0.0014714120162544	0.00254137444846147	0.000681307576089142	0.00134868187353807	0.00694965280577943	0.0105620441460382	0.00922473056087391	0.0514351128778511	0.0072165419170759	0.00131881463757409	0.0294178901901201	0.00166964374450538	0.00467937610664354	0.00856135132937647
EGFR tyrosine kinase inhibitor resistance	0.0296357834793668	0.0260397529784957	0.0095742307154624	0.0679097161210378	0.0441678780000446	0.0459396056564889	0.0239405245686056	0.00514591338520289	0.00624203634729496	0.00597569654347559	0.0131931291736623	0.0112087585375345	0.00651118862892089	0.00707693640673519	0.0044545559760284	0.00594421893208674	0.00594370049279346	0.00523470931707311	0.00479035323744895	0.00540058487396095	0.0216796404983436	0.0682170771971901	0.0139996944348406	0.0351752425894123	0.037672169140927	0.0214116114203566	0.0155371073630834	0.0258905948663217	0.00897557123284524	0.0267063935438359	0.0314243940940337	0.0108085367378062	0.00665103640660739	0.0075629889705813	0.00972814175092554	0.0043927223854269	0.0218448876807028	0.0103199281251742	0.00596971278707672	0.0346878824136663	0.0238225132507288	0.00413824182143831	0.010684212662637	0.020214122989252	0.0146627340345999	0.0169023185323395	0.0134579931264569	0.0165288179750379	0.0122246455081232	0.0160417073521638	0.0210722345473945	0.0347853999103131	0.0298091605291268	0.012671290749511
Efferocytosis	0.0388651335000325	0.0715873237490081	0.0164299937592047	0.04253781265799	0.0354619879295874	0.0247613844852515	0.0211302264116807	0.00400109319889836	0.00356347165531319	0.00524129600921975	0.00455945207428967	0.00515760217592756	0.00398217232699702	0.00389316304777746	0.0036376447988312	0.0045860433402883	0.00464130434544166	0.00420824136031907	0.00905750707003669	0.00583841548687919	0.0293294743777454	0.0187412668654594	0.0332982752431754	0.016272192110746	0.0187645234800291	0.0169988985672635	0.0168461739598197	0.0177258709153329	0.008874379165386	0.0172082926630609	0.0228813692963409	0.011159885930955	0.00737648909074744	0.00851151551175845	0.00842045019373016	0.00613216457911379	0.0471364671865161	0.0111629620065751	0.00597572116177164	0.0234551257668085	0.0143813706659352	0.00355577863905983	0.0135803169037137	0.014276469152193	0.0110233752533238	0.0118695774394106	0.0271116037103566	0.0883493681732287	0.0111835991531142	0.0468188695442224	0.0177195617461036	0.0188401427695702	0.0165447018929073	0.0453324975015516
Endocrine resistance	0.0293023545285557	0.0464209905241787	0.0124283404804105	0.0595869605689944	0.0385014755087047	0.0588880022084622	0.0244615282423842	0.00320036248104969	0.00301287099282448	0.00332330860955156	0.00174305167553696	0.00229083250813523	0.00383529122974316	0.00322799850931771	0.00317326224511858	0.00396332880718394	0.00336162213752474	0.00292661804370115	0.00620399699708802	0.00511468496150322	0.0242704912392398	0.061759449324975	0.0313835187293501	0.0223366576346113	0.0124170232738007	0.0177053701973347	0.0164275245999371	0.0171802022812998	0.0254663826497777	0.0167053272119214	0.0367723335678571	0.0117588132624141	0.0090045188512569	0.00983012207230587	0.0133113340854659	0.0112013176235092	0.034183165512715	0.011741036282653	0.0185881030911717	0.0252356038185203	0.03693606310873	0.00692570320568069	0.0186518460897776	0.0158636893176367	0.0337772738220887	0.0288959446068563	0.0184208044227622	0.00599817913581829	0.0155284008029325	0.0104363231542136	0.0166642010588733	0.016880323373166	0.0269457776629299	0.00583029366844867
Endocytosis	0.0241520051059765	0.0210262033810318	0.00959022907322877	0.0270010236022514	0.0278048113917327	0.0472387245670198	0.0206103570298847	0.00970047705096211	0.0109667806620381	0.0106105021559389	0.0226698380098927	0.0211050052932224	0.0102630744443606	0.0125165597567131	0.00868845226893557	0.012778747965413	0.0112138949837871	0.00824450384191149	0.0132625613092939	0.00977808271423365	0.0193971668703166	0.0259243333605519	0.0571299811231274	0.0172295614618552	0.023125118353745	0.0199178161793482	0.0159258857640803	0.0234652249679752	0.0141198486290393	0.0229520133492552	0.0265056307165244	0.00735633939717295	0.00429471762332735	0.00744515074189264	0.0103299804496088	0.0032231495326415	0.0295176067766758	0.0108838587589789	0.00431396585034021	0.0267873451474253	0.0146250139513168	0.00355786652427818	0.00980254235742347	0.0137484867629445	0.0132620117294826	0.0141677982747429	0.0208562295677165	0.0292356896426991	0.0135553315899753	0.0535286780435347	0.0167255491379773	0.0284834421880621	0.0190754995257341	0.0403093310424021
Endometrial cancer	0.0364430420600116	0.0376915144576429	0.0101641542452997	0.0575414178949288	0.0391148053710437	0.0530597658300791	0.021232218594689	0.00611349180919556	0.00643115029683055	0.0068785244085469	0.0121323087194313	0.00967981794270688	0.0062418606032382	0.00766849808009156	0.00565256543751784	0.00743195838427984	0.00617148907137703	0.00610231905325069	0.00669914632943586	0.0071779754654333	0.0282794798605666	0.0346376093555668	0.0286752485007409	0.0255031486541287	0.0259616541996188	0.0148396368916045	0.0137960213951446	0.0155618803109858	0.0167397359757912	0.014766735874112	0.0288228609019198	0.00965194179716717	0.00760756587002126	0.0164708070116543	0.015331525804478	0.0108782550598289	0.0297234156032978	0.0109908870362245	0.0223791398926921	0.0288329612399142	0.0274942451234018	0.00541577204494095	0.0131825391685301	0.0155757491495029	0.0217024559617251	0.0217339834309233	0.0148679632177481	0.0142435986055481	0.0139913971035701	0.0104758624435995	0.0209166329895224	0.0257402396177791	0.0252859785727109	0.0202950472800093
Epithelial cell signaling in Helicobacter pylori infection	0.0241241460621643	0.024520337727017	0.0168849760352841	0.0216997441784126	0.0207975815618452	0.0211492460347626	0.0226429927433035	0.00448185906674331	0.00476629827429212	0.00479004742251388	0.0139464233553066	0.0144808382245496	0.00615722251300017	0.00614947740810983	0.00493565005915332	0.00506140151428716	0.00438108867996603	0.00436756358387947	0.00902556525628035	0.00584725180860703	0.023174942680886	0.0180039369263056	0.0677078390096289	0.0227056101318365	0.0226656417649001	0.0175417777213783	0.0164984214109673	0.0183180312180775	0.0185693130716136	0.0181785273821001	0.0255254304442928	0.00829331870922348	0.00482671781566484	0.00997187188673817	0.0130677074818788	0.0107933423429163	0.0423430635083581	0.0197485227915147	0.0083409349028311	0.0272113116159821	0.0226403710109577	0.00686324859403444	0.0140059979058394	0.021012560241626	0.0226367572579326	0.0227642674574198	0.0248757117997566	0.0501279444755587	0.0147974586928335	0.0111884701792601	0.0254726821393158	0.0233706915619602	0.0233048627512957	0.063243001605637
Epstein-Barr virus infection	0.0251468754560794	0.0269273609620467	0.0151948655223069	0.0264281994254247	0.0234893890207665	0.0237483052465015	0.0203206051270147	0.0040947282990444	0.00392732030454474	0.00454305200542082	0.00665937089950608	0.00686397958414412	0.00466250851118936	0.00495439379752923	0.00415538093317646	0.00479760778337476	0.00385512665039101	0.00401532146800174	0.00795918363558935	0.00543496526505706	0.0211272244708368	0.0283720999274894	0.0988958892192589	0.0193243241566843	0.0193591014682931	0.0149608724518909	0.016350759203084	0.0145532306707585	0.0156598169684775	0.0145901988289484	0.0238886638614443	0.00786792325973896	0.00468769038456644	0.0122358982339014	0.0124162386572912	0.00973182866418411	0.0462825286162951	0.0157822902358288	0.00937729609164863	0.0221491564740428	0.0254853404941895	0.00565970835823909	0.0111752662555235	0.0183022296557513	0.0215042069437292	0.0202733234490129	0.0318888636362366	0.0617775061883373	0.0130100878566842	0.00911558990662195	0.0208541451926649	0.0213334039775065	0.0200680909098198	0.0647606654339102
ErbB signaling pathway	0.0267271798172661	0.0337235969526053	0.0110092847768197	0.0432939920856229	0.0331531434502187	0.053063363387741	0.0225359426361344	0.0064504197660059	0.00698982582743128	0.00696690538274525	0.0122064448427148	0.0116979189006788	0.00704918283705186	0.00787227913301538	0.00593085725702708	0.00837103838629847	0.00728775856065594	0.00558556094280632	0.00973327915319097	0.00744638383786844	0.0218338290547782	0.0438418913427635	0.0442567499262388	0.0197831095482332	0.0177710708137728	0.0188115931883414	0.0161767051820087	0.0203227136246375	0.0197931156394085	0.0198286702805883	0.0316389821421907	0.00955757632979355	0.00664961823729213	0.00863763640709926	0.0118206572675373	0.00721223357807535	0.0318503861446954	0.0113124475208159	0.011451034470756	0.0260114744829728	0.0257805385300234	0.00524178486497944	0.0142271942236005	0.0148060880402906	0.0235196427757856	0.0215318714407996	0.0196385169952394	0.0176169343892587	0.0145418661964539	0.0319825005988741	0.0166948750984253	0.022681882780614	0.023010638594332	0.0230698123554254
Estrogen signaling pathway	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Ether lipid metabolism	0.0186703962675612	0.0272377408561025	0.0273078824020449	0.0157327511914341	0.0256473025437055	0.0194370668473612	0.0761021806516485	0.00423528006198628	0.00357213521778244	0.00415347180621237	0.00214031044117145	0.00237954437977433	0.00491908075301335	0.00543949015330928	0.00554907269095666	0.0062334355214683	0.00237866932373331	0.0029272709841199	0.0140589024193322	0.00673059489547982	0.0170288006010123	0.0127698291780639	0.0218166901496387	0.0341158631426733	0.0334179198949209	0.0503984100308267	0.0281066309454476	0.0150045013507401	0.0241450869485396	0.0104880207099707	0.0478449835090223	0.014444849756284	0.00275291280170118	0.0177704995362458	0.0425474682729685	0.00149435921675139	0.0273089273290947	0.0237687377944154	0.00117976573598418	0.0172166340953871	0.0184077366456903	0.00546005717324185	0.00952943691966954	0.0292465712820564	0.0271207810628694	0.0276008269561115	0.0210315362260569	0.0141188639865409	0.0170108741454001	0.0111006316284273	0.0140880301352739	0.0365043380972076	0.0416684869675599	0.00863835836600872
Fat digestion and absorption	0.220540776049522	0.2195546820507	0.00373571813779642	0.00426522698716754	0.0298425249216452	0.00712971720739608	0.00550899718048215	0.000442272702497051	0.000117571757702739	0.000547196655779273	9.87631601688732e-05	0.000112342612658903	0.000121385922951208	0.000118423163889454	0.000892288242353776	0.00128818751449768	0.000162593393813946	8.03285658440976e-05	0.000329772305760199	0.000205437532151554	0.172424701037361	0.000607923157441059	5.94807282835293e-05	0.00252563690415178	0.00087371609233322	0.00955968670579543	0.00931702460599197	0.0117920801618711	0.00149869401440099	0.0114777434965566	0.00417862327459823	0.02791817477403	0.0519884816664556	0.000969751731826107	0.00302239319501965	0.00175943291606249	0.0190555087613046	0.00407849704830301	0.0199958988955674	0.0147244105376873	0.0014714120162544	0.00254137444846147	0.000681307576089142	0.00134868187353807	0.00694965280577943	0.0105620441460382	0.00922473056087391	0.0514351128778511	0.0072165419170759	0.00131881463757409	0.0294178901901201	0.00166964374450538	0.00467937610664354	0.00856135132937647
Fc epsilon RI signaling pathway	0.0171080195369624	0.0193737666447879	0.0112213644859093	0.0122493646156106	0.0181883533195181	0.00960617698196308	0.0336822473060677	0.00396652430604166	0.00328120834924435	0.00357599087104287	0.00986162611370231	0.00986119841003608	0.0039680620117308	0.00381988162732043	0.00432886010176358	0.00590650729847915	0.00278090803623472	0.00275321147173299	0.013312355895434	0.00694773810675738	0.014725867185972	0.00359470030022935	0.134151668558346	0.0146714088438862	0.0147326245104536	0.0161363829931758	0.0147910303722458	0.00961665977529357	0.0116227651189255	0.00882868688086009	0.0194922012513639	0.00612904621074492	0.0024813530065581	0.0088398324424339	0.0129479615384883	0.00353448266138354	0.0541019220596722	0.02075549595898	0.00140002628971994	0.0169430154009861	0.00709778072239026	0.00491915492502255	0.00749457557856938	0.0164320545964114	0.01119656737943	0.0117498827223354	0.04516358418636	0.102178797932891	0.00984516389151057	0.0058474731737251	0.012969048712068	0.0145788115952624	0.0166886558981723	0.148547951835793
Fc gamma R-mediated phagocytosis	0.0142901810580409	0.0180060987813253	0.0104829153404393	0.0107003405733013	0.015930602950604	0.00858658311315946	0.0231300752459724	0.00378215845996284	0.00316905499549399	0.00345550449649806	0.00486916289953935	0.00464944125299376	0.00388168361828036	0.00376890046013552	0.00411754466180197	0.00569292338233682	0.00269495604098306	0.00272940399290424	0.0115848159818995	0.00637913015458578	0.0119964270653132	0.00365497021493385	0.134948375431036	0.0135154746733741	0.0134576724709432	0.0151156092914288	0.0136162063072322	0.00752243299464648	0.0104374703746428	0.00671151082383015	0.01843136642097	0.00570231263597647	0.00237189564591519	0.00830870390428323	0.0128358364119048	0.00393310671087143	0.0383225485987855	0.0182423211699144	0.00131718731482833	0.0140261795295614	0.0068145504588974	0.00317285999144194	0.00736923138728059	0.0141765624447642	0.00939510303098735	0.00979552041763711	0.0404450225190853	0.107354307759438	0.00876191438082545	0.0051700238641379	0.0128041990853369	0.0133261382621105	0.0151414459959747	0.229904034951433
Ferroptosis	0.0171889153860229	0.218351318728729	0.0132532440084903	0.0141771429468163	0.0150750941054396	0.00574303030827239	0.0114438242958511	0.00342027770620204	0.0029999792958965	0.0065676637172361	0.00211608496069738	0.00182744376696264	0.00282042204199916	0.00329799897934695	0.00371346584970721	0.00558724937302054	0.00660682179991522	0.00485973879585317	0.0121352885235384	0.00636545665752058	0.0107849678686889	0.0194581783654474	0.0313808731643569	0.00811045170079082	0.00580814520870266	0.015295813140463	0.0128396051083281	0.00672154561680001	0.00989729746738883	0.00661012708923819	0.0162977337494937	0.0124863850217922	0.00251415366582602	0.0103364543543341	0.00715395961080942	0.00818796303167979	0.0782923550866146	0.00645126998022198	0.00806716907383508	0.00922990313655421	0.0202146767458037	0.00177328085324852	0.0207989948034741	0.00517418390206666	0.0111369302409857	0.0144941547909553	0.0252209267002229	0.13657142262117	0.00609081474411048	0.0158751468487733	0.00554087024596852	0.00464336586831326	0.00756687617534776	0.0814235427706771
Fluid shear stress and atherosclerosis	0.0280984946488062	0.0299151011837705	0.0133007607686081	0.0236532359734404	0.0233518622963305	0.0205999568200486	0.0209382458292461	0.00357876129991087	0.00332180313268383	0.00418115834690475	0.00641185967010898	0.00679717053302419	0.00400889783035169	0.00399526454684621	0.00373006948962718	0.00414419786373171	0.00367192645580302	0.00365904133502778	0.00817945683599743	0.00539936886068354	0.0227858766126484	0.0204511248484753	0.0503374090940478	0.0202089009461933	0.0182279430175804	0.0152781898973786	0.0157650238552891	0.0163405598450552	0.0176432702903907	0.0154606964975858	0.0235204003593196	0.00800874542351588	0.0046419708453	0.0120480800233817	0.0129191616852927	0.00946872137816085	0.046500254849115	0.0144954989736366	0.00812863404329693	0.0221444725008941	0.0216726402310135	0.00448654896166938	0.011001277595231	0.016611245414536	0.0206037127193607	0.0214007906215367	0.0215230007362222	0.0738917093719472	0.0128128099936272	0.0078991778886748	0.0236021322946652	0.0203073191828525	0.0215460486425856	0.127330017638569
