Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV-transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Phospholipase D signaling pathway	0.0186703962675612	0.0272377408561025	0.0273078824020449	0.0157327511914341	0.0256473025437055	0.0194370668473612	0.0761021806516485	0.00423528006198628	0.00357213521778244	0.00415347180621237	0.00214031044117145	0.00237954437977433	0.00491908075301335	0.00543949015330928	0.00554907269095666	0.0062334355214683	0.00237866932373331	0.0029272709841199	0.0140589024193322	0.00673059489547982	0.0170288006010123	0.0127698291780639	0.0218166901496387	0.0341158631426733	0.0334179198949209	0.0503984100308267	0.0281066309454476	0.0150045013507401	0.0241450869485396	0.0104880207099707	0.0478449835090223	0.014444849756284	0.00275291280170118	0.0177704995362458	0.0425474682729685	0.00149435921675139	0.0273089273290947	0.0237687377944154	0.00117976573598418	0.0172166340953871	0.0184077366456903	0.00546005717324185	0.00952943691966954	0.0292465712820564	0.0271207810628694	0.0276008269561115	0.0210315362260569	0.0141188639865409	0.0170108741454001	0.0111006316284273	0.0140880301352739	0.0365043380972076	0.0416684869675599	0.00863835836600872
Platelet activation	0.0211413096744278	0.0214626570677733	0.0137792726955776	0.0182363786663152	0.0213447972159781	0.0163870207945497	0.0304520930231212	0.00565460258022054	0.00508290369221514	0.00480330676524598	0.00660076202482884	0.00628603574992868	0.00553341148795318	0.00582406474831669	0.00577998114658465	0.0067008509726931	0.00426623037228135	0.00397423472612244	0.0163277949650935	0.00802096356456142	0.0164720503187649	0.0120423938406311	0.135168119785611	0.0181899550598973	0.019065461013605	0.0222162459643425	0.0165319678605336	0.0135617399830535	0.0126100846702396	0.0123197458372767	0.0238852871098659	0.00774657643868828	0.00346729192575219	0.00940373890662983	0.0162124836400829	0.00452982200901146	0.0425210232449844	0.0170145389668239	0.0018498808921195	0.0177538475618334	0.0121920227500984	0.00405037482033297	0.0103452267762327	0.0165738111428484	0.012671852094315	0.0135412365000179	0.0320760227363317	0.074899822138854	0.0111984976163826	0.00807637969762	0.0159102184435641	0.0192196696029942	0.0199433204334673	0.0990806182834059
Platinum drug resistance	0.0205238311114373	0.0285265167072023	0.0185545465316224	0.0276727238584265	0.0263041270656082	0.0252106117732172	0.0205723626728939	0.00293040454060941	0.00244750865202381	0.00421544634074379	0.00142766823729302	0.00173670347163365	0.00287840213012682	0.00277270977265641	0.00277485295958938	0.00312104168826682	0.0030768531896919	0.00306183158582606	0.00611214419053955	0.00378648266155309	0.0187775894729119	0.0374633593114896	0.0392793511080254	0.0262741882052815	0.0204590801211988	0.012435891088394	0.019088421252295	0.0121745469875432	0.020036904874619	0.0120769882668657	0.0287265981804761	0.00753477355391289	0.0047222898929167	0.0113635545914347	0.0107046452489808	0.0123273279986128	0.055627347975142	0.0134081491609996	0.00601041154645924	0.0174517276863137	0.0283371091051217	0.00502189317107317	0.0116516240106574	0.0187846069344847	0.01951404580252	0.0169981434868979	0.0376614417064693	0.103276390909891	0.0140005057180969	0.00771483446354307	0.021668106654936	0.0215996742736457	0.0238162797314371	0.0763054283663922
Porphyrin metabolism	0.0178213795555928	0.0481347888800921	0.017696805571726	0.018176075444577	0.0121101717915036	0.00604582371549923	0.0115957107946003	0.00296317199899868	0.00308701047183579	0.00409280783858156	0.000937384116631263	0.000906737376764625	0.00217038588484012	0.00290159037148104	0.00308429211412454	0.00346073816569587	0.00340108234894068	0.00380064541340989	0.00948699632850448	0.00677731672225218	0.00899636494504932	0.0582034294826042	0.0111268946350764	0.0153691032426641	0.00451069050167178	0.00870933621264085	0.01099990356538	0.00722843091827911	0.0143313121271554	0.0065174592309983	0.0106521331049994	0.00462464190539365	0.00203420639333158	0.0243867001607852	0.0167181607747927	0.0196212565782366	0.0621731774779611	0.00575131345522542	0.0214526975278205	0.00651078893139831	0.0504782968075706	0.00113399506527482	0.00503837029901338	0.00343371429289189	0.0213338878705901	0.0322790586592424	0.0142302431762471	0.282053020174935	0.00741888505915162	0.00865689207348771	0.00668335696467748	0.00558013191378283	0.0130277335172561	0.0500834980487639
Primary immunodeficiency	0.0178081365031319	0.0143692316465484	0.0101248338495335	0.0135207206606013	0.0156455360060383	0.0110421544883191	0.0140185682366674	0.0101498991645347	0.0246710987709728	0.0135046304750685	0.00770942620344831	0.00928967983645962	0.0216872018793756	0.0207247573180571	0.0143305017568158	0.0610730360356391	0.0173074316091465	0.0107597077524306	0.0192864327743894	0.0173595476329257	0.013203962088079	0.0107559780034102	0.11754234831995	0.017832252646538	0.0242302722349148	0.011429483397383	0.0135801073563001	0.0113026359992187	0.00918460779976645	0.0112211550303274	0.0129316227258318	0.00723074426655595	0.00392949145128513	0.0101258240686568	0.0189960559888925	0.00820286422653347	0.028232722121193	0.0102354824874883	0.00389369690457628	0.0227253595545822	0.00816430945298006	0.0030062553927299	0.0128999905871981	0.0141533563351088	0.0195032199379951	0.0177519803115278	0.040204286346899	0.0607853284573821	0.00942128004587488	0.0144435868030599	0.0148276655678189	0.0149436691652266	0.0136700804633759	0.0450557918612365
Prion disease	0.0257319262165317	0.0340985457541373	0.0197331738261579	0.025947058248968	0.0284382446000293	0.0093914189050782	0.0153992127041947	0.00486855778323076	0.00318701812594971	0.00490054103183137	0.00188209996130352	0.00140647196729648	0.00257288740606831	0.00337603261482797	0.00440098204811317	0.00600717151729302	0.00411166333490051	0.00377743601967896	0.0177233197283409	0.00950725818121845	0.013670499115856	0.00323500977999932	0.0671228248449667	0.00750003977960221	0.00895131484365788	0.0116578649450179	0.0174819229183634	0.0106554495283055	0.0061227087815006	0.0110947142131245	0.0156734083346631	0.00649514112314765	0.00314889226024084	0.00835221702081703	0.00536269606056687	0.00530764146722669	0.0630398238643702	0.010803684188322	0.00148772527405666	0.0173564675854512	0.00710527969902383	0.00333857187070267	0.00848965587790697	0.0098138598474469	0.00475168040796685	0.00536882821328263	0.0343474145315872	0.173956562292486	0.00912243373058918	0.00207254778233092	0.0112766449668306	0.00707519822624731	0.00780813019729214	0.1944921264519
Progesterone-mediated oocyte maturation	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Prolactin signaling pathway	0.0263125461614916	0.052269861228964	0.0124527840067281	0.0205602465106815	0.0208202952701335	0.0155264151125826	0.0240066065182536	0.00362994501909022	0.00356419130744209	0.00422583828976721	0.00958891839942302	0.00964613489157771	0.00422447893019093	0.00474541682639305	0.00368449892539127	0.00543645376280036	0.00379766911423929	0.00384140338578319	0.00673901838232203	0.0052881082013612	0.0241673266587982	0.0337853341702452	0.0976799035218192	0.0231553553126374	0.0267304586883095	0.0206378431613096	0.0179308434217491	0.0189740986451458	0.0145269522805606	0.0177155898893578	0.0357028412603067	0.00877971208182097	0.00502682010302983	0.0167554564059952	0.0201871785702338	0.0146926559861852	0.0453447187326088	0.014421542730221	0.00612999914917484	0.0196980805933656	0.0234405662449544	0.00512073371608416	0.0233160837683447	0.0191912726882296	0.0174111740418747	0.0179167649135802	0.0244163608474691	0.0325014335177031	0.0200191762913333	0.0131701153896025	0.0203255044727219	0.0190124017210151	0.0199157761239406	0.0218390946556554
Prostate cancer	0.0279048464778221	0.0309965564855083	0.0167690397033869	0.0301835861994109	0.0264036804964994	0.0309800879790965	0.0242062662279191	0.00484857803790684	0.00520230498488205	0.00524588670721262	0.0146390739483598	0.0141472847378555	0.00634496649594903	0.0066196389699969	0.00503870618675847	0.00582764981978747	0.00506010291001768	0.00474558205767579	0.00801581684368231	0.00605147818309052	0.0255486158848079	0.0273974337617225	0.0407813221174575	0.0271621444642068	0.0259021418406254	0.019432205419923	0.0173467332311352	0.0201083530306729	0.0201221978317416	0.0196328789139521	0.0303689486364403	0.00962068826635829	0.00605400090051016	0.0104225052297463	0.0134211665747599	0.0110111090981083	0.036162723314275	0.0159281830952055	0.0110598105017455	0.0312803072832599	0.0280230045255725	0.00702766279742929	0.015474814837544	0.0217620014176765	0.0260497454634824	0.0253652942999697	0.021446067959695	0.0289278191411672	0.0152677768899609	0.012902636313113	0.0241371325960624	0.0265785663361859	0.0270597018465673	0.0219831727261019
Protein processing in endoplasmic reticulum	0.0192134603781437	0.0261527073579861	0.0144955062019431	0.0283324970291667	0.0278482146702095	0.0233612793528875	0.0371661510800502	0.00732586235330176	0.00619584273318041	0.00833991101592572	0.0113262363657368	0.0102042890612045	0.00656784148922557	0.0070462457321902	0.00682439699709278	0.00732518394937397	0.00699777898782862	0.00714991437079681	0.0146368121884824	0.0097605114667936	0.0198341920077809	0.0279242530985497	0.01252099654737	0.0295528858277534	0.023132285982304	0.0189999666192589	0.0159082453991844	0.0186773415819386	0.0503004438849488	0.0180904879431625	0.0256124929716407	0.0123902359754185	0.00522910107687313	0.0132224564652154	0.015592605414661	0.00724533518540529	0.0255255635621582	0.0212079141802344	0.00936608604149152	0.0287628525523477	0.0435682084113977	0.00447003550036661	0.0191531923604921	0.0207338864592852	0.0297746622007472	0.0305520608922118	0.0138910774795398	0.015315756053408	0.0195111911932039	0.0139908961697513	0.0303731828688558	0.025389017974826	0.0374409372950233	0.0104695100416746
Proteoglycans in cancer	0.0188298953822114	0.0238924733487272	0.0151132253542228	0.0317776476701891	0.0276074152085429	0.0293609783497363	0.0191786072897094	0.00417597510015604	0.00387826993000856	0.00500513565436766	0.00495311771786971	0.00496785195622277	0.0040821274519928	0.00428423790660147	0.00375798813233892	0.00486527648625811	0.00430794881994166	0.00385626041340687	0.00768876574224138	0.00513675555172998	0.0159903363088351	0.0303121773021914	0.0797669818030633	0.0234086343486656	0.0212786875626196	0.013274254170805	0.0160443816446314	0.0135183952304412	0.0168728452604493	0.0130571159356515	0.0245977547039628	0.00745977149043121	0.00432172946451141	0.010229566673551	0.0115560520199654	0.00881150442813564	0.0470871637992762	0.0113453849331345	0.00485773873878998	0.0176378764597608	0.0213327111822395	0.00415895233120438	0.0119940491206627	0.0175864580232147	0.0160443934967514	0.0146009903629061	0.0291439140264159	0.0906976537067582	0.0120261143027169	0.0143231261193081	0.0187933681183467	0.0219686695886775	0.0218263005698269	0.0873549933056235
RIG-I-like receptor signaling pathway	0.0246909267385002	0.0237145298823517	0.0187771013224259	0.0234721171477233	0.0220800070717818	0.023401644044511	0.0239602774960589	0.00545207511319155	0.00555863554167343	0.00681118792798283	0.0132909282729258	0.0134667966991747	0.00675838243995031	0.00738817312905993	0.00580596420008696	0.0073489575156082	0.00652429395585137	0.00590616016209059	0.0098485980049781	0.00707421191673343	0.0231516844819495	0.0225994661847201	0.0425146186100105	0.0242026000214238	0.0240538746631301	0.018110181020889	0.0181376077847043	0.0190763110481213	0.0207914477392073	0.018779031627145	0.0263487164583521	0.00843881794023007	0.0051868087653562	0.0107033801314224	0.0130004170880873	0.0105337503402552	0.0398330367752217	0.0183507032569719	0.0106698762707028	0.0277136376268622	0.0238181213128517	0.00677383139812777	0.0159642186667045	0.0218826227320351	0.0248526226861984	0.0249818239985404	0.0312127256193807	0.0451687706492282	0.0150981150261042	0.0137214918331819	0.0256160420243622	0.0249621494333869	0.0249939091941547	0.0374266190083205
Rap1 signaling pathway	0.0243656732914185	0.0244693754098901	0.0101344677766928	0.020612391716077	0.0243346677272914	0.0135074089619985	0.0146810967640526	0.00551410687212073	0.00424696122796751	0.00506529158773678	0.0041975634373924	0.00419955114858711	0.00421647722454151	0.00445791724452265	0.00525663880538347	0.00667567106590839	0.00459313274503852	0.00411991816228536	0.0165844725512733	0.00844812026717819	0.0140816614493127	0.00826811700778213	0.0631417105816773	0.0117835274806533	0.0129182480172067	0.0117528844864376	0.0117824400532633	0.0110552364831465	0.00630475632181879	0.0110652683236293	0.0171546285958017	0.00591945531099384	0.00364187780304124	0.00674358471136471	0.00559617954866681	0.00705315006034012	0.0573572134656779	0.00944846674788613	0.00212040488339209	0.0178818223396225	0.00886077833772924	0.00255275601918745	0.00860221120678177	0.0105385075092125	0.00566090371824272	0.00615269239479478	0.0302055691279218	0.117414470046468	0.00795820810117519	0.00563635523248886	0.0130065667515636	0.0119345159296476	0.0107620633514127	0.255962864614303
Ras signaling pathway	0.020242264498751	0.0221751752003273	0.0176458456554634	0.0201339108279409	0.0214148342839427	0.0181003098908567	0.0342697602111644	0.00409811832577175	0.00401589501585229	0.00508452927963052	0.0102577169464049	0.0112494973350112	0.00551558094504532	0.00553593818226784	0.00464181768973921	0.0053069447582619	0.00416935522305636	0.00412824234173756	0.0103248206228915	0.00577947389407791	0.0197087142140966	0.0177822191358795	0.0336456950228862	0.0292153908744458	0.0271845144798776	0.0229352972806979	0.0204312973102875	0.0161169773271284	0.0201199588577973	0.0154386561692477	0.0308869859074131	0.00881946217586758	0.00436505972794723	0.0124219736533247	0.019133494211843	0.0114270813606899	0.0399232505478178	0.0185317662329926	0.00668909205987156	0.0215426964046742	0.0186249722639002	0.00602653499037697	0.0129414766431824	0.0244854122205081	0.020422384874806	0.0212879017888328	0.0275856465740381	0.081396212388402	0.0164574312468403	0.0120082507046416	0.0247038829581617	0.0275935557271668	0.0274980166823375	0.0485587068538244
Regulation of actin cytoskeleton	0.0220252048785238	0.0237702452563622	0.00939506491362251	0.0158702415585811	0.022566124448411	0.00736811798026043	0.012294733936999	0.00372234452087895	0.00237010136250926	0.00367325189305158	0.00332532379532718	0.00303759242899548	0.00209257170065041	0.00244839903936265	0.00378990709626794	0.00471828088120871	0.0028946518043516	0.0027406483188205	0.0138462198752838	0.00695741176013966	0.0106158161937313	0.000785805941019221	0.0751571720282808	0.00834154390887904	0.00817360519544719	0.00797325453853644	0.0107974401858575	0.00712799511258999	0.00500377753974783	0.0073271861074134	0.0138919827007857	0.00479795225998314	0.00254801847985051	0.00596345672898221	0.00344454164823195	0.00716452291557396	0.0635499938203083	0.00936663526861078	0.00146357084329136	0.0132038222609054	0.00447364104314495	0.0024360561051473	0.0052398343225704	0.00818470843798905	0.00400472994203844	0.00419860566717519	0.0348926779145749	0.145849060586953	0.00721378960812487	0.00333359717854067	0.0104734154720398	0.00680861287455806	0.00751840673708073	0.319768332982429
Regulation of lipolysis in adipocytes	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Relaxin signaling pathway	0.0273609666353905	0.0287926192624245	0.0150992955525691	0.0362994996809072	0.0290357032157248	0.0309073085874823	0.0240001377428116	0.00538884456084177	0.00485082263267652	0.00521717586443772	0.00597324950182357	0.00650046900703541	0.00574775684962576	0.00543753947775394	0.00516082720282757	0.006320113811079	0.00492181601682987	0.00467764432562483	0.0114640964358619	0.0070242688753406	0.0224533016584173	0.0277268919976343	0.0486394318167867	0.0265353313699288	0.0284256136207017	0.0204191133320802	0.0163605415781571	0.0205824969206691	0.0184655528671472	0.0197123540118046	0.0259786963248944	0.0102531297933049	0.00555765257177298	0.0106140279646903	0.0141228119730772	0.00722091932160349	0.0449446920380576	0.0139124520334852	0.00655477541841229	0.0299716248958634	0.0242208000702332	0.00494101721283186	0.0139188115655855	0.0196611898239222	0.0214952846775104	0.0217288351841125	0.0206422850002392	0.0365717113374106	0.0125842055639001	0.00893688435460393	0.0203779921495464	0.027144636588581	0.0262967505850044	0.0528480291389614
Renal cell carcinoma	0.0257464769745806	0.0336349449518538	0.0125133148371529	0.061028640160133	0.0396694459426623	0.0476432761092566	0.0240102726408536	0.00336844532529504	0.00288854782315982	0.00327952642653091	0.00156716031787306	0.00216676163298142	0.00352741050622154	0.00283363405818699	0.0030498144795374	0.00410516639524619	0.00314995259221292	0.00284934645480172	0.00638854431868066	0.00512113958960298	0.0193608130824449	0.0516062694666725	0.039323241210153	0.0268219873472182	0.0242183939508541	0.0174742285834499	0.014925330096423	0.0167761510245788	0.0240802545467519	0.0154506565957721	0.028075631892828	0.0110560716767587	0.0067591395064918	0.0113474545293456	0.0155302283795637	0.00738685130332238	0.0377613492591849	0.0109445466940525	0.0103814094890942	0.0205920224247596	0.0242199252403603	0.00506684058043875	0.0149200731202342	0.0179396334867888	0.0235374253419866	0.0223565229864214	0.0199599207802702	0.0281654115493374	0.0122810750811937	0.00834640449864191	0.0156980350235486	0.0239853226434989	0.0282009458178768	0.0569086112528591
Renin secretion	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Retrograde endocannabinoid signaling	0.0313870785301026	0.0265667658704739	0.0123526763659036	0.0348388421885645	0.0296402975639326	0.0319252819072128	0.0218401852452136	0.0108893939258461	0.00987754082434225	0.00924141067179238	0.00681428236358808	0.00768542730736201	0.0105881937962148	0.0104864718600027	0.00965683393273009	0.0125478416200074	0.0096885755670993	0.00825772769267995	0.0247992305792417	0.0129202457882938	0.0244791972160568	0.0307150502080709	0.0270953262418666	0.0221094781959762	0.0271521764824852	0.0230917743301412	0.0147374396554806	0.0228369605948161	0.0102076926680316	0.0222795149722769	0.0269425662808495	0.00928396446402594	0.00692345577261345	0.0090839686585122	0.0120510932499714	0.0067190314946386	0.0387788724017866	0.00969396118571215	0.00409090700369427	0.031915822575774	0.0220221902214821	0.0029028557613079	0.0186893418594158	0.017599904722883	0.0106294250468556	0.0120149525776535	0.0161442427679627	0.032110698425011	0.0101914635803261	0.0125446293943334	0.0206060205901347	0.0273122250949164	0.0204930331944087	0.0645464595099252
Rheumatoid arthritis	0.0162321888869084	0.0224759184903941	0.00723641305250659	0.0226518208011209	0.0231310498014494	0.01232042646293	0.0172133925091812	0.00289276030252983	0.00205580699783128	0.00298533563761413	0.00177493163470814	0.00198129462933477	0.00233677953907589	0.00219875484845466	0.00293764074004327	0.00404222688259707	0.00225864525548434	0.00214487371796367	0.0105377472059003	0.00524384687719133	0.0118647960531119	0.0095034027080656	0.052337622467438	0.0322164799904677	0.0140758299755663	0.00915404626827816	0.0198481448823389	0.00738168180781382	0.0338795530931991	0.00670597376609127	0.0134435778647239	0.00465406984597211	0.00263048526833502	0.0127192859994595	0.00910728785775418	0.00528444932217237	0.0577228380047745	0.011534677685997	0.00190211147297012	0.0159979919266339	0.0052820952155919	0.00275363129886409	0.00769116621261692	0.0145345942985065	0.0317647673389541	0.032119603133203	0.0627390056281546	0.108454722142336	0.00868858103249461	0.0115395694315049	0.0172758235518877	0.0105267128767353	0.035397555886198	0.15461601141857
Salmonella infection	0.0231823096291035	0.0284403544986476	0.0147827700872025	0.0196312966099274	0.0212414547838797	0.0170080252503897	0.0223532085838764	0.0043959816747076	0.00411856542202443	0.00434377813044934	0.00730629230987934	0.00775259939442793	0.00547480661367852	0.00529087949130407	0.00458547831376605	0.0053157725477009	0.00449246274857804	0.00369965907682368	0.0102921916910642	0.00618344407019973	0.0209420032904194	0.0200778771263102	0.0271948894792208	0.0300670797278882	0.0200345376118834	0.0162056008834809	0.0220580127236004	0.0158240903980032	0.0304700559950179	0.0152408440585024	0.0233756713056907	0.00729747238412254	0.00402711024559372	0.0115864918228451	0.0120230941429219	0.00884881379324965	0.0451490030760699	0.0170430238303145	0.00625753470479284	0.026433284521455	0.0186001814133069	0.00551174725611561	0.0115308082087069	0.0196500806192952	0.037241992897655	0.0374572657683458	0.0336099265762016	0.0552315039006536	0.0131276460387224	0.00812292046278038	0.0195740604481828	0.0201275570926652	0.0330357215485064	0.087130765719849
Serotonergic synapse	0.0200133767506376	0.137405114994836	0.0119667917077714	0.0250238446534093	0.023723270023868	0.0237048066370581	0.0362385247876355	0.00407821732264606	0.00370284116224673	0.00536680308670153	0.00836918368058225	0.0088464120764225	0.00481281480646055	0.00450585228981825	0.00442628854549211	0.00586373299455171	0.00539889022625836	0.00424439949853605	0.0111280693108026	0.00554222446879601	0.0195641356958101	0.0104656775689674	0.0196116338444789	0.0181501219475094	0.0171907002666773	0.0245162937437923	0.0153792665342206	0.0142809309286452	0.0139987785085844	0.0121334615464362	0.0312536749992588	0.0127972639996276	0.00368619042501715	0.00839142288711856	0.0139313627376468	0.00492626803361347	0.0598898754557497	0.0129329540921228	0.00255649085378551	0.0193484429030028	0.0155271790203606	0.00428518690348929	0.0200547803510383	0.0178043038663713	0.0205643142460789	0.0180054301738403	0.0192294770837098	0.0348404572896657	0.0109467739927454	0.0137195132923459	0.0138953816701903	0.0183550407438431	0.0214538845584856	0.0819518708112401
Shigellosis	0.0241692111142365	0.0288816053728022	0.0141740681889858	0.0201294441046268	0.0213943641964923	0.0178023949789961	0.02200169774891	0.00463863038217066	0.00445267916100073	0.00453938724062583	0.00812590128535661	0.00854854287248837	0.00592148116196733	0.00576564061195092	0.00481125193981439	0.00557458700249084	0.00473408769124606	0.00397937749534012	0.010559553293452	0.00650686394011765	0.0216236441138638	0.0187160108997947	0.032945307017761	0.0304352060650143	0.0199624616103703	0.0168647559724402	0.0217210347815899	0.0163717634033574	0.0301534304051106	0.0158602537741283	0.0227453861306686	0.00793826060037351	0.00481527286997719	0.0118911235664712	0.0131340424023992	0.00921762251313278	0.0435381338526793	0.0166540667853186	0.00890757899558888	0.0270983505727152	0.0188617930893155	0.00567588411231636	0.0116168974023685	0.0196122744221737	0.0369457336694614	0.03722689832465	0.0293174406716349	0.0489332364764922	0.0130517130343254	0.00798929972221473	0.0192510407469666	0.0201711069506213	0.0334551169539123	0.080587088307721
Small cell lung cancer	0.0306625539962209	0.0312748411742333	0.015100841667383	0.0384349124879772	0.0296222490629362	0.0366609603229595	0.0236300424581637	0.00527917426687115	0.0055180058050131	0.00597463745630739	0.0128510483281275	0.0124943567142191	0.00644499836174063	0.00696687385135814	0.00533907573503358	0.00630394504404783	0.0054376555449886	0.00536829207362967	0.00791330906300575	0.00651939671802254	0.0265285899307822	0.0270498309803926	0.0368346412574101	0.0258023471940074	0.0260774994919863	0.0177714632350277	0.0162387491567899	0.0188113721616813	0.0189217715985244	0.0183344726028805	0.0288375845720671	0.00945006768661416	0.00635723149395293	0.0132461203223784	0.0147750033466001	0.0113201211879909	0.0355000463601736	0.0152876839002943	0.0153881375702065	0.0306806127688249	0.027187644762666	0.00634217752254216	0.0143757880335755	0.0201478245799066	0.024718598604524	0.0247445351989499	0.0198502415820437	0.0263082531897333	0.0150971146856293	0.0119572422094172	0.02404743109124	0.0268064274845936	0.0260233754851279	0.0213828286192266
Sphingolipid signaling pathway	0.0303290832419477	0.0311869844203041	0.0161589143988742	0.028896343846127	0.028921476249364	0.0287257139024933	0.0241469927308343	0.00615974478789249	0.00614358901095788	0.00582984586130206	0.0128037194809527	0.0111865440530437	0.00651866161197712	0.00704019213535448	0.00565568928998056	0.00714723378214878	0.00582554216518044	0.00515066972802697	0.0105142563211745	0.00709602405176009	0.0263729527913898	0.0271994788028238	0.0400573760869246	0.0287274000936205	0.0313806663333777	0.022637938417413	0.0178855014044783	0.0220400546175332	0.0162201497215586	0.0213765350632914	0.0292375006595732	0.00944570123867145	0.00583049316120387	0.010644983690675	0.0124606651406099	0.00985327236788373	0.0330301162635499	0.0137378780179189	0.00795384977597202	0.0319733407304417	0.0241100758284436	0.00564917042120587	0.0141762708928138	0.0208535336504063	0.0181207735440377	0.0189460043184415	0.0189527646740159	0.0280204885411251	0.0134499906498352	0.0112393062671452	0.0241093093788669	0.0305065242652536	0.0266337484925072	0.0417289636272953
Staphylococcus aureus infection	0.0192934394002027	0.03789046144618	0.0497712405897372	0.0216129221288399	0.0253662519362433	0.00899225965346877	0.016766077355375	0.00550293341553461	0.00338206692842694	0.004897700936938	0.00241778276736236	0.00248419708263783	0.00318171308040289	0.00342206035736138	0.004414574771252	0.00598098694546458	0.00420938780085644	0.00359486157113966	0.0130884626036776	0.00824776103049625	0.0147887200370149	0.0013702311510803	0.0305937482693432	0.00652813681665446	0.00969063763536308	0.0163278535398007	0.0149521297051049	0.0128109749406799	0.00429994233690049	0.0151487100761825	0.0233084741232786	0.00848070694563684	0.00360348327849205	0.0132673892980552	0.0049083317570445	0.0674008958378863	0.0504291828239718	0.0114627183051234	0.00119006020655745	0.021508587310478	0.0237656762590344	0.00469443795471682	0.0137905590599854	0.00971293484653344	0.00316374349700147	0.00343341134932755	0.026472921946795	0.117457393888587	0.00899321741564912	0.00657510595948813	0.022836891315576	0.0105038347539863	0.00648124642075693	0.165530569136316
