ENSG.ID	Gene.symbol	Label
ENSG00000112679	DUSP22	inflammatome
ENSG00000222009	BTBD19	inflammatome
ENSG00000165732	DDX21	inflammatome
ENSG00000040933	INPP4A	inflammatome
ENSG00000145423	SFRP2	inflammatome
ENSG00000101160	CTSZ	inflammatome
ENSG00000184588	PDE4B	inflammatome
ENSG00000154839	SKA1	inflammatome
ENSG00000244038	DDOST	inflammatome
ENSG00000143545	RAB13	inflammatome
ENSG00000143507	DUSP10	inflammatome
ENSG00000102445	RUBCNL	inflammatome
ENSG00000151929	BAG3	inflammatome
ENSG00000139514	SLC7A1	inflammatome
ENSG00000152804	HHEX	inflammatome
ENSG00000145246	ATP10D	inflammatome
ENSG00000116649	SRM	inflammatome
ENSG00000159202	UBE2Z	inflammatome
ENSG00000169499	PLEKHA2	inflammatome
ENSG00000000971	CFH	inflammatome
ENSG00000111728	ST8SIA1	inflammatome
ENSG00000068489	PRR11	inflammatome
ENSG00000196754	S100A2	inflammatome
ENSG00000129009	ISLR	inflammatome
ENSG00000105063	PPP6R1	inflammatome
ENSG00000177556	ATOX1	inflammatome
ENSG00000183856	IQGAP3	inflammatome
ENSG00000105397	TYK2	inflammatome
ENSG00000182718	ANXA2	inflammatome
ENSG00000163751	CPA3	inflammatome
ENSG00000138185	ENTPD1	inflammatome
ENSG00000137575	SDCBP	inflammatome
ENSG00000104689	TNFRSF10A	inflammatome
ENSG00000101670	LIPG	inflammatome
ENSG00000185745	IFIT1	inflammatome
ENSG00000239264	TXNDC5	inflammatome
ENSG00000107201	RIGI	inflammatome
ENSG00000007237	GAS7	inflammatome
ENSG00000119630	PGF	inflammatome
ENSG00000138061	CYP1B1	inflammatome
ENSG00000254709	IGLL5	inflammatome
ENSG00000164088	PPM1M	inflammatome
ENSG00000108932	SLC16A6	inflammatome
ENSG00000145632	PLK2	inflammatome
ENSG00000170312	CDK1	inflammatome
ENSG00000179776	CDH5	inflammatome
ENSG00000151650	VENTX	inflammatome
ENSG00000049323	LTBP1	inflammatome
ENSG00000197905	TEAD4	inflammatome
ENSG00000168329	CX3CR1	inflammatome
ENSG00000128578	STRIP2	inflammatome
ENSG00000135821	GLUL	inflammatome
ENSG00000188997	KCTD21	inflammatome
ENSG00000184979	USP18	inflammatome
ENSG00000155304	HSPA13	inflammatome
ENSG00000147536	GINS4	inflammatome
ENSG00000169180	XPO6	inflammatome
ENSG00000111341	MGP	inflammatome
ENSG00000167261	DPEP2	inflammatome
ENSG00000099194	SCD	inflammatome
ENSG00000124813	RUNX2	inflammatome
ENSG00000186283	TOR3A	inflammatome
ENSG00000118263	KLF7	inflammatome
ENSG00000163376	KBTBD8	inflammatome
ENSG00000140564	FURIN	inflammatome
ENSG00000064687	ABCA7	inflammatome
ENSG00000142156	COL6A1	inflammatome
ENSG00000125869	LAMP5	inflammatome
ENSG00000180879	SSR4	inflammatome
ENSG00000131196	NFATC1	inflammatome
ENSG00000179144	GIMAP7	inflammatome
ENSG00000125657	TNFSF9	inflammatome
ENSG00000061273	HDAC7	inflammatome
ENSG00000129465	RIPK3	inflammatome
ENSG00000129219	PLD2	inflammatome
ENSG00000169826	CSGALNACT2	inflammatome
ENSG00000198951	NAGA	inflammatome
ENSG00000165424	ZCCHC24	inflammatome
ENSG00000186871	ERCC6L	inflammatome
ENSG00000133246	PRAM1	inflammatome
ENSG00000154920	EME1	inflammatome
ENSG00000115318	LOXL3	inflammatome
ENSG00000225614	ZNF469	inflammatome
ENSG00000131725	WDR44	inflammatome
ENSG00000112249	ASCC3	inflammatome
ENSG00000042493	CAPG	inflammatome
ENSG00000135723	FHOD1	inflammatome
ENSG00000101445	PPP1R16B	inflammatome
ENSG00000126067	PSMB2	inflammatome
ENSG00000172673	THEMIS	inflammatome
ENSG00000181896	ZNF101	inflammatome
ENSG00000058799	YIPF1	inflammatome
ENSG00000136040	PLXNC1	inflammatome
ENSG00000170606	HSPA4	inflammatome
ENSG00000162063	CCNF	inflammatome
ENSG00000103196	CRISPLD2	inflammatome
ENSG00000102802	MEDAG	inflammatome
ENSG00000184640	SEPTIN9	inflammatome
ENSG00000164087	POC1A	inflammatome
ENSG00000163931	TKT	inflammatome
ENSG00000198502	HLA-DRB5	inflammatome
ENSG00000108688	CCL7	inflammatome
ENSG00000226479	TMEM185B	inflammatome
ENSG00000100292	HMOX1	inflammatome
ENSG00000108639	SYNGR2	inflammatome
ENSG00000135862	LAMC1	inflammatome
ENSG00000123131	PRDX4	inflammatome
ENSG00000140534	TICRR	inflammatome
ENSG00000176619	LMNB2	inflammatome
ENSG00000183765	CHEK2	inflammatome
ENSG00000171617	ENC1	inflammatome
ENSG00000139641	ESYT1	inflammatome
ENSG00000068438	FTSJ1	inflammatome
ENSG00000142405	NLRP12	inflammatome
ENSG00000100767	PAPLN	inflammatome
ENSG00000162551	ALPL	inflammatome
ENSG00000175592	FOSL1	inflammatome
ENSG00000071127	WDR1	inflammatome
ENSG00000149573	MPZL2	inflammatome
ENSG00000213523	SRA1	inflammatome
ENSG00000152056	AP1S3	inflammatome
ENSG00000146410	MTFR2	inflammatome
ENSG00000118946	PCDH17	inflammatome
ENSG00000106803	SEC61B	inflammatome
ENSG00000170006	TMEM154	inflammatome
ENSG00000161800	RACGAP1	inflammatome
ENSG00000130066	SAT1	inflammatome
ENSG00000167483	NIBAN3	inflammatome
ENSG00000107719	PALD1	inflammatome
ENSG00000198837	DENND4B	inflammatome
ENSG00000162783	IER5	inflammatome
ENSG00000153827	TRIP12	inflammatome
ENSG00000117385	P3H1	inflammatome
ENSG00000138795	LEF1	inflammatome
ENSG00000117152	RGS4	inflammatome
ENSG00000128805	ARHGAP22	inflammatome
ENSG00000163466	ARPC2	inflammatome
ENSG00000139734	DIAPH3	inflammatome
ENSG00000093000	NUP50	inflammatome
ENSG00000106565	TMEM176B	inflammatome
ENSG00000068366	ACSL4	inflammatome
ENSG00000108669	CYTH1	inflammatome
ENSG00000184445	KNTC1	inflammatome
ENSG00000174123	TLR10	inflammatome
ENSG00000198018	ENTPD7	inflammatome
ENSG00000112763	BTN2A1	inflammatome
ENSG00000161642	ZNF385A	inflammatome
ENSG00000162078	ZG16B	inflammatome
ENSG00000167553	TUBA1C	inflammatome
ENSG00000174500	GCSAM	inflammatome
ENSG00000111450	STX2	inflammatome
ENSG00000196230	TUBB	inflammatome
ENSG00000132589	FLOT2	inflammatome
ENSG00000180370	PAK2	inflammatome
ENSG00000141298	SSH2	inflammatome
ENSG00000052749	RRP12	inflammatome
ENSG00000176986	SEC24C	inflammatome
ENSG00000108654	DDX5	inflammatome
ENSG00000050165	DKK3	inflammatome
ENSG00000069966	GNB5	inflammatome
ENSG00000068878	PSME4	inflammatome
ENSG00000182183	SHISAL2A	inflammatome
ENSG00000145685	LHFPL2	inflammatome
ENSG00000123405	NFE2	inflammatome
ENSG00000131459	GFPT2	inflammatome
ENSG00000106636	YKT6	inflammatome
ENSG00000184985	SORCS2	inflammatome
ENSG00000108622	ICAM2	inflammatome
ENSG00000163993	S100P	inflammatome
ENSG00000134369	NAV1	inflammatome
ENSG00000151023	ENKUR	inflammatome
ENSG00000120885	CLU	inflammatome
ENSG00000204475	NCR3	inflammatome
ENSG00000137161	CNPY3	inflammatome
ENSG00000100139	MICALL1	inflammatome
ENSG00000121797	CCRL2	inflammatome
ENSG00000182158	CREB3L2	inflammatome
ENSG00000143479	DYRK3	inflammatome
ENSG00000108518	PFN1	inflammatome
ENSG00000113070	HBEGF	inflammatome
ENSG00000184432	COPB2	inflammatome
ENSG00000143556	S100A7	inflammatome
ENSG00000067955	CBFB	inflammatome
ENSG00000138756	BMP2K	inflammatome
ENSG00000007312	CD79B	inflammatome
ENSG00000116871	MAP7D1	inflammatome
ENSG00000134247	PTGFRN	inflammatome
ENSG00000103569	AQP9	inflammatome
ENSG00000121621	KIF18A	inflammatome
ENSG00000110697	PITPNM1	inflammatome
ENSG00000186891	TNFRSF18	inflammatome
ENSG00000084112	SSH1	inflammatome
ENSG00000109113	RAB34	inflammatome
ENSG00000165434	PGM2L1	inflammatome
ENSG00000116337	AMPD2	inflammatome
ENSG00000111536	IL26	inflammatome
ENSG00000120709	FAM53C	inflammatome
ENSG00000137474	MYO7A	inflammatome
ENSG00000143799	PARP1	inflammatome
ENSG00000197457	STMN3	inflammatome
ENSG00000183160	TMEM119	inflammatome
ENSG00000031081	ARHGAP31	inflammatome
ENSG00000129116	PALLD	inflammatome
ENSG00000111641	NOP2	inflammatome
ENSG00000176890	TYMS	inflammatome
ENSG00000085999	RAD54L	inflammatome
ENSG00000196405	EVL	inflammatome
ENSG00000055130	CUL1	inflammatome
ENSG00000139182	CLSTN3	inflammatome
ENSG00000103044	HAS3	inflammatome
ENSG00000141540	TTYH2	inflammatome
ENSG00000229474	PATL2	inflammatome
ENSG00000173692	PSMD1	inflammatome
ENSG00000187513	GJA4	inflammatome
ENSG00000176920	FUT2	inflammatome
ENSG00000254986	DPP3	inflammatome
ENSG00000183570	PCBP3	inflammatome
ENSG00000163872	YEATS2	inflammatome
ENSG00000138448	ITGAV	inflammatome
ENSG00000067560	RHOA	inflammatome
ENSG00000104415	CCN4	inflammatome
ENSG00000178199	ZC3H12D	inflammatome
ENSG00000107551	RASSF4	inflammatome
ENSG00000101194	SLC17A9	inflammatome
ENSG00000197956	S100A6	inflammatome
ENSG00000197506	SLC28A3	inflammatome
ENSG00000116260	QSOX1	inflammatome
ENSG00000109674	NEIL3	inflammatome
ENSG00000128203	ASPHD2	inflammatome
ENSG00000173391	OLR1	inflammatome
ENSG00000173535	TNFRSF10C	inflammatome
ENSG00000130270	ATP8B3	inflammatome
ENSG00000183615	FAM167B	inflammatome
ENSG00000161381	PLXDC1	inflammatome
ENSG00000105339	DENND3	inflammatome
ENSG00000125726	CD70	inflammatome
ENSG00000166889	PATL1	inflammatome
ENSG00000105520	PLPPR2	inflammatome
ENSG00000162302	RPS6KA4	inflammatome
ENSG00000002587	HS3ST1	inflammatome
ENSG00000125753	VASP	inflammatome
ENSG00000024422	EHD2	inflammatome
ENSG00000130584	ZBTB46	inflammatome
ENSG00000024526	DEPDC1	inflammatome
ENSG00000174718	RESF1	inflammatome
ENSG00000167772	ANGPTL4	inflammatome
ENSG00000176083	ZNF683	inflammatome
ENSG00000169220	RGS14	inflammatome
ENSG00000133216	EPHB2	inflammatome
ENSG00000029534	ANK1	inflammatome
ENSG00000114850	SSR3	inflammatome
ENSG00000028116	VRK2	inflammatome
ENSG00000182492	BGN	inflammatome
ENSG00000176749	CDK5R1	inflammatome
ENSG00000173894	CBX2	inflammatome
ENSG00000163032	VSNL1	inflammatome
ENSG00000158555	GDPD5	inflammatome
ENSG00000105355	PLIN3	inflammatome
ENSG00000003402	CFLAR	inflammatome
ENSG00000106268	NUDT1	inflammatome
ENSG00000155961	RAB39B	inflammatome
ENSG00000139618	BRCA2	inflammatome
ENSG00000091317	CMTM6	inflammatome
ENSG00000138160	KIF11	inflammatome
ENSG00000119655	NPC2	inflammatome
ENSG00000113657	DPYSL3	inflammatome
ENSG00000175354	PTPN2	inflammatome
ENSG00000257017	HP	inflammatome
ENSG00000160796	NBEAL2	inflammatome
ENSG00000158402	CDC25C	inflammatome
ENSG00000064692	SNCAIP	inflammatome
ENSG00000174807	CD248	inflammatome
ENSG00000144810	COL8A1	inflammatome
ENSG00000153310	CYRIB	inflammatome
ENSG00000152495	CAMK4	inflammatome
ENSG00000134824	FADS2	inflammatome
ENSG00000072571	HMMR	inflammatome
ENSG00000122176	FMOD	inflammatome
ENSG00000126561	STAT5A	inflammatome
ENSG00000099377	HSD3B7	inflammatome
ENSG00000104783	KCNN4	inflammatome
ENSG00000061656	SPAG4	inflammatome
ENSG00000069974	RAB27A	inflammatome
ENSG00000136630	HLX	inflammatome
ENSG00000100599	RIN3	inflammatome
ENSG00000134817	APLNR	inflammatome
ENSG00000147416	ATP6V1B2	inflammatome
ENSG00000132688	NES	inflammatome
ENSG00000079215	SLC1A3	inflammatome
ENSG00000169299	PGM2	inflammatome
ENSG00000180957	PITPNB	inflammatome
ENSG00000110900	TSPAN11	inflammatome
ENSG00000060491	OGFR	inflammatome
ENSG00000134955	SLC37A2	inflammatome
ENSG00000131724	IL13RA1	inflammatome
ENSG00000074695	LMAN1	inflammatome
ENSG00000154217	PITPNC1	inflammatome
ENSG00000143369	ECM1	inflammatome
ENSG00000105726	ATP13A1	inflammatome
ENSG00000113648	MACROH2A1	inflammatome
ENSG00000145220	LYAR	inflammatome
ENSG00000101236	RNF24	inflammatome
ENSG00000135709	KIAA0513	inflammatome
ENSG00000092330	TINF2	inflammatome
ENSG00000167552	TUBA1A	inflammatome
ENSG00000086061	DNAJA1	inflammatome
ENSG00000170989	S1PR1	inflammatome
ENSG00000100263	RHBDD3	inflammatome
ENSG00000221926	TRIM16	inflammatome
ENSG00000133048	CHI3L1	inflammatome
ENSG00000147324	MFHAS1	inflammatome
ENSG00000087263	OGFOD1	inflammatome
ENSG00000183019	MCEMP1	inflammatome
ENSG00000127947	PTPN12	inflammatome
ENSG00000119900	OGFRL1	inflammatome
ENSG00000097046	CDC7	inflammatome
ENSG00000124151	NCOA3	inflammatome
ENSG00000100345	MYH9	inflammatome
ENSG00000131355	ADGRE3	inflammatome
ENSG00000106080	FKBP14	inflammatome
ENSG00000167476	JSRP1	inflammatome
ENSG00000136244	IL6	inflammatome
ENSG00000166197	NOLC1	inflammatome
ENSG00000119812	FAM98A	inflammatome
ENSG00000158122	PRXL2C	inflammatome
ENSG00000170801	HTRA3	inflammatome
ENSG00000276043	UHRF1	inflammatome
ENSG00000135898	GPR55	inflammatome
ENSG00000136986	DERL1	inflammatome
ENSG00000019991	HGF	inflammatome
ENSG00000159128	IFNGR2	inflammatome
ENSG00000110906	KCTD10	inflammatome
ENSG00000174371	EXO1	inflammatome
ENSG00000121858	TNFSF10	inflammatome
ENSG00000077585	GPR137B	inflammatome
ENSG00000127311	HELB	inflammatome
ENSG00000254415	SIGLEC14	inflammatome
ENSG00000157693	TMEM268	inflammatome
ENSG00000132182	NUP210	inflammatome
ENSG00000188641	DPYD	inflammatome
ENSG00000103534	TMC5	inflammatome
ENSG00000130779	CLIP1	inflammatome
ENSG00000198909	MAP3K3	inflammatome
ENSG00000171056	SOX7	inflammatome
ENSG00000104312	RIPK2	inflammatome
ENSG00000088930	XRN2	inflammatome
ENSG00000198055	GRK6	inflammatome
ENSG00000130558	OLFM1	inflammatome
ENSG00000103335	PIEZO1	inflammatome
ENSG00000006606	CCL26	inflammatome
ENSG00000117009	KMO	inflammatome
ENSG00000128283	CDC42EP1	inflammatome
ENSG00000012124	CD22	inflammatome
ENSG00000134757	DSG3	inflammatome
ENSG00000042062	RIPOR3	inflammatome
ENSG00000168310	IRF2	inflammatome
ENSG00000116584	ARHGEF2	inflammatome
ENSG00000157350	ST3GAL2	inflammatome
ENSG00000148288	GBGT1	inflammatome
ENSG00000143185	XCL2	inflammatome
ENSG00000197324	LRP10	inflammatome
ENSG00000151466	SCLT1	inflammatome
ENSG00000205268	PDE7A	inflammatome
ENSG00000148841	ITPRIP	inflammatome
ENSG00000050438	SLC4A8	inflammatome
ENSG00000111224	PARP11	inflammatome
ENSG00000048140	TSPAN17	inflammatome
ENSG00000171115	GIMAP8	inflammatome
ENSG00000272636	DOC2B	inflammatome
ENSG00000204397	CARD16	inflammatome
ENSG00000065923	SLC9A7	inflammatome
ENSG00000145901	TNIP1	inflammatome
ENSG00000126391	FRMD8	inflammatome
ENSG00000113615	SEC24A	inflammatome
ENSG00000096968	JAK2	inflammatome
ENSG00000185022	MAFF	inflammatome
ENSG00000128016	ZFP36	inflammatome
ENSG00000164620	RELL2	inflammatome
ENSG00000138107	ACTR1A	inflammatome
ENSG00000127022	CANX	inflammatome
ENSG00000110321	EIF4G2	inflammatome
ENSG00000135094	SDS	inflammatome
ENSG00000184988	TMEM106A	inflammatome
ENSG00000123684	LPGAT1	inflammatome
ENSG00000010292	NCAPD2	inflammatome
ENSG00000170266	GLB1	inflammatome
ENSG00000154736	ADAMTS5	inflammatome
ENSG00000165929	TC2N	inflammatome
ENSG00000188215	DCUN1D3	inflammatome
ENSG00000067167	TRAM1	inflammatome
ENSG00000101003	GINS1	inflammatome
ENSG00000136997	MYC	inflammatome
ENSG00000107372	ZFAND5	inflammatome
ENSG00000119321	FKBP15	inflammatome
ENSG00000027075	PRKCH	inflammatome
ENSG00000154237	LRRK1	inflammatome
ENSG00000157554	ERG	inflammatome
ENSG00000070404	FSTL3	inflammatome
ENSG00000115414	FN1	inflammatome
ENSG00000064601	CTSA	inflammatome
ENSG00000203710	CR1	inflammatome
ENSG00000130475	FCHO1	inflammatome
ENSG00000133805	AMPD3	inflammatome
ENSG00000171236	LRG1	inflammatome
ENSG00000105664	COMP	inflammatome
ENSG00000102007	PLP2	inflammatome
ENSG00000167755	KLK6	inflammatome
ENSG00000141956	PRDM15	inflammatome
ENSG00000136108	CKAP2	inflammatome
ENSG00000169188	APEX2	inflammatome
ENSG00000157734	SNX22	inflammatome
ENSG00000158488	CD1E	inflammatome
ENSG00000261371	PECAM1	inflammatome
ENSG00000047457	CP	inflammatome
ENSG00000137309	HMGA1	inflammatome
ENSG00000110047	EHD1	inflammatome
ENSG00000168393	DTYMK	inflammatome
ENSG00000147509	RGS20	inflammatome
ENSG00000136122	BORA	inflammatome
ENSG00000175054	ATR	inflammatome
ENSG00000076706	MCAM	inflammatome
ENSG00000183696	UPP1	inflammatome
ENSG00000124762	CDKN1A	inflammatome
ENSG00000147570	DNAJC5B	inflammatome
ENSG00000010704	HFE	inflammatome
ENSG00000077549	CAPZB	inflammatome
ENSG00000124635	H2BC11	inflammatome
ENSG00000163013	FBXO41	inflammatome
ENSG00000113621	TXNDC15	inflammatome
ENSG00000204209	DAXX	inflammatome
ENSG00000158050	DUSP2	inflammatome
ENSG00000151617	EDNRA	inflammatome
ENSG00000198355	PIM3	inflammatome
ENSG00000172757	CFL1	inflammatome
ENSG00000204103	MAFB	inflammatome
ENSG00000166839	ANKDD1A	inflammatome
ENSG00000105131	EPHX3	inflammatome
ENSG00000166025	AMOTL1	inflammatome
ENSG00000149499	EML3	inflammatome
ENSG00000179331	RAB39A	inflammatome
ENSG00000185669	SNAI3	inflammatome
ENSG00000213064	SFT2D2	inflammatome
ENSG00000117410	ATP6V0B	inflammatome
ENSG00000197860	SGTB	inflammatome
ENSG00000173039	RELA	inflammatome
ENSG00000142627	EPHA2	inflammatome
ENSG00000196329	GIMAP5	inflammatome
ENSG00000189184	PCDH18	inflammatome
ENSG00000134107	BHLHE40	inflammatome
ENSG00000074966	TXK	inflammatome
ENSG00000185338	SOCS1	inflammatome
ENSG00000117676	RPS6KA1	inflammatome
ENSG00000181104	F2R	inflammatome
ENSG00000141527	CARD14	inflammatome
ENSG00000128272	ATF4	inflammatome
ENSG00000131015	ULBP2	inflammatome
ENSG00000109736	MFSD10	inflammatome
ENSG00000156970	BUB1B	inflammatome
ENSG00000170961	HAS2	inflammatome
ENSG00000198113	TOR4A	inflammatome
ENSG00000136634	IL10	inflammatome
ENSG00000175294	CATSPER1	inflammatome
ENSG00000181649	PHLDA2	inflammatome
ENSG00000159212	CLIC6	inflammatome
ENSG00000184602	SNN	inflammatome
ENSG00000104903	LYL1	inflammatome
ENSG00000115525	ST3GAL5	inflammatome
ENSG00000136732	GYPC	inflammatome
ENSG00000174442	ZWILCH	inflammatome
ENSG00000170004	CHD3	inflammatome
ENSG00000197746	PSAP	inflammatome
ENSG00000132000	PODNL1	inflammatome
ENSG00000149177	PTPRJ	inflammatome
ENSG00000119508	NR4A3	inflammatome
ENSG00000137267	TUBB2A	inflammatome
ENSG00000120694	HSPH1	inflammatome
ENSG00000179431	FJX1	inflammatome
ENSG00000118849	RARRES1	inflammatome
ENSG00000111012	CYP27B1	inflammatome
ENSG00000153179	RASSF3	inflammatome
ENSG00000153898	MCOLN2	inflammatome
ENSG00000102871	TRADD	inflammatome
ENSG00000249992	TMEM158	inflammatome
ENSG00000155465	SLC7A7	inflammatome
ENSG00000159167	STC1	inflammatome
ENSG00000213626	LBH	inflammatome
ENSG00000139370	SLC15A4	inflammatome
ENSG00000114648	KLHL18	inflammatome
ENSG00000205250	E2F4	inflammatome
ENSG00000182934	SRPRA	inflammatome
ENSG00000139687	RB1	inflammatome
ENSG00000012660	ELOVL5	inflammatome
ENSG00000101187	SLCO4A1	inflammatome
ENSG00000101825	MXRA5	inflammatome
ENSG00000166272	WBP1L	inflammatome
ENSG00000124181	PLCG1	inflammatome
ENSG00000169813	HNRNPF	inflammatome
ENSG00000103005	USB1	inflammatome
ENSG00000136603	SKIL	inflammatome
ENSG00000160193	WDR4	inflammatome
ENSG00000076641	PAG1	inflammatome
ENSG00000141682	PMAIP1	inflammatome
ENSG00000112562	SMOC2	inflammatome
ENSG00000174485	DENND4A	inflammatome
ENSG00000118292	C1orf54	inflammatome
ENSG00000204161	TMEM273	inflammatome
ENSG00000132704	FCRL2	inflammatome
ENSG00000129810	SGO1	inflammatome
ENSG00000151176	PLBD2	inflammatome
ENSG00000182446	NPLOC4	inflammatome
ENSG00000142748	FCN3	inflammatome
ENSG00000143622	RIT1	inflammatome
ENSG00000198856	OSTC	inflammatome
ENSG00000075702	WDR62	inflammatome
ENSG00000134755	DSC2	inflammatome
ENSG00000185482	STAC3	inflammatome
ENSG00000119681	LTBP2	inflammatome
ENSG00000103353	UBFD1	inflammatome
ENSG00000179921	GPBAR1	inflammatome
ENSG00000198133	TMEM229B	inflammatome
ENSG00000172638	EFEMP2	inflammatome
ENSG00000167065	DUSP18	inflammatome
ENSG00000181617	FDCSP	inflammatome
ENSG00000182944	EWSR1	inflammatome
ENSG00000175792	RUVBL1	inflammatome
ENSG00000204381	LAYN	inflammatome
ENSG00000136541	ERMN	inflammatome
ENSG00000213203	GIMAP1	inflammatome
ENSG00000165490	DDIAS	inflammatome
ENSG00000262246	CORO7	inflammatome
ENSG00000249751	ECSCR	inflammatome
ENSG00000111640	GAPDH	inflammatome
ENSG00000166444	DENND2B	inflammatome
ENSG00000167634	NLRP7	inflammatome
ENSG00000173540	GMPPB	inflammatome
ENSG00000164305	CASP3	inflammatome
ENSG00000125844	RRBP1	inflammatome
ENSG00000091527	CDV3	inflammatome
ENSG00000073969	NSF	inflammatome
ENSG00000157483	MYO1E	inflammatome
ENSG00000181804	SLC9A9	inflammatome
ENSG00000134910	STT3A	inflammatome
ENSG00000114978	MOB1A	inflammatome
ENSG00000167721	TSR1	inflammatome
ENSG00000140650	PMM2	inflammatome
ENSG00000087077	TRIP6	inflammatome
ENSG00000159871	LYPD5	inflammatome
ENSG00000171223	JUNB	inflammatome
ENSG00000164877	MICALL2	inflammatome
ENSG00000167601	AXL	inflammatome
ENSG00000007968	E2F2	inflammatome
ENSG00000124225	PMEPA1	inflammatome
ENSG00000239961	LILRA4	inflammatome
ENSG00000134684	YARS1	inflammatome
ENSG00000089597	GANAB	inflammatome
ENSG00000061337	LZTS1	inflammatome
ENSG00000154124	OTULIN	inflammatome
ENSG00000182752	PAPPA	inflammatome
ENSG00000141424	SLC39A6	inflammatome
ENSG00000142694	EVA1B	inflammatome
ENSG00000103742	IGDCC4	inflammatome
ENSG00000166920	C15orf48	inflammatome
ENSG00000154845	PPP4R1	inflammatome
ENSG00000177602	HASPIN	inflammatome
ENSG00000124574	ABCC10	inflammatome
ENSG00000182566	CLEC4G	inflammatome
ENSG00000124107	SLPI	inflammatome
ENSG00000143494	VASH2	inflammatome
ENSG00000140092	FBLN5	inflammatome
ENSG00000135823	STX6	inflammatome
ENSG00000162298	SYVN1	inflammatome
ENSG00000174640	SLCO2A1	inflammatome
ENSG00000124496	TRERF1	inflammatome
ENSG00000173198	CYSLTR1	inflammatome
ENSG00000041357	PSMA4	inflammatome
ENSG00000105514	RAB3D	inflammatome
ENSG00000039523	RIPOR1	inflammatome
ENSG00000162747	FCGR3B	inflammatome
ENSG00000119408	NEK6	inflammatome
ENSG00000132535	DLG4	inflammatome
ENSG00000115687	PASK	inflammatome
ENSG00000127564	PKMYT1	inflammatome
ENSG00000133619	KRBA1	inflammatome
ENSG00000173578	XCR1	inflammatome
ENSG00000111737	RAB35	inflammatome
ENSG00000147889	CDKN2A	inflammatome
ENSG00000057149	SERPINB3	inflammatome
ENSG00000159147	DONSON	inflammatome
ENSG00000155849	ELMO1	inflammatome
ENSG00000155506	LARP1	inflammatome
ENSG00000115828	QPCT	inflammatome
ENSG00000149418	ST14	inflammatome
ENSG00000159164	SV2A	inflammatome
ENSG00000099953	MMP11	inflammatome
ENSG00000134853	PDGFRA	inflammatome
ENSG00000106105	GARS1	inflammatome
ENSG00000131979	GCH1	inflammatome
ENSG00000169871	TRIM56	inflammatome
ENSG00000182463	TSHZ2	inflammatome
ENSG00000129566	TEP1	inflammatome
ENSG00000164574	GALNT10	inflammatome
ENSG00000145850	TIMD4	inflammatome
ENSG00000005001	PRSS22	inflammatome
ENSG00000133275	CSNK1G2	inflammatome
ENSG00000135838	NPL	inflammatome
ENSG00000163661	PTX3	inflammatome
ENSG00000136378	ADAMTS7	inflammatome
ENSG00000149923	PPP4C	inflammatome
ENSG00000100092	SH3BP1	inflammatome
ENSG00000110108	TMEM109	inflammatome
ENSG00000105825	TFPI2	inflammatome
ENSG00000170638	TRABD	inflammatome
ENSG00000167173	C15orf39	inflammatome
ENSG00000163297	ANTXR2	inflammatome
ENSG00000100596	SPTLC2	inflammatome
ENSG00000160683	CXCR5	inflammatome
ENSG00000127423	AUNIP	inflammatome
ENSG00000105887	MTPN	inflammatome
ENSG00000137648	TMPRSS4	inflammatome
ENSG00000088992	TESC	inflammatome
ENSG00000137200	CMTR1	inflammatome
ENSG00000168487	BMP1	inflammatome
ENSG00000170627	GTSF1	inflammatome
ENSG00000101846	STS	inflammatome
ENSG00000051825	MPHOSPH9	inflammatome
ENSG00000122870	BICC1	inflammatome
ENSG00000010244	ZNF207	inflammatome
ENSG00000198074	AKR1B10	inflammatome
ENSG00000139626	ITGB7	inflammatome
ENSG00000073756	PTGS2	inflammatome
ENSG00000171385	KCND3	inflammatome
ENSG00000167600	CYP2S1	inflammatome
ENSG00000175166	PSMD2	inflammatome
ENSG00000134339	SAA2	inflammatome
ENSG00000140548	ZNF710	inflammatome
ENSG00000135316	SYNCRIP	inflammatome
ENSG00000188786	MTF1	inflammatome
ENSG00000091409	ITGA6	inflammatome
ENSG00000122218	COPA	inflammatome
ENSG00000143320	CRABP2	inflammatome
ENSG00000101182	PSMA7	inflammatome
ENSG00000144118	RALB	inflammatome
ENSG00000147113	DIPK2B	inflammatome
