ENSG.ID	Gene.symbol	Label
ENSG00000204642	HLA-F	inflammatome
ENSG00000137571	SLCO5A1	inflammatome
ENSG00000166523	CLEC4E	inflammatome
ENSG00000155962	CLIC2	inflammatome
ENSG00000004399	PLXND1	inflammatome
ENSG00000081052	COL4A4	inflammatome
ENSG00000140931	CMTM3	inflammatome
ENSG00000185291	IL3RA	inflammatome
ENSG00000197872	CYRIA	inflammatome
ENSG00000197965	MPZL1	inflammatome
ENSG00000173200	PARP15	inflammatome
ENSG00000090659	CD209	inflammatome
ENSG00000140525	FANCI	inflammatome
ENSG00000117226	GBP3	inflammatome
ENSG00000118785	SPP1	inflammatome
ENSG00000197299	BLM	inflammatome
ENSG00000132718	SYT11	inflammatome
ENSG00000075624	ACTB	inflammatome
ENSG00000130309	COLGALT1	inflammatome
ENSG00000103653	CSK	inflammatome
ENSG00000162512	SDC3	inflammatome
ENSG00000150961	SEC24D	inflammatome
ENSG00000105246	EBI3	inflammatome
ENSG00000125538	IL1B	inflammatome
ENSG00000171777	RASGRP4	inflammatome
ENSG00000166794	PPIB	inflammatome
ENSG00000106546	AHR	inflammatome
ENSG00000139572	GPR84	inflammatome
ENSG00000266094	RASSF5	inflammatome
ENSG00000006327	TNFRSF12A	inflammatome
ENSG00000137959	IFI44L	inflammatome
ENSG00000183386	FHL3	inflammatome
ENSG00000033100	CHPF2	inflammatome
ENSG00000216490	IFI30	inflammatome
ENSG00000120708	TGFBI	inflammatome
ENSG00000196839	ADA	inflammatome
ENSG00000150867	PIP4K2A	inflammatome
ENSG00000158186	MRAS	inflammatome
ENSG00000129128	SPCS3	inflammatome
ENSG00000197535	MYO5A	inflammatome
ENSG00000135334	AKIRIN2	inflammatome
ENSG00000142945	KIF2C	inflammatome
ENSG00000174130	TLR6	inflammatome
ENSG00000072694	FCGR2B	inflammatome
ENSG00000117724	CENPF	inflammatome
ENSG00000149131	SERPING1	inflammatome
ENSG00000149428	HYOU1	inflammatome
ENSG00000077150	NFKB2	inflammatome
ENSG00000110777	POU2AF1	inflammatome
ENSG00000099337	KCNK6	inflammatome
ENSG00000092010	PSME1	inflammatome
ENSG00000171049	FPR2	inflammatome
ENSG00000134802	SLC43A3	inflammatome
ENSG00000143870	PDIA6	inflammatome
ENSG00000111913	RIPOR2	inflammatome
ENSG00000158710	TAGLN2	inflammatome
ENSG00000113140	SPARC	inflammatome
ENSG00000196735	HLA-DQA1	inflammatome
ENSG00000180448	ARHGAP45	inflammatome
ENSG00000141524	TMC6	inflammatome
ENSG00000138080	EMILIN1	inflammatome
ENSG00000205744	DENND1C	inflammatome
ENSG00000044574	HSPA5	inflammatome
ENSG00000131238	PPT1	inflammatome
ENSG00000184254	ALDH1A3	inflammatome
ENSG00000109320	NFKB1	inflammatome
ENSG00000172932	ANKRD13D	inflammatome
ENSG00000186265	BTLA	inflammatome
ENSG00000271605	MILR1	inflammatome
ENSG00000158481	CD1C	inflammatome
ENSG00000172081	MOB3A	inflammatome
ENSG00000204267	TAP2	inflammatome
ENSG00000160856	FCRL3	inflammatome
ENSG00000198604	BAZ1A	inflammatome
ENSG00000100504	PYGL	inflammatome
ENSG00000188389	PDCD1	inflammatome
ENSG00000068831	RASGRP2	inflammatome
ENSG00000103490	PYCARD	inflammatome
ENSG00000106366	SERPINE1	inflammatome
ENSG00000137804	NUSAP1	inflammatome
ENSG00000175115	PACS1	inflammatome
ENSG00000115163	CENPA	inflammatome
ENSG00000117399	CDC20	inflammatome
ENSG00000182511	FES	inflammatome
ENSG00000184661	CDCA2	inflammatome
ENSG00000083799	CYLD	inflammatome
ENSG00000125245	GPR18	inflammatome
ENSG00000119922	IFIT2	inflammatome
ENSG00000100336	APOL4	inflammatome
ENSG00000142669	SH3BGRL3	inflammatome
ENSG00000088827	SIGLEC1	inflammatome
ENSG00000131446	MGAT1	inflammatome
ENSG00000050344	NFE2L3	inflammatome
ENSG00000152049	KCNE4	inflammatome
ENSG00000156738	MS4A1	inflammatome
ENSG00000106560	GIMAP2	inflammatome
ENSG00000108829	LRRC59	inflammatome
ENSG00000087245	MMP2	inflammatome
ENSG00000197157	SND1	inflammatome
ENSG00000178999	AURKB	inflammatome
ENSG00000136859	ANGPTL2	inflammatome
ENSG00000196924	FLNA	inflammatome
ENSG00000121060	TRIM25	inflammatome
ENSG00000181467	RAP2B	inflammatome
ENSG00000174837	ADGRE1	inflammatome
ENSG00000143476	DTL	inflammatome
ENSG00000143515	ATP8B2	inflammatome
ENSG00000165480	SKA3	inflammatome
ENSG00000007908	SELE	inflammatome
ENSG00000015475	BID	inflammatome
ENSG00000187796	CARD9	inflammatome
ENSG00000126262	FFAR2	inflammatome
ENSG00000177989	ODF3B	inflammatome
ENSG00000075218	GTSE1	inflammatome
ENSG00000136279	DBNL	inflammatome
ENSG00000115607	IL18RAP	inflammatome
ENSG00000155629	PIK3AP1	inflammatome
ENSG00000157827	FMNL2	inflammatome
ENSG00000123146	ADGRE5	inflammatome
ENSG00000196209	SIRPB2	inflammatome
ENSG00000159231	CBR3	inflammatome
ENSG00000163947	ARHGEF3	inflammatome
ENSG00000148344	PTGES	inflammatome
ENSG00000099958	DERL3	inflammatome
ENSG00000119632	IFI27L2	inflammatome
ENSG00000184840	TMED9	inflammatome
ENSG00000135677	GNS	inflammatome
ENSG00000258227	CLEC5A	inflammatome
ENSG00000197540	GZMM	inflammatome
ENSG00000132256	TRIM5	inflammatome
ENSG00000116852	KIF21B	inflammatome
ENSG00000213654	GPSM3	inflammatome
ENSG00000106624	AEBP1	inflammatome
ENSG00000124491	F13A1	inflammatome
ENSG00000115355	CCDC88A	inflammatome
ENSG00000164483	SAMD3	inflammatome
ENSG00000066279	ASPM	inflammatome
ENSG00000105383	CD33	inflammatome
ENSG00000157191	NECAP2	inflammatome
ENSG00000165071	TMEM71	inflammatome
ENSG00000148908	RGS10	inflammatome
ENSG00000213928	IRF9	inflammatome
ENSG00000139629	GALNT6	inflammatome
ENSG00000150337	FCGR1A	inflammatome
ENSG00000135636	DYSF	inflammatome
ENSG00000038945	MSR1	inflammatome
ENSG00000136147	PHF11	inflammatome
ENSG00000151694	ADAM17	inflammatome
ENSG00000134954	ETS1	inflammatome
ENSG00000101307	SIRPB1	inflammatome
ENSG00000115091	ACTR3	inflammatome
ENSG00000116786	PLEKHM2	inflammatome
ENSG00000073737	DHRS9	inflammatome
ENSG00000185624	P4HB	inflammatome
ENSG00000018280	SLC11A1	inflammatome
ENSG00000166147	FBN1	inflammatome
ENSG00000133574	GIMAP4	inflammatome
ENSG00000172156	CCL11	inflammatome
ENSG00000108771	DHX58	inflammatome
ENSG00000151012	SLC7A11	inflammatome
ENSG00000160410	SHKBP1	inflammatome
ENSG00000177885	GRB2	inflammatome
ENSG00000081059	TCF7	inflammatome
ENSG00000074800	ENO1	inflammatome
ENSG00000184014	DENND5A	inflammatome
ENSG00000154760	SLFN13	inflammatome
ENSG00000239998	LILRA2	inflammatome
ENSG00000095970	TREM2	inflammatome
ENSG00000173083	HPSE	inflammatome
ENSG00000170525	PFKFB3	inflammatome
ENSG00000186470	BTN3A2	inflammatome
ENSG00000100911	PSME2	inflammatome
ENSG00000162946	DISC1	inflammatome
ENSG00000060982	BCAT1	inflammatome
ENSG00000092853	CLSPN	inflammatome
ENSG00000180340	FZD2	inflammatome
ENSG00000141497	ZMYND15	inflammatome
ENSG00000174007	CEP19	inflammatome
ENSG00000196396	PTPN1	inflammatome
ENSG00000110395	CBL	inflammatome
ENSG00000161638	ITGA5	inflammatome
ENSG00000102359	SRPX2	inflammatome
ENSG00000164136	IL15	inflammatome
ENSG00000198792	TMEM184B	inflammatome
ENSG00000137101	CD72	inflammatome
ENSG00000184216	IRAK1	inflammatome
ENSG00000145860	RNF145	inflammatome
ENSG00000067066	SP100	inflammatome
ENSG00000105967	TFEC	inflammatome
ENSG00000182853	VMO1	inflammatome
ENSG00000198826	ARHGAP11A	inflammatome
ENSG00000147408	CSGALNACT1	inflammatome
ENSG00000138778	CENPE	inflammatome
ENSG00000182022	CHST15	inflammatome
ENSG00000196189	SEMA4A	inflammatome
ENSG00000205403	CFI	inflammatome
ENSG00000125089	SH3TC1	inflammatome
ENSG00000111729	CLEC4A	inflammatome
ENSG00000180549	FUT7	inflammatome
ENSG00000154127	UBASH3B	inflammatome
ENSG00000172817	CYP7B1	inflammatome
ENSG00000141526	SLC16A3	inflammatome
ENSG00000152969	JAKMIP1	inflammatome
ENSG00000196126	HLA-DRB1	inflammatome
ENSG00000134690	CDCA8	inflammatome
ENSG00000241106	HLA-DOB	inflammatome
ENSG00000141756	FKBP10	inflammatome
ENSG00000128294	TPST2	inflammatome
ENSG00000134326	CMPK2	inflammatome
ENSG00000172269	DPAGT1	inflammatome
ENSG00000157227	MMP14	inflammatome
ENSG00000099998	GGT5	inflammatome
ENSG00000129038	LOXL1	inflammatome
ENSG00000173706	HEG1	inflammatome
ENSG00000011426	ANLN	inflammatome
ENSG00000100979	PLTP	inflammatome
ENSG00000205045	SLFN12L	inflammatome
ENSG00000114450	GNB4	inflammatome
ENSG00000112559	MDFI	inflammatome
ENSG00000130813	SHFL	inflammatome
ENSG00000186340	THBS2	inflammatome
ENSG00000158717	RNF166	inflammatome
ENSG00000065328	MCM10	inflammatome
ENSG00000128228	SDF2L1	inflammatome
ENSG00000123136	DDX39A	inflammatome
ENSG00000104974	LILRA1	inflammatome
ENSG00000130592	LSP1	inflammatome
ENSG00000118257	NRP2	inflammatome
ENSG00000138172	CALHM2	inflammatome
ENSG00000162924	REL	inflammatome
ENSG00000021355	SERPINB1	inflammatome
ENSG00000148175	STOM	inflammatome
ENSG00000103888	CEMIP	inflammatome
ENSG00000146242	TPBG	inflammatome
ENSG00000110079	MS4A4A	inflammatome
ENSG00000179051	RCC2	inflammatome
ENSG00000100297	MCM5	inflammatome
ENSG00000164932	CTHRC1	inflammatome
ENSG00000090520	DNAJB11	inflammatome
ENSG00000104774	MAN2B1	inflammatome
ENSG00000153029	MR1	inflammatome
ENSG00000110848	CD69	inflammatome
ENSG00000185947	ZNF267	inflammatome
ENSG00000030110	BAK1	inflammatome
ENSG00000107798	LIPA	inflammatome
ENSG00000137573	SULF1	inflammatome
ENSG00000101000	PROCR	inflammatome
ENSG00000134539	KLRD1	inflammatome
ENSG00000184164	CRELD2	inflammatome
ENSG00000163464	CXCR1	inflammatome
ENSG00000167604	NFKBID	inflammatome
ENSG00000122694	GLIPR2	inflammatome
ENSG00000106100	NOD1	inflammatome
ENSG00000112299	VNN1	inflammatome
ENSG00000196843	ARID5A	inflammatome
ENSG00000134321	RSAD2	inflammatome
ENSG00000110799	VWF	inflammatome
ENSG00000136731	UGGT1	inflammatome
ENSG00000173442	EHBP1L1	inflammatome
ENSG00000067225	PKM	inflammatome
ENSG00000150551	LYPD1	inflammatome
ENSG00000164294	GPX8	inflammatome
ENSG00000111912	NCOA7	inflammatome
ENSG00000198873	GRK5	inflammatome
ENSG00000117215	PLA2G2D	inflammatome
ENSG00000165280	VCP	inflammatome
ENSG00000137393	RNF144B	inflammatome
ENSG00000059804	SLC2A3	inflammatome
ENSG00000108798	ABI3	inflammatome
ENSG00000203760	CENPW	inflammatome
ENSG00000069399	BCL3	inflammatome
ENSG00000033178	UBA6	inflammatome
ENSG00000105352	CEACAM4	inflammatome
ENSG00000142185	TRPM2	inflammatome
ENSG00000130589	HELZ2	inflammatome
ENSG00000111796	KLRB1	inflammatome
ENSG00000006118	TMEM132A	inflammatome
ENSG00000069493	CLEC2D	inflammatome
ENSG00000138031	ADCY3	inflammatome
ENSG00000137507	LRRC32	inflammatome
ENSG00000105011	ASF1B	inflammatome
ENSG00000124203	ZNF831	inflammatome
ENSG00000198855	FICD	inflammatome
ENSG00000122986	HVCN1	inflammatome
ENSG00000164761	TNFRSF11B	inflammatome
ENSG00000143570	SLC39A1	inflammatome
ENSG00000204472	AIF1	inflammatome
ENSG00000080986	NDC80	inflammatome
ENSG00000196968	FUT11	inflammatome
ENSG00000049768	FOXP3	inflammatome
ENSG00000115604	IL18R1	inflammatome
ENSG00000198053	SIRPA	inflammatome
ENSG00000129657	SEC14L1	inflammatome
ENSG00000135451	TROAP	inflammatome
ENSG00000115919	KYNU	inflammatome
ENSG00000166986	MARS1	inflammatome
ENSG00000172543	CTSW	inflammatome
ENSG00000117650	NEK2	inflammatome
ENSG00000106348	IMPDH1	inflammatome
ENSG00000122223	CD244	inflammatome
ENSG00000132481	TRIM47	inflammatome
ENSG00000146285	SCML4	inflammatome
ENSG00000010327	STAB1	inflammatome
ENSG00000184489	PTP4A3	inflammatome
ENSG00000134285	FKBP11	inflammatome
ENSG00000158859	ADAMTS4	inflammatome
ENSG00000166278	C2	inflammatome
ENSG00000173918	C1QTNF1	inflammatome
ENSG00000104518	GSDMD	inflammatome
ENSG00000213859	KCTD11	inflammatome
ENSG00000137478	FCHSD2	inflammatome
ENSG00000055332	EIF2AK2	inflammatome
ENSG00000159322	ADPGK	inflammatome
ENSG00000169607	CKAP2L	inflammatome
ENSG00000172349	IL16	inflammatome
ENSG00000163735	CXCL5	inflammatome
ENSG00000163902	RPN1	inflammatome
ENSG00000078237	TIGAR	inflammatome
ENSG00000137509	PRCP	inflammatome
ENSG00000100721	TCL1A	inflammatome
ENSG00000179715	PCED1B	inflammatome
ENSG00000166130	IKBIP	inflammatome
ENSG00000027697	IFNGR1	inflammatome
ENSG00000076928	ARHGEF1	inflammatome
ENSG00000140451	PIF1	inflammatome
ENSG00000173762	CD7	inflammatome
ENSG00000172575	RASGRP1	inflammatome
ENSG00000138642	HERC6	inflammatome
ENSG00000275302	CCL4	inflammatome
ENSG00000187764	SEMA4D	inflammatome
ENSG00000137807	KIF23	inflammatome
ENSG00000122025	FLT3	inflammatome
ENSG00000166527	CLEC4D	inflammatome
ENSG00000197249	SERPINA1	inflammatome
ENSG00000123485	HJURP	inflammatome
ENSG00000185989	RASA3	inflammatome
ENSG00000198178	CLEC4C	inflammatome
ENSG00000100097	LGALS1	inflammatome
ENSG00000155393	HEATR3	inflammatome
ENSG00000162704	ARPC5	inflammatome
ENSG00000013374	NUB1	inflammatome
ENSG00000100644	HIF1A	inflammatome
ENSG00000163221	S100A12	inflammatome
ENSG00000167004	PDIA3	inflammatome
ENSG00000175857	GAPT	inflammatome
ENSG00000164220	F2RL2	inflammatome
ENSG00000197943	PLCG2	inflammatome
ENSG00000138623	SEMA7A	inflammatome
ENSG00000081041	CXCL2	inflammatome
ENSG00000197930	ERO1A	inflammatome
ENSG00000128394	APOBEC3F	inflammatome
ENSG00000198901	PRC1	inflammatome
ENSG00000213694	S1PR3	inflammatome
ENSG00000008517	IL32	inflammatome
ENSG00000065308	TRAM2	inflammatome
ENSG00000127951	FGL2	inflammatome
ENSG00000177000	MTHFR	inflammatome
ENSG00000100364	KIAA0930	inflammatome
ENSG00000171522	PTGER4	inflammatome
ENSG00000115325	DOK1	inflammatome
ENSG00000173110	HSPA6	inflammatome
ENSG00000011028	MRC2	inflammatome
ENSG00000114346	ECT2	inflammatome
ENSG00000109079	TNFAIP1	inflammatome
ENSG00000204525	HLA-C	inflammatome
ENSG00000166851	PLK1	inflammatome
ENSG00000148926	ADM	inflammatome
ENSG00000143387	CTSK	inflammatome
ENSG00000110944	IL23A	inflammatome
ENSG00000006062	MAP3K14	inflammatome
ENSG00000123130	ACOT9	inflammatome
ENSG00000145016	RUBCN	inflammatome
ENSG00000123473	STIL	inflammatome
ENSG00000110880	CORO1C	inflammatome
ENSG00000133321	PLAAT4	inflammatome
ENSG00000103966	EHD4	inflammatome
ENSG00000167618	LAIR2	inflammatome
ENSG00000077152	UBE2T	inflammatome
ENSG00000197798	FAM118B	inflammatome
ENSG00000112308	C6orf62	inflammatome
ENSG00000172602	RND1	inflammatome
ENSG00000137673	MMP7	inflammatome
ENSG00000171208	NETO2	inflammatome
ENSG00000114554	PLXNA1	inflammatome
ENSG00000100077	GRK3	inflammatome
ENSG00000180096	SEPTIN1	inflammatome
ENSG00000172116	CD8B	inflammatome
ENSG00000135596	MICAL1	inflammatome
ENSG00000198399	ITSN2	inflammatome
ENSG00000103855	CD276	inflammatome
ENSG00000102393	GLA	inflammatome
ENSG00000136295	TTYH3	inflammatome
ENSG00000087157	PGS1	inflammatome
ENSG00000120659	TNFSF11	inflammatome
ENSG00000143641	GALNT2	inflammatome
ENSG00000131389	SLC6A6	inflammatome
ENSG00000100351	GRAP2	inflammatome
ENSG00000162695	SLC30A7	inflammatome
ENSG00000164038	SLC9B2	inflammatome
ENSG00000100298	APOBEC3H	inflammatome
ENSG00000103042	SLC38A7	inflammatome
ENSG00000105483	CARD8	inflammatome
ENSG00000067057	PFKP	inflammatome
ENSG00000129675	ARHGEF6	inflammatome
ENSG00000233276	GPX1	inflammatome
ENSG00000122679	RAMP3	inflammatome
ENSG00000163421	PROK2	inflammatome
ENSG00000159131	GART	inflammatome
ENSG00000072609	CHFR	inflammatome
ENSG00000101367	MAPRE1	inflammatome
ENSG00000165457	FOLR2	inflammatome
ENSG00000108819	PPP1R9B	inflammatome
ENSG00000112742	TTK	inflammatome
ENSG00000068323	TFE3	inflammatome
ENSG00000136026	CKAP4	inflammatome
ENSG00000134070	IRAK2	inflammatome
ENSG00000163513	TGFBR2	inflammatome
ENSG00000132465	JCHAIN	inflammatome
ENSG00000147912	FBXO10	inflammatome
ENSG00000013364	MVP	inflammatome
ENSG00000134028	ADAMDEC1	inflammatome
ENSG00000181374	CCL13	inflammatome
ENSG00000160932	LY6E	inflammatome
ENSG00000127191	TRAF2	inflammatome
ENSG00000176390	CRLF3	inflammatome
ENSG00000178726	THBD	inflammatome
ENSG00000139083	ETV6	inflammatome
ENSG00000144815	NXPE3	inflammatome
ENSG00000087303	NID2	inflammatome
ENSG00000101150	TPD52L2	inflammatome
ENSG00000143549	TPM3	inflammatome
ENSG00000169258	GPRIN1	inflammatome
ENSG00000269404	SPIB	inflammatome
ENSG00000198937	CCDC167	inflammatome
ENSG00000116793	PHTF1	inflammatome
ENSG00000143333	RGS16	inflammatome
ENSG00000166501	PRKCB	inflammatome
ENSG00000181634	TNFSF15	inflammatome
ENSG00000175899	A2M	inflammatome
ENSG00000064201	TSPAN32	inflammatome
ENSG00000120254	MTHFD1L	inflammatome
ENSG00000102580	DNAJC3	inflammatome
ENSG00000106462	EZH2	inflammatome
ENSG00000068028	RASSF1	inflammatome
ENSG00000169756	LIMS1	inflammatome
ENSG00000155659	VSIG4	inflammatome
ENSG00000244482	LILRA6	inflammatome
ENSG00000172985	SH3RF3	inflammatome
ENSG00000198900	TOP1	inflammatome
ENSG00000169855	ROBO1	inflammatome
ENSG00000142173	COL6A2	inflammatome
ENSG00000048740	CELF2	inflammatome
ENSG00000065675	PRKCQ	inflammatome
ENSG00000091986	CCDC80	inflammatome
ENSG00000051180	RAD51	inflammatome
ENSG00000089094	KDM2B	inflammatome
ENSG00000113721	PDGFRB	inflammatome
ENSG00000135439	AGAP2	inflammatome
ENSG00000112769	LAMA4	inflammatome
ENSG00000111247	RAD51AP1	inflammatome
ENSG00000007264	MATK	inflammatome
ENSG00000011590	ZBTB32	inflammatome
ENSG00000188643	S100A16	inflammatome
ENSG00000198833	UBE2J1	inflammatome
ENSG00000121895	TMEM156	inflammatome
ENSG00000161888	SPC24	inflammatome
ENSG00000137491	SLCO2B1	inflammatome
ENSG00000168081	PNOC	inflammatome
ENSG00000163638	ADAMTS9	inflammatome
ENSG00000187955	COL14A1	inflammatome
ENSG00000173786	CNP	inflammatome
ENSG00000136280	CCM2	inflammatome
ENSG00000166928	MS4A14	inflammatome
ENSG00000108679	LGALS3BP	inflammatome
ENSG00000084207	GSTP1	inflammatome
ENSG00000205220	PSMB10	inflammatome
ENSG00000187239	FNBP1	inflammatome
ENSG00000033867	SLC4A7	inflammatome
ENSG00000198858	R3HDM4	inflammatome
ENSG00000087586	AURKA	inflammatome
ENSG00000099985	OSM	inflammatome
ENSG00000051523	CYBA	inflammatome
ENSG00000147138	GPR174	inflammatome
ENSG00000008513	ST3GAL1	inflammatome
ENSG00000118985	ELL2	inflammatome
ENSG00000128656	CHN1	inflammatome
ENSG00000135148	TRAFD1	inflammatome
ENSG00000181830	SLC35C1	inflammatome
ENSG00000197043	ANXA6	inflammatome
ENSG00000152253	SPC25	inflammatome
ENSG00000104626	ERI1	inflammatome
ENSG00000138646	HERC5	inflammatome
ENSG00000065413	ANKRD44	inflammatome
ENSG00000198885	ITPRIPL1	inflammatome
ENSG00000090924	PLEKHG2	inflammatome
ENSG00000179403	VWA1	inflammatome
ENSG00000139187	KLRG1	inflammatome
ENSG00000237649	KIFC1	inflammatome
ENSG00000051341	POLQ	inflammatome
ENSG00000151388	ADAMTS12	inflammatome
ENSG00000213903	LTB4R	inflammatome
ENSG00000122952	ZWINT	inflammatome
ENSG00000143228	NUF2	inflammatome
ENSG00000116962	NID1	inflammatome
ENSG00000133561	GIMAP6	inflammatome
ENSG00000102245	CD40LG	inflammatome
ENSG00000182199	SHMT2	inflammatome
ENSG00000213024	NUP62	inflammatome
ENSG00000143184	XCL1	inflammatome
ENSG00000153012	LGI2	inflammatome
ENSG00000162889	MAPKAPK2	inflammatome
ENSG00000112576	CCND3	inflammatome
ENSG00000067182	TNFRSF1A	inflammatome
ENSG00000030582	GRN	inflammatome
ENSG00000197948	FCHSD1	inflammatome
ENSG00000101096	NFATC2	inflammatome
ENSG00000183010	PYCR1	inflammatome
ENSG00000088882	CPXM1	inflammatome
ENSG00000095370	SH2D3C	inflammatome
ENSG00000170571	EMB	inflammatome
ENSG00000068796	KIF2A	inflammatome
ENSG00000173846	PLK3	inflammatome
ENSG00000166340	TPP1	inflammatome
ENSG00000106799	TGFBR1	inflammatome
ENSG00000111602	TIMELESS	inflammatome
ENSG00000163754	GYG1	inflammatome
ENSG00000168615	ADAM9	inflammatome
ENSG00000185245	GP1BA	inflammatome
ENSG00000113810	SMC4	inflammatome
ENSG00000164308	ERAP2	inflammatome
ENSG00000164543	STK17A	inflammatome
ENSG00000177663	IL17RA	inflammatome
ENSG00000116670	MAD2L2	inflammatome
ENSG00000175040	CHST2	inflammatome
ENSG00000196639	HRH1	inflammatome
ENSG00000166128	RAB8B	inflammatome
ENSG00000118655	DCLRE1B	inflammatome
ENSG00000134668	SPOCD1	inflammatome
ENSG00000076662	ICAM3	inflammatome
ENSG00000116489	CAPZA1	inflammatome
ENSG00000153250	RBMS1	inflammatome
ENSG00000075420	FNDC3B	inflammatome
ENSG00000005102	MEOX1	inflammatome
ENSG00000148154	UGCG	inflammatome
ENSG00000176153	GPX2	inflammatome
ENSG00000169136	ATF5	inflammatome
ENSG00000154380	ENAH	inflammatome
ENSG00000179750	APOBEC3B	inflammatome
ENSG00000010030	ETV7	inflammatome
ENSG00000181381	DDX60L	inflammatome
ENSG00000175471	MCTP1	inflammatome
ENSG00000196562	SULF2	inflammatome
ENSG00000158473	CD1D	inflammatome
ENSG00000148840	PPRC1	inflammatome
ENSG00000148248	SURF4	inflammatome
ENSG00000171320	ESCO2	inflammatome
ENSG00000125430	HS3ST3B1	inflammatome
ENSG00000185386	MAPK11	inflammatome
ENSG00000275385	CCL18	inflammatome
ENSG00000137168	PPIL1	inflammatome
ENSG00000129173	E2F8	inflammatome
ENSG00000130635	COL5A1	inflammatome
ENSG00000085117	CD82	inflammatome
ENSG00000106178	CCL24	inflammatome
ENSG00000188257	PLA2G2A	inflammatome
ENSG00000106333	PCOLCE	inflammatome
ENSG00000132386	SERPINF1	inflammatome
ENSG00000163606	CD200R1	inflammatome
ENSG00000159753	CARMIL2	inflammatome
ENSG00000125354	SEPTIN6	inflammatome
ENSG00000103257	SLC7A5	inflammatome
ENSG00000138119	MYOF	inflammatome
ENSG00000059728	MXD1	inflammatome
ENSG00000123219	CENPK	inflammatome
ENSG00000160213	CSTB	inflammatome
ENSG00000136869	TLR4	inflammatome
ENSG00000163162	RNF149	inflammatome
ENSG00000163808	KIF15	inflammatome
ENSG00000159618	ADGRG5	inflammatome
ENSG00000100401	RANGAP1	inflammatome
ENSG00000166670	MMP10	inflammatome
ENSG00000099250	NRP1	inflammatome
ENSG00000111665	CDCA3	inflammatome
ENSG00000139192	TAPBPL	inflammatome
ENSG00000213088	ACKR1	inflammatome
ENSG00000174705	SH3PXD2B	inflammatome
ENSG00000163734	CXCL3	inflammatome
ENSG00000081985	IL12RB2	inflammatome
ENSG00000138073	PREB	inflammatome
ENSG00000140287	HDC	inflammatome
ENSG00000144867	SRPRB	inflammatome
ENSG00000153048	CARHSP1	inflammatome
ENSG00000140545	MFGE8	inflammatome
ENSG00000126246	IGFLR1	inflammatome
ENSG00000140280	LYSMD2	inflammatome
ENSG00000171241	SHCBP1	inflammatome
ENSG00000088832	FKBP1A	inflammatome
ENSG00000167797	CDK2AP2	inflammatome
ENSG00000135842	NIBAN1	inflammatome
ENSG00000120949	TNFRSF8	inflammatome
ENSG00000150977	RILPL2	inflammatome
ENSG00000165891	E2F7	inflammatome
ENSG00000166106	ADAMTS15	inflammatome
ENSG00000007129	CEACAM21	inflammatome
ENSG00000170379	TCAF2	inflammatome
ENSG00000139679	LPAR6	inflammatome
ENSG00000101310	SEC23B	inflammatome
ENSG00000069424	KCNAB2	inflammatome
ENSG00000143344	RGL1	inflammatome
ENSG00000183853	KIRREL1	inflammatome
ENSG00000004700	RECQL	inflammatome
ENSG00000151835	SACS	inflammatome
ENSG00000184730	APOBR	inflammatome
ENSG00000177455	CD19	inflammatome
ENSG00000260314	MRC1	inflammatome
ENSG00000110756	HPS5	inflammatome
ENSG00000186469	GNG2	inflammatome
ENSG00000110852	CLEC2B	inflammatome
ENSG00000166401	SERPINB8	inflammatome
ENSG00000076003	MCM6	inflammatome
ENSG00000149380	P4HA3	inflammatome
ENSG00000123416	TUBA1B	inflammatome
ENSG00000083454	P2RX5	inflammatome
ENSG00000137193	PIM1	inflammatome
ENSG00000135919	SERPINE2	inflammatome
ENSG00000168899	VAMP5	inflammatome
ENSG00000134333	LDHA	inflammatome
ENSG00000166428	PLD4	inflammatome
ENSG00000154734	ADAMTS1	inflammatome
ENSG00000115902	SLC1A4	inflammatome
ENSG00000173120	KDM2A	inflammatome
ENSG00000073849	ST6GAL1	inflammatome
ENSG00000102575	ACP5	inflammatome
ENSG00000118369	USP35	inflammatome
ENSG00000137310	TCF19	inflammatome
ENSG00000109790	KLHL5	inflammatome
ENSG00000198879	SFMBT2	inflammatome
ENSG00000108700	CCL8	inflammatome
ENSG00000019169	MARCO	inflammatome
ENSG00000187741	FANCA	inflammatome
ENSG00000166803	PCLAF	inflammatome
ENSG00000167202	TBC1D2B	inflammatome
ENSG00000155252	PI4K2A	inflammatome
ENSG00000095319	NUP188	inflammatome
ENSG00000213445	SIPA1	inflammatome
ENSG00000158517	NCF1	inflammatome
ENSG00000172216	CEBPB	inflammatome
ENSG00000089351	GRAMD1A	inflammatome
ENSG00000146535	GNA12	inflammatome
ENSG00000197019	SERTAD1	inflammatome
ENSG00000169554	ZEB2	inflammatome
ENSG00000089041	P2RX7	inflammatome
ENSG00000226979	LTA	inflammatome
ENSG00000179241	LDLRAD3	inflammatome
ENSG00000154016	GRAP	inflammatome
ENSG00000142657	PGD	inflammatome
ENSG00000135426	TESPA1	inflammatome
ENSG00000255398	HCAR3	inflammatome
ENSG00000196776	CD47	inflammatome
ENSG00000113273	ARSB	inflammatome
ENSG00000178175	ZNF366	inflammatome
ENSG00000117016	RIMS3	inflammatome
ENSG00000146070	PLA2G7	inflammatome
ENSG00000140090	SLC24A4	inflammatome
ENSG00000134256	CD101	inflammatome
ENSG00000198431	TXNRD1	inflammatome
ENSG00000130300	PLVAP	inflammatome
ENSG00000144554	FANCD2	inflammatome
ENSG00000213886	UBD	inflammatome
