K00187	00280 01100
K00188	00280 01100
K00189	00010 00020 00280 00620 00633 00640 00650 00680 00720 01100 01110 01120 01200
K00192	00680 01100 01120 01200
K00193	00680 01100 01120 01200
K00194	00680 00720 01100 01120 01200
K00195	00680 01100 01120 01200
K00196	00633 00680 00720 01100 01120 01200
K00197	00680 00720 01100 01120 01200
K00198	00633 00680 00720 01100 01120 01200
K00200	00680 01100 01120 01200
K00201	00680 01100 01120 01200
K00202	00680 01100 01120 01200
K00203	00680 01100 01120 01200
K00204	00680 01100 01120 01200
K00205	00680 01100 01120 01200
K00206	00440 01100 01120
K00207	00240 00410 00770 00983 01100
K00208	00061 00333 00780 01100 01110 01212 01240
K00209	00061 00650 01100 01110 01120 01200 01212
K00211	00400 01100 01110 01230
K00212	00140 00980 01100 05208
K00213	00100 01100 01110
K00214	00860 01100 01110
K00215	00261 00300 01100 01110 01120 01230
K00216	01053 01110
K00217	00361 00362 00364 00623 01100 01120 01220
K00218	00860 01100 01110
K00220	00400 00401 01100 01110 01230
K00222	00100 01100 01110
K00223	00100 01100 01110
K00224	00592 01110
K00225	00053 01100 01110 01240
K00226	00240 01100 01240
K00227	00100 01100 01110
K00228	00860 01100 01110 01240
K00230	00860 01100 01110 01240
K00231	00860 01100 01110 01240
K00232	00071 00410 00592 00640 01040 01100 01110 01200 01212 03320 04024 04146 04936
K00234	00020 00190 01100 01110 01120 01200 04714 04932 05010 05012 05014 05016 05020 05022 05208 05415
K00235	00020 00190 01100 01110 01120 01200 04714 04932 05010 05012 05014 05016 05020 05022 05208 05415
K00236	00020 00190 01100 01110 01120 01200 04714 04932 05010 05012 05014 05016 05020 05022 05208 05415
K00237	00020 00190 01100 01110 01120 01200 04714 04932 05010 05012 05014 05016 05020 05022 05208 05415
K00239	00020 00190 00650 00720 01100 01110 01120 01200 05134
K00240	00020 00190 00650 00720 01100 01110 01120 01200
K00241	00020 00190 00650 00720 01100 01110 01120 01200
K00242	00020 00190 00650 00720 01100 01110 01120 01200
K00244	00020 00190 00620 00650 00720 01100 01110 01120 01200 02020
K00245	00020 00190 00620 00650 00720 01100 01110 01120 01200 02020
K00246	00020 00190 00620 00650 00720 01100 01110 01120 01200 02020
K00247	00020 00190 00620 00650 00720 01100 01110 01120 01200 02020
K00248	00071 00280 00410 00640 00650 01100 01110 01120 01200 01212
K00249	00071 00280 01100 01110 01212 03320 04936
K00251	00120 00140 01100
K00252	00071 00310 00362 00380 01100 01110 01120
K00253	00280 01100
K00254	00240 01100 01240
K00255	00071 01100 01212 03320
K00259	00250 00430 01100
K00260	00220 00250 00430 00910 01100 01120
K00261	00220 00250 00910 01100 01120 01200 04217 04964
K00262	00220 00250 00910 01100 01120
K00263	00280 00290 01100 01110
K00264	00250 00910 01100 01110 01120 01230
K00265	00250 00910 01100 01110 01120 01230
K00266	00250 00910 01100 01110 01120 01230
K00270	00350 00360 00400 01100 01110
K00271	00280 01100 01110
K00272	00250 00470 01100 04146
K00273	00260 00311 00330 00470 01100 01110 04146
K00274	00260 00330 00340 00350 00360 00380 00950 00982 01100 01110 04726 04728 05012 05030 05031 05034
K00275	00750 01100 01120 01240
K00276	00260 00350 00360 00410 00950 00960 01100 01110
K00278	00250 00760 01100 01240
K00279	00908 01110
K00281	00260 00630 01100 01110 01200
K00282	00260 00630 01100 01110 01200
K00283	00260 00630 01100 01110 01200
K00284	00630 00910 01120
K00285	00360 00470 01100
